Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
781,SPICELOUNG.BO,40.01,36.3,1297.59K,Retail Trade,Discount Stores,78.0,97.0,95.0,72.0,1.8121,0.5564,343.45K,1116940.0,72.2,16.21,27.89B,No,28.19,26.44,30.18,27.74,26.26,146.82,-44.58
815,ELLEN.NS,373.1,371.0,733.30K,Process Industries,Chemicals: Specialty,77.0,85.0,87.0,92.0,19.5786,19.3179,700.66K,1624730.0,540.95,175.0,52.58B,No,341.19,313.79,280.3,319.03,274.17,113.2,-31.03
774,BBOX.NS,801.15,766.4,640.80K,Technology Services,Information Technology Services,78.0,70.0,7.0,84.0,37.2571,36.8857,431.74K,697170.0,1103.0,444.3,142.28B,No,755.19,773.01,691.6,773.55,752.65,80.32,-27.37
1040,MANYAVAR.NS,544.25,554.7,2133.81K,Retail Trade,Internet Retail,71.0,60.0,86.0,83.0,22.525,22.3107,1170.68K,379170.0,779.0,329.2,132.24B,No,558.56,494.31,465.01,507.46,437.21,65.33,-30.13
