Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
680,SPARC.NS,209.05,203.98,2229.94K,Health Technology,Pharmaceuticals: Major,80.0,78.0,27.0,90.0,7.2,7.2,1479.42K,853840.0,289.0,108.0,67.84B,No,198.5,203.31,172.89,203.65,187.12,93.56,-27.66
1018,EPACKPEB.NS,245.38,246.29,523.61K,Industrial Services,Engineering & Construction,71.0,75.0,61.0,85.0,12.8529,12.6586,1090.77K,788050.0,344.0,132.17,24.69B,No,234.52,239.57,219.77,239.84,213.56,85.65,-28.67
717,BBOX.NS,799.75,795.4,814.61K,Technology Services,Information Technology Services,79.0,76.0,16.0,83.0,38.7143,38.4286,439.38K,789110.0,1103.0,444.3,142.03B,No,770.18,767.26,698.63,770.98,761.53,80.0,-27.49
788,KIRIINDUS.NS,557.5,559.9,631.42K,Process Industries,Chemicals: Specialty,77.0,79.0,91.0,79.0,27.6429,27.35,922.92K,789870.0,779.0,333.8,36.33B,No,545.0,478.18,450.45,481.6,423.7,67.02,-28.43
