Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
274,STALLION.NS,260.12,4657.28K,Distribution Services,Wholesale Distributors,91.0,96.0,96.0,76.0,13.9157,13.6129,2912.23K,5766760.0,423.8,99.32,30.20B,No,200.03,189.59,203.52,168.27,161.9,-38.62
958,VIMTALABS.NS,608.85,246.04K,Commercial Services,Miscellaneous Commercial Services,71.0,71.0,87.0,65.0,32.3071,31.4107,501.16K,1255650.0,902.65,376.05,27.21B,No,550.33,535.72,562.83,494.92,61.91,-32.55
