Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
544,SIGACHI.NS,32.51,33.9,2562.11K,Health Technology,Pharmaceuticals: Major,84.0,94.0,94.0,86.0,1.9986,1.97,1579.98K,5671440.0,46.73,16.65,12.43B,No,27.9,25.65,25.23,26.27,22.76,95.26,-30.43
684,WEL.NS,124.74,134.02,129564.65K,Electronic Technology,Electronic Equipment/Instruments,80.0,96.0,95.0,58.0,10.9471,10.8114,956.48K,2674320.0,183.53,75.01,16.72B,No,133.89,114.6,126.38,120.48,114.83,66.3,-32.03
1058,PARADEEP.NS,160.55,159.63,4036.23K,Process Industries,Chemicals: Agricultural,70.0,86.0,84.0,80.0,4.8721,4.7721,7743.47K,8093850.0,231.0,99.7,166.73B,No,149.71,143.56,136.3,145.78,129.8,61.03,-30.5
