Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
504,STALLION.NS,225.15,234.0,488.36K,Distribution Services,Wholesale Distributors,85.0,72.0,93.0,85.0,15.3571,14.8014,2982.04K,1300160.0,423.8,99.32,26.14B,No,249.88,217.61,183.78,219.97,171.06,126.69,-46.87
819,MANAKALUCO.NS,37.72,37.63,24.32K,Non-Energy Minerals,Other Metals/Minerals,76.0,63.0,61.0,69.0,2.4936,2.2393,155.70K,347180.0,68.12,21.73,2.47B,No,37.62,37.52,33.12,37.29,33.54,73.58,-44.63
