Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
1018,SPICELOUNG.BO,37.92,39.91,31.52K,Retail Trade,Discount Stores,71.0,95.0,93.0,69.0,1.6193,0.0086,388.50K,1162950.0,72.2,16.21,26.43B,No,30.54,27.65,29.96,28.92,26.42,133.93,-47.48
840,ELLEN.NS,371.3,357.1,713.81K,Process Industries,Chemicals: Specialty,76.0,84.0,87.0,88.0,21.7893,21.6893,734.39K,1718680.0,520.7,175.0,52.33B,No,348.4,318.3,280.36,327.44,278.9,112.17,-28.69
830,SPARC.NS,205.65,197.96,1934.03K,Health Technology,Pharmaceuticals: Major,76.0,70.0,20.0,87.0,7.0936,7.085,1548.40K,673610.0,289.0,108.0,66.74B,No,197.98,204.76,172.22,203.31,187.01,90.42,-28.84
