Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
554,STALLION.NS,225.15,228.25,353.72K,Distribution Services,Wholesale Distributors,83.0,18.0,83.0,86.0,14.4464,13.9857,2731.99K,694040.0,423.8,99.32,26.14B,No,246.36,220.23,183.46,223.92,172.5,126.69,-46.87
809,SIGACHI.NS,30.49,30.05,5785.37K,Health Technology,Pharmaceuticals: Major,76.0,87.0,92.0,78.0,1.7071,1.6693,1206.00K,3367540.0,46.73,16.65,11.66B,No,27.09,25.15,25.25,25.96,22.65,83.12,-34.75
