Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
682,SPICELOUNG.BO,42.01,40.01,1870.80K,Retail Trade,Discount Stores,80.0,96.0,96.0,80.0,1.5107,0.1136,358.76K,1174150.0,72.2,16.21,29.29B,No,29.3,27.06,30.06,29.33,26.55,159.16,-41.81
580,STALLION.NS,231.5,220.49,440.41K,Distribution Services,Wholesale Distributors,83.0,65.0,78.0,92.0,9.4357,8.0036,2184.18K,356400.0,423.8,99.32,26.87B,No,217.25,231.53,185.3,231.39,182.31,133.08,-45.38
809,ELLEN.NS,373.45,373.1,450.75K,Process Industries,Chemicals: Specialty,77.0,87.0,87.0,91.0,19.6929,19.4321,708.54K,1621840.0,536.2,175.0,52.63B,No,343.8,315.34,280.31,327.65,278.97,113.4,-30.35
920,HLEGLAS.NS,469.2,446.9,192.39K,Producer Manufacturing,Industrial Machinery,74.0,97.0,79.0,86.0,25.0214,24.8571,424.51K,780430.0,661.95,250.0,32.59B,No,360.78,380.58,367.54,392.7,355.92,87.68,-29.12
941,KIRIINDUS.NS,537.5,531.75,558.63K,Process Industries,Chemicals: Specialty,73.0,88.0,88.0,74.0,32.9893,32.325,880.70K,1476060.0,779.0,333.8,35.03B,No,532.91,465.38,450.92,479.6,423.03,61.02,-31.0
