Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
862,ELLEN.NS,380.2,373.5,1713.74K,Process Industries,Chemicals: Specialty,75.0,83.0,88.0,88.0,16.9321,16.4964,611.95K,966160.0,559.8,175.0,53.58B,No,330.21,303.4,280.76,311.15,269.8,117.26,-32.08
737,BBOX.NS,800.8,744.85,1663.66K,Technology Services,Information Technology Services,79.0,38.0,7.0,84.0,30.0429,29.325,408.42K,350880.0,1103.0,443.05,142.22B,No,753.64,790.16,685.7,785.68,743.07,80.75,-27.4
942,KIRIINDUS.NS,537.35,523.1,1067.70K,Process Industries,Chemicals: Specialty,73.0,93.0,88.0,73.0,36.4107,35.1393,832.76K,2498990.0,779.0,333.8,35.02B,No,508.61,448.17,452.6,451.21,417.68,60.98,-31.02
