Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
921,ELLEN.NS,355.1,380.2,1197.21K,Process Industries,Chemicals: Specialty,74.0,78.0,85.0,84.0,18.2714,17.8357,636.23K,1109780.0,550.55,175.0,50.05B,No,331.55,305.3,280.55,317.23,273.57,102.91,-35.5
652,BGDL.BO,152.05,140.1,291.22K,Consumer Durables,Homebuilding,81.0,98.0,93.0,88.0,16.2079,10.5921,66.20K,325820.0,340.3,78.2,15.40B,No,115.04,100.47,111.24,109.51,105.87,94.44,-55.32
690,SIGACHI.NS,31.51,37.93,20491.83K,Health Technology,Pharmaceuticals: Major,80.0,87.0,92.0,87.0,2.4986,2.4821,2261.97K,4702670.0,46.0,16.65,12.05B,No,32.5,28.06,25.15,29.63,23.91,89.25,-31.5
878,MANYAVAR.NS,566.65,582.35,399.11K,Retail Trade,Internet Retail,75.0,81.0,89.0,85.0,20.8179,20.4036,1163.60K,381220.0,779.0,329.2,137.68B,No,555.37,484.32,465.73,509.7,437.96,72.13,-27.26
