Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
337,STALLION.NS,255.5,4445.02K,Distribution Services,Wholesale Distributors,89.0,96.0,94.0,69.0,14.395,13.9693,2858.61K,6091040.0,423.8,99.32,29.66B,No,193.4,191.02,203.05,168.11,157.25,-39.71
