Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
466,STALLION.NS,224.0,225.85,205.67K,Distribution Services,Wholesale Distributors,86.0,10.0,81.0,87.0,13.8214,13.3607,2643.73K,562110.0,423.8,99.32,26.00B,No,244.15,221.62,183.53,223.81,172.46,125.53,-47.14
543,SIGACHI.NS,33.64,33.9,4523.33K,Health Technology,Pharmaceuticals: Major,84.0,94.0,94.0,86.0,1.9986,1.97,1528.00K,5375120.0,46.73,16.65,12.87B,No,27.9,25.65,25.23,26.27,22.76,102.04,-28.01
1059,PARADEEP.NS,163.84,159.63,13342.29K,Process Industries,Chemicals: Agricultural,70.0,86.0,84.0,80.0,4.8721,4.7721,7580.83K,7067940.0,231.0,99.7,170.15B,No,149.71,143.56,136.3,145.78,129.8,64.33,-29.07
