Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
462,STALLION.NS,234.0,240.9,343.38K,Distribution Services,Wholesale Distributors,86.0,77.0,94.0,86.0,15.2129,14.6571,3017.72K,1667120.0,423.8,99.32,27.16B,No,251.15,216.72,184.02,220.86,171.35,135.6,-44.79
850,MANAKALUCO.NS,37.63,38.11,48.10K,Non-Energy Minerals,Other Metals/Minerals,75.0,54.0,62.0,75.0,2.5971,2.3429,157.09K,348400.0,68.12,21.73,2.47B,No,37.57,37.5,33.11,37.28,33.54,73.17,-44.76
