Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
245,STALLION.NS,256.5,270.2,2004.76K,Distribution Services,Wholesale Distributors,92.0,96.0,95.0,90.0,15.945,15.6657,3004.17K,3044910.0,423.8,99.32,29.78B,No,242.05,208.77,186.55,211.82,169.65,158.26,-39.48
918,BLUEJET.NS,593.9,587.9,516.92K,Health Technology,Pharmaceuticals: Major,74.0,61.0,82.0,84.0,25.7214,25.3643,1035.27K,1784350.0,814.0,325.0,103.02B,No,591.24,545.6,491.11,556.95,458.83,82.74,-27.04
698,VIMTALABS.NS,651.25,641.95,161.14K,Commercial Services,Miscellaneous Commercial Services,80.0,87.0,86.0,85.0,32.5929,31.9821,493.68K,330410.0,902.65,376.05,29.10B,No,593.42,568.48,534.53,580.99,497.38,73.18,-27.85
