Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
647,SIGACHI.NS,32.53,31.72,1726.10K,Health Technology,Pharmaceuticals: Major,81.0,90.0,92.0,87.0,2.16,2.1314,1622.49K,5059570.0,46.73,16.65,12.44B,No,29.48,26.5,25.15,27.0,23.03,95.38,-30.39
907,VIMTALABS.NS,655.35,661.75,301.11K,Commercial Services,Miscellaneous Commercial Services,74.0,71.0,83.0,81.0,23.2393,23.0393,474.61K,382240.0,902.65,376.05,29.29B,No,632.95,602.77,531.57,606.1,518.24,74.27,-27.4
