Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
253,STALLION.NS,267.95,268.55,1775.30K,Distribution Services,Wholesale Distributors,91.0,97.0,95.0,80.0,14.5093,14.23,3015.96K,6325530.0,423.8,99.32,31.11B,No,235.07,205.32,187.75,212.96,170.04,169.78,-36.77
822,VIMTALABS.NS,656.8,642.25,672.96K,Commercial Services,Miscellaneous Commercial Services,75.0,88.0,87.0,82.0,33.5643,32.8429,499.28K,1270380.0,902.65,376.05,29.35B,No,581.46,558.1,535.38,581.2,497.45,74.66,-27.24
