RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
82,SICAGEN.NS,74.06,61.72,19.99,0.0,YES,YES,,1716.66K,Distribution Services,Wholesale Distributors,96.0,96.0,89.0,,3.7914,3.4893,14.73K,9.24K,74.06,24.35,2.93B,No,52.57,53.46,,54.98,,82
182,SBCL.NS,920.9,767.45,19.99,0.0,YES,YES,YES,6014.31K,Non-Energy Minerals,Other Metals/Minerals,94.0,93.0,92.0,95.0,35.8214,30.7964,462.83K,224.94K,920.9,368.6,53.05B,No,754.96,743.66,550.11,761.33,590.7,499
1347,MARIS.BO,35.01,29.4,19.08,18.56,YES,YES,YES,217.44K,Process Industries,Textiles,62.0,91.0,79.0,69.0,1.5736,1.4093,1.15K,2.08K,42.99,23.6,277.45M,No,29.24,29.14,30.39,29.46,29.18,497
1388,RISHIROOP.BO,114.45,97.14,17.82,18.83,YES,YES,YES,64.03K,Process Industries,Chemicals: Specialty,61.0,92.0,75.0,71.0,4.2721,4.135,1.75K,1.56K,141.0,71.5,1.05B,No,95.33,93.12,97.39,94.57,92.6,497
627,VISAKAIND.NS,98.72,86.39,14.27,2.23,YES,YES,YES,14122.80K,Process Industries,Industrial Specialties,81.0,93.0,89.0,89.0,4.5657,4.3257,189.97K,249.07K,100.97,50.2,8.53B,No,83.98,79.48,70.4,80.8,69.89,499
1169,RISHYRN.BO,66.94,58.6,14.23,19.34,YES,NO,YES,0.02K,Finance,Financial Conglomerates,67.0,4.0,14.0,76.0,2.2864,0.7621,0.27K,0.12K,82.99,37.01,238.35M,No,65.83,74.23,62.75,74.19,68.93,499
415,ICON.BO,79.38,70.3,12.92,4.13,YES,YES,YES,25.20K,Commercial Services,Miscellaneous Commercial Services,87.0,72.0,81.0,94.0,3.6579,3.1693,12.19K,5.28K,82.8,38.05,623.90M,No,73.37,72.1,58.53,73.87,61.28,276
845,ENRIN.NS,3648.8,3252.2,12.19,8.04,YES,YES,YES,7973.15K,Producer Manufacturing,Electrical Products,76.0,70.0,75.0,85.0,124.7786,107.6857,591.93K,420.74K,3968.0,2115.0,1299.41B,No,3325.8,3491.04,3062.99,3508.82,3097.69,285
1327,SAGARSOFT.BO,97.28,87.07,11.73,41.36,YES,YES,YES,17.72K,Technology Services,Packaged Software,62.0,98.0,87.0,52.0,7.4014,6.8914,1.69K,2.42K,165.9,56.2,621.84M,No,78.87,74.23,87.38,75.32,79.37,497
239,PGIL.NS,2464.1,2221.5,10.92,2.97,YES,YES,YES,2215.96K,Consumer Non-Durables,Apparel/Footwear,92.0,92.0,94.0,86.0,95.5643,94.2786,158.59K,135.08K,2539.6,1178.1,113.82B,No,2071.29,1930.19,1647.99,1972.0,1693.02,499
168,AVALON.NS,1965.3,1774.5,10.75,1.64,YES,YES,YES,1876.45K,Electronic Technology,Electronic Production Equipment,94.0,84.0,91.0,96.0,94.8286,94.0286,559.04K,414.50K,1998.0,777.3,131.31B,No,1752.95,1715.13,1198.39,1758.49,1297.46,500
416,EMIL.NS,165.83,149.78,10.72,3.59,YES,YES,YES,51313.01K,Retail Trade,Electronics/Appliance Stores,87.0,93.0,90.0,92.0,8.0914,7.8271,1984.90K,4829.88K,172.0,84.9,63.80B,No,134.05,125.11,113.49,128.64,110.95,500
1224,BHATIA.BO,25.22,22.92,10.03,24.94,YES,YES,YES,244.18K,Retail Trade,Electronics/Appliance Stores,65.0,55.0,72.0,62.0,1.1793,1.1793,54.12K,25.14K,33.6,17.99,3.55B,No,23.86,24.93,23.94,24.93,23.16,497
877,INDOKEM.BO,629.35,572.15,10.0,32.33,YES,YES,YES,19.04K,Process Industries,Industrial Specialties,75.0,93.0,55.0,24.0,39.6107,35.4321,5.14K,11.04K,930.0,325.0,17.55B,No,583.39,537.91,624.56,540.66,574.1,497
1148,ADARSHPL.BO,32.98,29.99,9.97,26.55,YES,YES,YES,39.17K,Producer Manufacturing,Trucks/Construction/Farm Machinery,67.0,79.0,67.0,49.0,1.5307,1.5143,2.25K,2.93K,44.9,23.21,326.88M,No,30.21,29.92,30.72,30.62,31.06,497
437,VARROC.NS,811.2,737.85,9.94,3.0,YES,YES,YES,15190.13K,Producer Manufacturing,Auto Parts: Oem,87.0,92.0,92.0,82.0,31.3036,31.0143,170.46K,353.64K,836.3,462.0,123.95B,No,674.74,637.84,589.41,649.39,574.37,499
101,DATIWARE.BO,52.2,47.5,9.89,0.0,YES,YES,YES,0.30K,Process Industries,Agricultural Commodities/Milling,96.0,98.0,97.0,95.0,1.0079,0.1043,0.14K,0.50K,52.2,17.78,261.00M,No,39.76,32.71,25.27,34.32,27.54,497
311,LLOYDSENGG.NS,96.88,88.46,9.52,0.74,YES,YES,YES,64322.04K,Industrial Services,Engineering & Construction,90.0,84.0,94.0,95.0,4.2914,4.0786,17801.97K,9365.71K,97.6,37.4,143.25B,No,90.08,84.24,61.42,85.24,63.28,500
772,MAYUR.BO,24.83,22.7,9.38,16.2,YES,YES,YES,11.73K,Consumer Non-Durables,Apparel/Footwear,78.0,70.0,87.0,41.0,1.6736,1.6086,19.35K,4.90K,29.63,12.57,120.05M,No,22.89,21.66,20.75,21.89,21.36,497
470,DHAMPURE.BO,143.25,131.0,9.35,1.14,YES,YES,YES,34.64K,Process Industries,Agricultural Commodities/Milling,86.0,88.0,78.0,85.0,7.3071,7.0821,4.73K,10.06K,144.9,82.0,1.25B,No,123.75,121.83,110.06,123.65,117.03,497
343,TAALTECH.NS,4489.3,4110.2002,9.22,4.4,YES,YES,,69.62K,Transportation,Airlines,89.0,88.0,94.0,,182.4857,176.2857,3.25K,4.83K,4696.0,2616.1,,No,3979.53,3696.98,,3736.76,,77
1373,JAGAJITIND.BO,167.95,154.2,8.92,30.58,YES,YES,YES,101.13K,Consumer Non-Durables,Beverages: Alcoholic,61.0,93.0,86.0,81.0,6.4464,5.8857,12.44K,12.26K,241.95,116.0,7.86B,No,133.51,135.27,142.72,137.31,134.1,497
549,TATATECH.NS,872.8,801.55,8.89,0.82,YES,YES,YES,16054.46K,Technology Services,Packaged Software,84.0,92.0,90.0,78.0,28.9786,28.4964,1479.38K,1684.22K,880.0,507.4,354.40B,No,752.26,743.2,657.21,754.62,652.68,500
1082,WORTHPERI.NS,163.13,149.86,8.85,3.93,YES,YES,YES,224.59K,Process Industries,Containers/Packaging,69.0,90.0,77.0,64.0,7.1829,6.9229,13.67K,16.70K,169.8,109.0,2.57B,No,145.41,136.46,138.65,137.83,135.66,498
359,MOTHERSON.NS,168.5,155.0,8.71,0.77,YES,YES,YES,115554.79K,Producer Manufacturing,Auto Parts: Oem,89.0,88.0,86.0,84.0,5.4164,5.2257,22852.69K,18865.03K,169.8,89.7,1774.51B,No,148.17,146.34,126.03,148.27,131.11,500
484,KALYANI.BO,765.95,705.5,8.57,8.26,YES,YES,YES,8.25K,Process Industries,Containers/Packaging,85.0,54.0,75.0,87.0,34.95,29.275,11.25K,3.40K,834.9,438.65,5.50B,No,759.62,685.7,573.19,695.9,602.22,497
1303,CONART.BO,101.66,93.68,8.52,18.67,YES,YES,YES,55.35K,Industrial Services,Engineering & Construction,63.0,78.0,80.0,76.0,5.7471,5.5786,9.42K,2.21K,125.0,60.0,638.42M,No,90.74,93.78,89.07,94.64,85.86,498
410,UNIMECH.NS,1446.7,1336.5,8.25,0.9,YES,YES,YES,630.48K,Producer Manufacturing,Industrial Machinery,87.0,89.0,90.0,90.0,62.7643,59.1429,155.68K,251.59K,1459.9,695.0,73.64B,No,1255.4,1180.42,989.3,1211.41,1002.57,400
