RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1423,AARTIPHARM.NS,823.0,685.85,20.0,13.01,YES,YES,YES,3125.45K,Health Technology,Pharmaceuticals: Major,60.0,87.0,68.0,49.0,30.1822,24.0071,211.14K,131.66K,946.1,585.0,74.63B,No,694.71,679.62,714.7,699.72,698.34,498
110,SBCL.NS,1105.05,920.9,20.0,0.0,YES,YES,YES,10974.16K,Non-Energy Minerals,Other Metals/Minerals,96.0,97.0,97.0,96.0,46.725,41.675,546.07K,816.51K,1105.05,368.6,63.66B,No,773.57,751.15,553.23,800.56,612.92,497
124,UNIVCABLES.NS,1693.4,1411.2,20.0,0.0,YES,YES,YES,1906.78K,Electronic Technology,Electronic Components,95.0,97.0,93.0,96.0,86.3072,77.6429,259.73K,180.42K,1693.4,576.0,58.75B,No,1302.24,1241.52,922.09,1280.48,969.32,497
155,KPL.NS,3134.1,2611.8,20.0,0.0,YES,YES,,409.43K,Health Technology,Pharmaceuticals: Major,94.0,91.0,97.0,,150.05,150.05,42.16K,22.58K,3134.1,1561.0,,No,2678.98,2563.34,,2650.38,,78
179,COMSYN.NS,269.03,224.83,19.66,0.28,YES,YES,YES,7390.93K,Process Industries,Containers/Packaging,94.0,96.0,96.0,88.0,18.265,17.9293,701.44K,1739.28K,269.79,133.0,10.85B,No,200.22,181.42,160.58,196.51,171.14,496
1013,INDCTST.BO,63.48,54.5,16.48,16.65,YES,YES,YES,4.24K,Producer Manufacturing,Trucks/Construction/Farm Machinery,71.0,90.0,86.0,75.0,3.1843,2.7336,0.75K,0.44K,76.16,43.55,255.02M,No,51.9,53.52,52.54,55.0,52.4,494
570,PIXTRANS.NS,1986.5,1717.2,15.68,3.6,YES,YES,YES,1309.36K,Producer Manufacturing,Miscellaneous Manufacturing,83.0,80.0,87.0,86.0,74.3072,65.3143,89.81K,9.35K,2060.6,1220.1,27.07B,No,1789.58,1727.7,1519.58,1762.99,1571.8,495
572,CHATHA.BO,116.72,102.15,14.26,4.33,YES,YES,YES,108.00K,Consumer Non-Durables,Food: Meat/Fish/Dairy,83.0,93.0,88.0,88.0,6.2979,5.57,24.49K,39.80K,122.0,60.0,2.81B,No,94.33,86.04,82.08,91.34,81.62,494
1412,NHL.BO,79.9,70.0,14.14,19.1,YES,YES,YES,1.60K,Consumer Services,Other Consumer Services,60.0,39.0,77.0,49.0,2.7979,1.035,1.40K,1.28K,98.76,56.8,252.52M,No,75.13,78.05,77.63,79.15,77.04,475
116,KABRAEXTRU.NS,510.75,448.6,13.85,1.59,YES,YES,YES,2085.50K,Producer Manufacturing,Industrial Machinery,95.0,98.0,98.0,97.0,35.5929,33.1607,169.71K,543.62K,519.0,180.0,17.86B,No,384.0,304.77,248.67,331.94,264.1,496
