RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
346,QUINT.NS,57.88,48.24,19.98,0.0,YES,,,41.49K,Producer Manufacturing,Trucks/Construction/Farm Machinery,89.0,,,,3.2221,2.4279,16.66K,9.76K,57.88,35.58,2.73B,No,41.27,,,,,21
1255,SMR.BO,107.99,90.5,19.33,6.1,YES,YES,,672.00K,Consumer Durables,Other Consumer Specialties,65.0,72.0,83.0,,5.0779,4.1507,9.51K,7.80K,115.0,75.85,2.01B,No,94.23,90.72,,90.93,,72
121,VTMLTD.NS,48.83,42.17,15.79,21.11,NO,,,388.20K,Process Industries,Textiles,95.0,,,,4.5764,4.5607,39.85K,49.13K,61.9,22.95,4.91B,No,52.38,,,,,25
698,NPST.NS,1834.6,1639.5,11.9,13.13,YES,YES,YES,3027.97K,Technology Services,Packaged Software,80.0,89.0,79.0,91.0,100.7,97.75,45.90K,45.73K,2111.9,846.6,38.28B,No,1663.98,1602.53,1375.25,1624.54,1389.32,497
1105,ALPHAIND.BO,155.0,139.05,11.47,17.11,YES,YES,YES,2.40K,Producer Manufacturing,Metal Fabrication,69.0,85.0,71.0,40.0,1.3607,1.3571,0.41K,0.36K,187.0,91.1,1.58B,No,139.92,144.57,151.72,145.02,156.82,496
140,ANTELOPUS.NS,1170.95,1057.8,10.7,3.89,YES,YES,YES,4318.81K,Energy Minerals,Integrated Oil,95.0,97.0,93.0,93.0,95.4893,92.8464,1230.84K,7784.09K,1218.3,357.0,41.17B,No,946.33,878.07,672.17,897.36,753.86,501
102,CHEMIESYNT.BO,98.71,89.54,10.24,0.0,YES,YES,YES,0.01K,Process Industries,Chemicals: Specialty,96.0,92.0,92.0,95.0,0.9593,0.0,0.01K,0.01K,98.71,30.98,303.04M,No,87.9,79.95,56.02,82.84,64.27,499
682,EFORU.BO,109.2,99.2,10.08,0.0,YES,YES,YES,0.00K,Distribution Services,Wholesale Distributors,80.0,52.0,43.0,52.0,0.9893,0.1179,5.75K,5.75K,109.2,43.82,822.00M,No,96.28,95.56,84.44,96.23,90.98,495
687,FOSECOIND.NS,6846.5,6223.5,10.01,2.75,YES,YES,YES,178.66K,Process Industries,Chemicals: Major Diversified,80.0,92.0,86.0,75.0,329.3929,322.2857,8.64K,10.77K,7040.0,4300.0,51.86B,No,6027.35,5550.77,5065.29,5740.7,5229.81,498
850,PATELSAI.BO,332.75,302.5,10.0,20.77,YES,YES,YES,13.76K,Producer Manufacturing,Industrial Machinery,76.0,90.0,74.0,81.0,13.2286,8.8357,9.75K,8.21K,420.0,180.1,1.82B,No,286.71,317.96,282.32,309.42,302.49,496
271,ASTONEALAB.BO,313.5,285.0,10.0,0.0,YES,YES,YES,16.00K,Health Technology,Pharmaceuticals: Major,91.0,86.0,83.0,92.0,7.1786,5.7321,2.81K,8.50K,313.5,118.0,3.30B,No,280.95,276.85,204.52,279.08,225.21,323
711,PRIMIND.BO,54.2,49.28,9.98,10.19,YES,YES,YES,19.64K,Finance,Real Estate Development,79.0,96.0,77.0,84.0,3.4143,2.7136,86.60K,492.38K,60.35,22.1,1.14B,No,41.64,42.09,41.54,42.82,41.81,496
521,SHIVALIK.NS,389.15,353.9,9.96,20.89,YES,YES,YES,289.22K,Process Industries,Chemicals: Agricultural,85.0,97.0,96.0,77.0,25.7143,25.0493,54.53K,151.70K,491.9,206.4,6.24B,No,320.46,273.79,283.1,289.89,264.41,500
206,RDGAIL.BO,165.0,150.5,9.63,0.0,YES,YES,YES,6.00K,Process Industries,Agricultural Commodities/Milling,93.0,85.0,94.0,81.0,2.4643,1.0357,4.76K,1.07K,165.0,54.5,1.46B,No,146.87,128.62,107.46,132.73,116.12,237
1038,RISHDIGA.BO,39.79,36.49,9.04,9.47,YES,YES,YES,5.95K,Non-Energy Minerals,Steel,71.0,80.0,82.0,58.0,1.7593,1.47,0.95K,0.10K,43.95,28.5,218.30M,No,36.89,35.78,35.11,36.09,34.89,496
969,MNIL.BO,40.6,37.37,8.64,24.81,YES,YES,YES,42.71K,Finance,Real Estate Development,72.0,95.0,46.0,36.0,4.255,4.2307,8.72K,20.99K,54.0,20.01,1.04B,No,34.11,32.93,38.34,33.59,37.93,496
787,MEDICAMEQ.NS,345.5,318.2,8.58,22.82,YES,YES,YES,248.99K,Health Technology,Pharmaceuticals: Major,77.0,97.0,93.0,66.0,24.8193,24.3907,48.06K,149.29K,447.65,212.4,4.69B,No,267.56,250.89,290.39,262.35,259.08,498
159,IOLCP.NS,194.57,179.52,8.38,11.17,YES,YES,YES,8623.02K,Process Industries,Chemicals: Specialty,94.0,91.0,94.0,96.0,12.2036,11.8929,5315.34K,5370.56K,219.04,67.19,57.11B,No,191.26,171.38,113.35,173.06,127.57,501
179,CHOKSI.BO,235.2,217.05,8.36,11.73,NO,YES,YES,9.72K,Health Technology,Medical Specialties,94.0,78.0,95.0,86.0,17.1464,15.1536,6.63K,3.97K,266.45,75.0,1.34B,No,238.25,219.37,157.49,227.16,176.65,496
745,EMUDHRA.NS,642.3,592.85,8.34,9.55,YES,YES,YES,30254.74K,Technology Services,Packaged Software,78.0,93.0,90.0,84.0,28.7107,24.9893,269.76K,261.19K,710.1,364.55,52.70B,No,542.33,504.18,498.49,518.72,475.46,498
210,ARROWGREEN.NS,907.45,838.55,8.22,4.75,YES,YES,YES,311.51K,Process Industries,Containers/Packaging,93.0,86.0,95.0,95.0,38.8143,38.6143,27.86K,45.88K,952.75,341.95,13.69B,No,758.07,737.92,558.48,763.15,597.58,499
532,KANPRPLA.NS,265.85,246.0,8.07,6.11,YES,YES,YES,27.58K,Producer Manufacturing,Miscellaneous Manufacturing,84.0,78.0,90.0,81.0,15.1007,14.8007,53.06K,26.22K,283.14,151.25,6.51B,No,260.85,232.48,200.62,240.2,208.05,498
78,MOREPENLAB.NS,114.73,106.22,8.01,6.38,YES,YES,YES,39395.02K,Health Technology,Pharmaceuticals: Major,96.0,94.0,98.0,97.0,8.3821,8.3236,20908.90K,20467.94K,122.55,33.05,62.87B,No,107.79,83.33,52.68,88.06,58.96,501
572,IFINSEC.BO,249.5,231.05,7.99,12.44,YES,YES,YES,0.74K,Finance,Finance/Rental/Leasing,83.0,88.0,87.0,76.0,19.0393,16.5964,0.53K,0.65K,284.95,140.1,7.28B,No,236.43,227.41,196.9,229.84,205.2,498
1166,KRYSTAL.NS,655.6,607.8,7.86,5.8,YES,YES,YES,174.51K,Commercial Services,Miscellaneous Commercial Services,67.0,77.0,69.0,55.0,26.4429,26.1357,35.32K,21.11K,696.0,500.0,9.16B,No,644.83,620.74,588.41,625.05,597.93,498
1177,HALDER.NS,285.95,265.9,7.54,10.36,NO,YES,,21.63K,Distribution Services,Food Distributors,67.0,48.0,83.0,55.0,21.0786,21.0786,25.61K,25.18K,319.0,210.0,3.56B,No,289.62,265.08,,273.13,253.09,165
1386,JUSTO.BO,107.25,100.0,7.25,21.6,YES,YES,YES,12.00K,Finance,Real Estate Development,61.0,87.0,80.0,43.0,2.2964,1.3714,9.41K,2.00K,136.8,72.0,2.02B,No,105.98,95.54,95.79,96.29,95.8,239
825,MATRIMONY.NS,533.4,497.8,7.15,6.91,YES,YES,YES,40.91K,Technology Services,Internet Software/Services,76.0,58.0,88.0,75.0,16.7286,16.1964,48.26K,11.59K,573.0,364.05,11.03B,No,523.57,482.06,466.41,494.12,443.05,498
166,RUBYMILLS.NS,462.1,432.4,6.87,7.4,YES,YES,YES,90.74K,Process Industries,Textiles,94.0,94.0,92.0,95.0,31.5679,30.7643,22.18K,37.22K,499.05,169.02,15.45B,No,414.58,394.51,275.02,407.47,307.57,497
1048,TLL.BO,303.55,284.05,6.86,7.45,YES,YES,YES,63.00K,Health Technology,Pharmaceuticals: Major,70.0,88.0,83.0,66.0,12.7179,11.375,37.54K,57.42K,328.0,229.95,3.62B,No,282.25,269.76,269.76,275.57,261.61,496
1283,PARAGMILK.NS,269.1,252.15,6.72,28.61,YES,YES,YES,2509.21K,Consumer Non-Durables,Food: Meat/Fish/Dairy,64.0,94.0,80.0,73.0,13.0286,13.0286,883.59K,1944.40K,376.95,177.84,34.04B,No,250.06,232.27,236.61,233.66,222.2,501
254,ROSSTECH.NS,1349.9,1265.4,6.68,4.94,YES,YES,YES,3386.10K,Electronic Technology,Telecommunications Equipment,92.0,92.0,87.0,91.0,62.05,61.85,282.31K,274.73K,1420.0,551.9,51.08B,No,1144.27,1071.07,869.45,1098.79,960.44,441
407,CENTUM.NS,4276.1,4010.6001,6.62,3.91,YES,YES,YES,90.06K,Electronic Technology,Electronic Components,88.0,94.0,80.0,84.0,213.7571,208.5571,61.46K,143.81K,4450.0,2044.2,63.12B,No,3731.78,3678.83,3003.02,3735.58,3331.05,498
1207,MNFL.BO,163.05,153.05,6.53,12.34,YES,YES,,4.80K,Consumer Non-Durables,Food: Specialty/Candy,66.0,66.0,58.0,52.0,1.4464,0.3857,2.97K,12.60K,186.0,118.4,2.04B,No,160.03,160.7,,160.23,160.34,195
546,TATVA.NS,1646.8,1547.3,6.43,10.41,YES,YES,YES,108.81K,Process Industries,Chemicals: Specialty,84.0,51.0,90.0,78.0,70.0714,70.0714,150.09K,55.37K,1838.1,981.5,38.52B,No,1626.76,1635.71,1342.93,1655.52,1359.99,501
1312,MACPLASQ.BO,290.65,273.25,6.37,34.54,YES,YES,YES,2.22K,Producer Manufacturing,Auto Parts: Oem,63.0,86.0,74.0,55.0,11.5464,11.075,1.09K,1.02K,444.0,214.9,1.78B,No,262.6,266.83,269.37,266.33,261.5,496
116,ASMTEC.BO,6905.8,6502.8501,6.2,4.72,YES,YES,YES,60.69K,Technology Services,Information Technology Services,95.0,96.0,97.0,97.0,436.9535,375.3179,33.11K,62.50K,7248.0,2099.9,100.75B,No,5347.12,4845.91,3490.46,5162.55,3787.1,496
1027,KOHINOOR.NS,31.36,29.58,6.02,18.48,NO,YES,YES,318.29K,Process Industries,Agricultural Commodities/Milling,71.0,86.0,81.0,70.0,1.7693,1.7693,212.19K,151.25K,38.47,19.2,1.16B,No,33.01,27.53,25.85,28.67,26.05,498
1275,CLSEL.NS,298.25,281.6,5.91,8.17,YES,YES,YES,200.65K,Process Industries,Agricultural Commodities/Milling,64.0,80.0,55.0,64.0,13.4607,13.2071,137.36K,82.59K,324.8,203.75,14.83B,No,297.96,288.6,271.34,287.13,275.94,497
235,FILATEX.NS,87.22,82.41,5.84,4.47,YES,YES,YES,4977.77K,Process Industries,Textiles,92.0,76.0,95.0,93.0,4.6079,4.52,5016.48K,6130.36K,91.3,36.26,38.73B,No,79.45,76.89,54.28,79.79,57.45,500
224,SEDEMAC.NS,3122.4,2950.7,5.82,7.32,YES,YES,,279.80K,Producer Manufacturing,Auto Parts: Oem,93.0,45.0,77.0,94.0,127.2,123.2785,150.51K,105.34K,3368.9,1413.1,137.92B,No,3011.35,2895.27,,2915.69,,131
724,MVGJL.NS,207.16,196.05,5.67,11.47,YES,YES,YES,672.31K,Retail Trade,Specialty Stores,79.0,95.0,89.0,75.0,16.2664,14.3607,250.79K,1250.55K,233.99,129.1,10.12B,No,173.52,166.62,165.59,169.55,160.95,498
673,RASRESOR.BO,57.0,54.0,5.56,12.17,YES,YES,YES,0.01K,Consumer Services,Hotels/Resorts/Cruise Lines,80.0,77.0,61.0,81.0,3.9557,2.735,0.90K,0.39K,64.9,33.34,226.28M,No,55.2,55.43,47.16,55.38,50.07,496
303,RACLGEAR.NS,1852.4,1755.2,5.54,2.09,YES,YES,YES,258.87K,Producer Manufacturing,Auto Parts: Oem,90.0,96.0,91.0,79.0,100.8929,100.8643,62.20K,170.62K,1892.0,900.1,21.87B,No,1570.65,1434.02,1278.02,1502.47,1368.72,442
686,ELLEN.NS,374.65,355.1,5.51,31.71,YES,YES,YES,2421.42K,Process Industries,Chemicals: Specialty,80.0,87.0,88.0,89.0,20.4214,19.9857,652.66K,1191.43K,548.6,175.0,52.80B,No,334.05,307.63,280.45,319.19,274.22,303
649,MVELECTRO.NS,819.05,777.0,5.41,13.6,YES,,,4325.77K,Producer Manufacturing,Trucks/Construction/Farm Machinery,81.0,96.0,,,79.0714,77.8179,6640.73K,8939.91K,948.0,516.55,22.35B,No,728.59,,,,,30
424,YUKEN.NS,1134.95,1077.6,5.32,1.64,YES,YES,YES,66.92K,Producer Manufacturing,Industrial Machinery,87.0,95.0,95.0,86.0,59.3107,58.8964,17.41K,33.26K,1153.85,584.1,15.42B,No,996.03,852.39,777.44,903.73,775.34,498
1313,POLICYBZR.NS,1827.1,1736.0,5.25,6.98,YES,YES,YES,2049.62K,Technology Services,Internet Software/Services,63.0,75.0,75.0,68.0,57.3857,53.2429,1741.46K,885.04K,1964.2,1364.0,844.30B,No,1811.25,1690.87,1651.99,1712.53,1622.38,498
1355,INDOCO.NS,254.0,241.39,5.22,19.96,YES,YES,YES,644.14K,Health Technology,Pharmaceuticals: Major,62.0,89.0,68.0,72.0,19.4,18.9979,726.35K,3724.15K,317.35,162.19,23.41B,No,244.4,237.99,221.85,240.62,222.73,500
1360,VIDHIING.NS,337.4,320.65,5.22,13.01,NO,YES,YES,39.65K,Consumer Non-Durables,Food: Specialty/Candy,62.0,82.0,78.0,62.0,14.625,14.2286,47.70K,25.12K,387.85,258.6,16.85B,No,340.46,322.54,312.82,327.68,307.4,497
608,ANL.BO,288.0,274.0,5.11,7.99,YES,YES,,1.00K,Health Technology,Biotechnology,82.0,66.0,72.0,84.0,8.7857,5.15,6.38K,3.10K,313.0,150.1,2.09B,No,280.63,280.04,,281.71,249.73,155
