RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1113,SFSL.BO,98.0,76.34,28.37,,YES,YES,YES,,Producer Manufacturing,Industrial Conglomerates,68.0,91.0,77.0,32.0,6.2964,0.9636,,,,,,No,79.54,79.54,91.88,80.42,87.71,498
683,SHIVALIK.NS,384.9,320.75,20.0,22.4,YES,YES,YES,471.78K,Process Industries,Chemicals: Agricultural,80.0,97.0,93.0,76.0,20.8543,20.2714,41.07K,52.27K,496.0,206.4,6.08B,No,293.36,260.07,283.98,275.26,262.22,500
972,GOACARBON.NS,463.5,386.25,20.0,6.34,YES,YES,YES,1188.14K,Process Industries,Industrial Specialties,72.0,90.0,74.0,75.0,15.5821,14.3179,16.22K,13.28K,494.9,272.85,4.24B,No,367.92,377.25,377.57,383.0,372.16,499
283,SREEL.NS,345.01,287.51,20.0,0.0,YES,YES,YES,635.22K,Retail Trade,Apparel/Footwear Retail,91.0,97.0,95.0,89.0,16.8821,16.1307,19.90K,24.71K,345.01,165.25,7.99B,No,257.83,232.65,210.31,242.26,209.31,498
67,NOVARTIND.NS,2186.4,1822.0,20.0,,YES,YES,,,Health Technology,Pharmaceuticals: Major,97.0,95.0,94.0,,95.9214,93.7572,,,,,,No,1592.55,1585.94,,1617.34,,105
866,NPRFIN.BO,30.84,25.7,20.0,,YES,YES,YES,,Finance,Finance/Rental/Leasing,75.0,96.0,88.0,73.0,1.2879,0.7021,,,,,,No,20.95,21.04,24.26,21.67,22.36,497
522,BALPHARMA.NS,114.45,95.38,19.99,0.0,YES,YES,YES,782.80K,Health Technology,Pharmaceuticals: Major,84.0,93.0,85.0,84.0,4.9107,4.8886,42.61K,41.25K,114.45,60.0,1.82B,No,88.04,86.67,78.62,89.1,81.47,499
835,CFEL.NS,38.65,32.21,19.99,,,,,,Process Industries,Textiles,76.0,,,,2.31,2.295,,,,,,No,,,,,,16
925,MEDICAPQ.NS,30.74,25.62,19.98,,,,,,Health Technology,Pharmaceuticals: Major,73.0,,,,2.3871,2.275,,,,,,No,,,,,,17
623,SBLI.BO,53.78,45.0,19.51,,YES,YES,YES,,Finance,Real Estate Development,81.0,60.0,81.0,83.0,3.0,2.3929,,,,,,No,49.15,47.09,41.17,48.04,43.4,498
592,SOTEFIN.BO,299.95,251.5,19.26,0.61,YES,,,309.60K,Producer Manufacturing,Industrial Machinery,82.0,96.0,,,14.8643,14.1357,142.64K,25.62K,301.8,197.1,5.45B,No,254.15,,,,,35
455,BIL.NS,1108.2,936.85,18.29,1.42,YES,YES,YES,191.44K,Consumer Non-Durables,Consumer Sundries,86.0,94.0,94.0,82.0,48.7214,47.5321,10.67K,23.59K,1124.2,602.0,14.86B,No,872.42,804.2,767.62,829.77,773.59,499
566,MODRNSH.BO,48.94,41.42,18.16,,YES,YES,YES,,Finance,Investment Banks/Brokers,83.0,94.0,91.0,91.0,3.9693,3.8014,,,,,,No,37.21,35.87,35.3,36.84,33.31,497
349,INDNIPPON.NS,1313.3,1122.3,17.02,2.48,YES,YES,YES,1613.14K,Producer Manufacturing,Auto Parts: Oem,89.0,87.0,91.0,86.0,55.1214,53.5286,52.92K,24.02K,1346.7,675.0,29.71B,No,1110.26,1130.27,889.04,1167.83,938.55,499
498,PKTEA.NS,1136.3,972.75,16.81,2.04,YES,YES,YES,59.19K,Process Industries,Agricultural Commodities/Milling,85.0,98.0,89.0,80.0,81.6536,69.6679,1.87K,8.29K,1160.0,605.0,3.52B,No,768.71,739.74,770.03,758.89,779.23,498
193,RAJVI.BO,27.05,23.39,15.65,,YES,YES,YES,,Finance,Investment Banks/Brokers,93.0,95.0,91.0,93.0,0.4886,0.0,,,,,,No,21.49,20.17,15.73,20.94,17.35,498
508,GRAPHITE.NS,844.65,734.25,15.04,3.4,YES,YES,YES,36288.87K,Process Industries,Industrial Specialties,85.0,87.0,84.0,66.0,32.5321,29.3179,1228.25K,1403.57K,874.35,516.2,165.02B,No,724.1,680.29,656.84,700.3,685.01,500
175,INDORAMA.NS,86.13,74.98,14.87,2.35,YES,YES,YES,7583.78K,Process Industries,Textiles,94.0,97.0,97.0,96.0,5.3057,5.2,505.19K,1123.67K,88.2,29.0,22.49B,No,64.7,57.36,45.17,60.38,45.84,501
94,WHEELS.NS,2400.6,2106.3999,13.97,,YES,YES,YES,,Producer Manufacturing,Auto Parts: Oem,96.0,98.0,90.0,96.0,114.95,113.5429,,,,,,No,1599.9,1510.26,1191.06,1584.49,1359.53,501
797,ICON.BO,73.1,64.2,13.86,,YES,NO,YES,,Commercial Services,Miscellaneous Commercial Services,77.0,29.0,69.0,66.0,2.3786,1.0507,,,,,,No,72.19,73.52,60.52,73.54,66.0,298
1142,ZENLABS.BO,32.4,28.75,12.7,18.98,YES,YES,YES,11.87K,Health Technology,Pharmaceuticals: Generic,67.0,88.0,30.0,85.0,2.7164,2.57,2.78K,2.47K,39.99,16.5,210.92M,No,27.18,29.39,25.72,29.39,27.18,497
986,MOLBIO.NS,1257.9,1117.5,12.56,,,,,,Health Technology,Medical Specialties,72.0,,,,82.9357,80.7143,,,,,,No,,,,,,18
1343,AASHKA.BO,86.0,77.0,11.69,13.57,YES,YES,YES,42.00K,Health Services,Hospital/Nursing Management,62.0,89.0,68.0,54.0,3.59,2.9929,2.31K,3.90K,99.5,59.0,2.01B,No,76.52,76.95,76.72,77.77,74.73,498
555,CHEMBOND.NS,220.36,197.72,11.45,,YES,YES,YES,,Process Industries,Chemicals: Major Diversified,83.0,90.0,89.0,83.0,15.3529,13.8236,,,,,,No,176.34,178.04,161.85,179.53,163.63,499
427,AFLTD.BO,69.75,62.65,11.33,4.47,YES,YES,,165.00K,Producer Manufacturing,Auto Parts: Oem,87.0,84.0,92.0,,3.3786,2.5007,29.11K,22.80K,73.01,40.85,942.71M,No,56.71,57.35,,58.64,,74
1337,EMERALD.BO,67.08,60.36,11.13,30.85,YES,YES,YES,199.43K,Finance,Regional Banks,62.0,94.0,79.0,62.0,3.69,3.5671,46.00K,53.15K,97.0,45.23,2.32B,No,52.48,53.3,62.23,54.29,57.01,497
605,SHAREINDIA.NS,189.46,170.91,10.85,,YES,YES,YES,,Finance,Investment Banks/Brokers,82.0,83.0,90.0,83.0,5.7214,5.6121,,,,,,No,172.87,172.77,151.93,177.16,150.19,500
523,CAMEXLTD.BO,51.46,46.44,10.81,,YES,YES,YES,,Process Industries,Textiles,84.0,89.0,79.0,89.0,3.0729,2.7457,,,,,,No,40.6,40.81,35.54,41.67,37.14,497
698,GODAVARI.BO,120.53,109.0,10.58,10.88,YES,YES,YES,38.49K,Health Technology,Pharmaceuticals: Major,79.0,87.0,39.0,84.0,6.3914,6.0964,5.41K,14.87K,135.25,69.7,1.32B,No,101.88,109.83,100.91,110.7,109.21,497
271,AMRAFIN.BO,26.12,23.7,10.21,30.35,NO,NO,YES,1.20K,Finance,Finance/Rental/Leasing,91.0,0.0,75.0,93.0,1.0014,0.0,0.81K,0.96K,37.5,12.72,351.05M,No,30.7,31.43,18.81,31.14,21.39,498
462,SRGFFL.BO,36.31,32.99,10.06,6.66,YES,YES,YES,30.00K,Finance,Finance/Rental/Leasing,86.0,95.0,96.0,67.0,2.2093,2.2057,2.58K,7.80K,38.9,17.3,195.18M,No,28.9,26.1,25.75,27.62,24.95,498
254,CHENNPETRO.NS,1604.4,1457.8,10.06,,YES,YES,YES,,Energy Minerals,Oil Refining/Marketing,92.0,83.0,88.0,84.0,55.7714,55.1857,,,,,,No,1405.46,1294.97,1055.71,1324.52,1135.26,501
902,DLTNCBL.BO,601.75,547.05,10.0,26.97,YES,YES,YES,17.64K,Producer Manufacturing,Electrical Products,74.0,94.0,90.0,76.0,42.0571,40.8321,10.83K,10.30K,824.0,336.0,5.20B,No,586.76,491.0,497.89,510.25,454.87,497
106,XTRANET.NS,293.37,266.7,10.0,,YES,,,,Technology Services,Information Technology Services,96.0,98.0,,,21.6757,21.3786,,,,,,No,192.2,,,,,30
464,ATHARVA.BO,107.91,98.1,10.0,,YES,,,,Producer Manufacturing,Miscellaneous Manufacturing,86.0,96.0,,,6.0964,5.5857,,,,,,No,82.27,,,82.29,,47
473,CFL.BO,61.61,56.01,10.0,,YES,YES,YES,,Process Industries,Industrial Specialties,86.0,92.0,70.0,75.0,1.1879,0.9679,,,,,,No,50.63,49.71,50.04,50.46,50.61,498
