RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
449,BIZOTIC.BO,137.45,114.3083,20.24,21.68,YES,YES,NO,64.80K,Consumer Non-Durables,Apparel/Footwear,86.0,97.0,54.0,17.0,8.7887,6.9774,48.11K,105.48K,175.5,44.47,7.95B,No,98.15,108.06,139.13,108.59,134.44,499
423,BI.NS,92.17,76.81,20.0,0.0,YES,YES,,719.06K,Process Industries,Containers/Packaging,87.0,98.0,90.0,,4.9964,4.4743,9.67K,22.81K,92.17,51.62,,No,63.34,61.64,,64.88,,83
1299,HINDADH.BO,335.55,279.65,19.99,6.53,YES,YES,YES,7.71K,Process Industries,Industrial Specialties,63.0,92.0,60.0,60.0,15.5857,11.2786,1.60K,1.55K,359.0,247.6,1.72B,No,269.44,277.43,300.54,281.46,295.42,495
784,UFLEX.NS,586.05,488.4,19.99,1.57,YES,YES,YES,3732.30K,Process Industries,Containers/Packaging,77.0,95.0,90.0,71.0,20.375,16.3321,369.67K,98.19K,595.4,330.0,42.32B,No,484.82,450.86,456.15,469.69,441.89,496
699,MODTHREAD.NS,57.64,48.28,19.39,7.03,YES,YES,YES,191.61K,Process Industries,Textiles,80.0,92.0,81.0,81.0,2.7393,2.2907,1.52K,0.84K,62.0,35.61,2.00B,No,48.18,46.95,45.51,48.23,46.58,496
357,GROVY.BO,62.75,54.31,15.54,3.71,YES,YES,YES,39.84K,Finance,Real Estate Development,89.0,95.0,91.0,83.0,3.6514,3.5736,4.11K,2.73K,65.17,32.0,836.85M,No,54.31,50.96,44.25,53.26,45.01,495
241,PREMIERPOL.NS,83.59,73.55,13.65,2.18,YES,YES,YES,3454.55K,Non-Energy Minerals,Forest Products,92.0,73.0,93.0,88.0,4.1693,4.1336,332.44K,209.88K,85.45,38.0,8.76B,No,74.3,67.5,54.62,71.31,60.81,497
590,ASIANENE.NS,425.25,374.4,13.58,1.56,YES,YES,YES,1788.15K,Energy Minerals,Oil & Gas Production,82.0,87.0,87.0,90.0,22.3571,20.8179,535.14K,447.72K,432.0,230.0,20.66B,No,388.22,368.81,314.05,371.45,325.94,498
467,DOLPHIN.NS,576.85,508.1,13.53,1.49,YES,YES,YES,274.63K,Industrial Services,Oilfield Services/Equipment,86.0,97.0,89.0,82.0,29.85,28.4821,33.96K,142.43K,585.6,322.0,23.08B,No,417.98,396.76,405.69,415.22,412.72,498
1426,KAYA.NS,336.65,296.85,13.41,31.0,YES,YES,YES,172.29K,Consumer Non-Durables,Household/Personal Care,60.0,96.0,88.0,42.0,19.0814,18.7636,28.12K,50.93K,487.9,224.01,5.11B,No,279.65,259.7,311.62,269.46,278.47,497
1096,MACH.BO,94.0,83.0,13.25,4.62,YES,YES,YES,1.50K,Consumer Services,Hotels/Resorts/Cruise Lines,69.0,81.0,60.0,61.0,3.5829,2.0571,1.24K,0.15K,98.55,65.0,597.50M,No,83.58,85.13,83.79,84.94,83.98,495
398,ALPHAGEO.NS,338.36,301.36,12.28,1.3,YES,YES,YES,228.94K,Industrial Services,Oilfield Services/Equipment,88.0,98.0,91.0,88.0,24.3686,24.2243,26.74K,135.25K,342.8,164.8,2.15B,No,241.37,217.74,218.5,229.59,215.8,498
469,MANORAMA.NS,1943.4,1737.1,11.88,4.88,YES,YES,YES,7246.90K,Consumer Non-Durables,Food: Specialty/Candy,86.0,91.0,89.0,81.0,82.7072,77.1286,272.13K,861.30K,2043.0,1060.6,122.67B,No,1642.13,1596.06,1416.38,1639.57,1469.7,499
92,RUBICON.NS,1798.7,1619.1,11.09,0.51,YES,YES,YES,3473.67K,Health Technology,Biotechnology,96.0,93.0,96.0,96.0,68.5214,67.1429,532.05K,226.60K,1808.0,570.75,296.95B,No,1564.1,1444.09,944.08,1494.78,1087.86,206
210,AVADHSUGAR.NS,725.25,653.15,11.04,0.66,YES,YES,YES,868.00K,Process Industries,Agricultural Commodities/Milling,93.0,96.0,92.0,95.0,37.7893,36.1107,122.47K,661.54K,730.05,306.05,14.52B,No,583.97,523.75,435.21,548.23,469.92,497
739,GKSL.NS,151.36,136.43,10.94,1.07,YES,YES,,3424.78K,Health Services,Hospital/Nursing Management,78.0,88.0,64.0,83.0,4.9707,4.9707,317.74K,381.36K,152.99,98.36,11.93B,No,131.71,130.34,,132.58,122.77,158
874,HPBL.BO,244.85,222.6,10.0,13.92,YES,YES,YES,108.81K,Process Industries,Containers/Packaging,75.0,90.0,39.0,88.0,12.4071,9.5071,15.66K,8.40K,284.45,140.1,2.61B,No,188.62,198.82,192.91,203.06,202.07,495
