RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
490,NIRAJISPAT.NS,355.08,246.59,44.0,26.9,YES,YES,YES,0.43K,Producer Manufacturing,Miscellaneous Manufacturing,85.0,98.0,94.0,62.0,17.3164,9.5671,0.16K,0.40K,485.75,155.0,213.05M,No,222.6,207.18,220.23,224.2,230.88,496
368,GTIL.BO,113.22,81.9,38.24,0.0,YES,YES,,494.40K,Producer Manufacturing,Metal Fabrication,89.0,94.0,95.0,91.0,6.0921,4.885,43.81K,42.40K,113.22,43.52,1.54B,No,78.29,76.76,,81.01,68.94,156
280,DIKSHA.BO,196.25,143.9,36.38,1.88,YES,,,27.60K,Producer Manufacturing,Miscellaneous Manufacturing,91.0,98.0,,,5.1893,3.0,42.54K,6.72K,200.0,100.05,1.02B,No,142.39,,,134.82,,48
473,KALYANIFRG.NS,914.3,682.45,33.97,0.0,YES,YES,YES,60.21K,Producer Manufacturing,Auto Parts: Oem,86.0,97.0,93.0,82.0,55.6286,48.0964,3.08K,4.29K,914.3,523.6,3.33B,No,665.39,633.77,621.13,662.3,625.33,497
1244,BGDL.BO,121.58,92.54,31.38,64.27,YES,YES,YES,336.22K,Consumer Durables,Homebuilding,65.0,94.0,70.0,67.0,7.2364,5.1536,16.48K,47.02K,340.3,78.2,12.31B,No,91.56,92.56,113.4,94.63,101.37,495
673,SECMARK.NS,163.27,126.95,28.61,9.04,YES,YES,YES,111.27K,Technology Services,Information Technology Services,80.0,93.0,84.0,86.0,9.8486,7.7221,1.48K,0.84K,179.5,95.05,1.79B,No,127.94,126.59,119.52,130.5,123.64,496
225,GALAGEX.BO,91.77,72.77,26.11,8.23,YES,YES,YES,44.33K,Producer Manufacturing,Metal Fabrication,92.0,95.0,91.0,95.0,7.9871,6.395,108.75K,158.98K,100.0,36.56,1.46B,No,68.02,66.89,54.54,70.35,57.82,496
145,BODALCHEM.NS,118.89,94.47,25.85,0.0,YES,YES,YES,7033.35K,Process Industries,Industrial Specialties,95.0,98.0,94.0,96.0,5.1664,4.0943,248.74K,749.69K,118.89,42.81,14.97B,No,77.15,69.6,60.4,75.36,66.14,497
304,SHAHALLOYS.NS,107.69,85.96,25.28,7.84,YES,YES,YES,1233.59K,Non-Energy Minerals,Steel,90.0,98.0,93.0,88.0,7.9143,6.3221,48.80K,245.19K,116.85,53.1,2.13B,No,75.92,72.39,68.86,76.01,70.0,497
360,SONAMLTD.NS,77.82,63.24,23.06,2.73,YES,YES,YES,977.68K,Consumer Durables,Other Consumer Specialties,89.0,96.0,86.0,88.0,4.4307,3.6121,92.62K,318.47K,80.0,37.4,3.12B,No,59.83,56.48,50.19,58.84,54.66,496
320,DIFFNKG.NS,485.5,402.55,20.61,1.56,YES,YES,YES,7817.71K,Producer Manufacturing,Industrial Machinery,90.0,91.0,92.0,92.0,23.5571,22.55,189.23K,71.64K,493.2,216.8,18.02B,No,406.99,400.27,323.93,410.15,337.39,473
718,STDSFAC.BO,66.99,56.0,19.62,2.91,YES,YES,YES,37.12K,Consumer Non-Durables,Household/Personal Care,79.0,94.0,89.0,67.0,5.4893,5.1486,3.14K,8.91K,69.0,44.1,553.44M,No,55.5,53.26,52.31,54.92,53.06,495
388,XTRANET.NS,194.82,164.26,18.6,5.61,YES,,,3346.95K,Technology Services,Information Technology Services,88.0,,,,16.075,13.5371,1179.13K,1620.29K,206.39,122.5,10.19B,No,154.59,,,,,22
379,APL.BO,124.54,105.44,18.11,0.37,YES,YES,YES,233.00K,Distribution Services,Medical Distributors,88.0,98.0,95.0,85.0,6.36,5.7379,29.91K,101.50K,125.0,60.0,1.06B,No,85.24,77.9,80.22,82.31,79.72,279
