RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
991,ICDSLTD.NS,49.22,41.02,19.99,21.02,YES,YES,YES,31.81K,Finance,Finance/Rental/Leasing,66.0,89.0,68.0,61.0,2.7,2.6886,0.85K,0.69K,62.32,36.4,641.17M,No,41.38,40.86,43.21,41.5,43.28,498
84,TBZ.NS,366.8,305.7,19.99,0.0,YES,YES,YES,14133.61K,Consumer Durables,Other Consumer Specialties,96.0,94.0,97.0,96.0,18.9143,18.1964,2106.25K,1848.10K,366.8,110.5,24.48B,No,276.69,252.7,180.14,268.67,189.45,500
565,BGDL.BO,145.85,121.58,19.96,57.14,YES,YES,YES,1430.21K,Consumer Durables,Homebuilding,80.0,98.0,89.0,83.0,9.3757,7.89,21.48K,79.76K,340.3,78.2,14.77B,No,94.99,93.53,112.72,97.93,102.47,497
274,PAR.NS,140.6,117.35,19.81,0.16,YES,YES,YES,619.56K,Process Industries,Chemicals: Specialty,90.0,96.0,94.0,84.0,6.5207,6.4336,25.50K,40.30K,140.82,78.05,1.73B,No,103.65,98.06,93.98,102.07,94.28,498
1172,AASHKA.BO,84.86,74.5,13.91,14.71,YES,YES,YES,33.00K,Health Services,Hospital/Nursing Management,60.0,83.0,69.0,58.0,2.0286,1.9929,1.89K,0.70K,99.5,59.0,1.99B,No,73.6,76.72,76.9,77.3,74.53,498
547,SGRL.NS,684.35,606.7,12.8,2.24,,,,131.58K,Health Technology,Pharmaceuticals: Major,81.0,,,,,,19.36K,19.36K,700.05,490.0,8.79B,No,,,,,,11
654,IPRINGLTD.NS,176.7,156.78,12.71,5.51,,,,115.79K,Producer Manufacturing,Industrial Conglomerates,77.0,,,,10.1107,9.9979,2.06K,3.29K,187.0,138.0,2.24B,No,,,,,,16
549,RBZJEWEL.NS,169.0,150.79,12.08,5.59,YES,YES,YES,5612.46K,Consumer Durables,Other Consumer Specialties,81.0,81.0,87.0,78.0,8.2929,7.58,129.34K,209.13K,179.0,100.0,6.76B,No,145.53,144.65,137.29,148.39,136.46,498
127,SAKAR.NS,965.75,863.35,11.86,3.33,YES,YES,YES,1182.11K,Health Technology,Pharmaceuticals: Major,94.0,76.0,73.0,92.0,47.9786,47.1714,141.57K,68.83K,999.0,321.05,21.20B,No,903.7,871.33,620.71,879.31,710.49,500
603,SYSTEMATIC.BO,237.6,213.05,11.52,4.58,YES,YES,YES,97.80K,Producer Manufacturing,Metal Fabrication,79.0,84.0,83.0,84.0,10.2107,9.6857,35.99K,32.34K,249.0,125.0,5.31B,No,226.14,202.87,188.18,207.43,190.23,228
953,PANJON.BO,22.81,20.5,11.27,23.97,YES,YES,YES,36.45K,Health Technology,Pharmaceuticals: Major,67.0,93.0,63.0,10.0,1.365,1.2636,12.26K,7.76K,30.0,16.1,391.52M,No,20.18,18.88,20.92,19.4,21.98,497
248,CORDSCABLE.NS,312.95,282.49,10.78,0.97,YES,YES,YES,797.96K,Producer Manufacturing,Electrical Products,90.0,97.0,89.0,92.0,16.7679,16.5986,43.33K,149.31K,316.0,127.01,4.05B,No,239.48,219.95,191.8,226.75,198.23,499
456,EFORU.BO,99.2,90.0,10.22,8.99,YES,YES,YES,0.00K,Distribution Services,Wholesale Distributors,84.0,66.0,75.0,54.0,5.02,4.1486,5.93K,0.17K,109.0,43.82,746.73M,No,95.75,92.16,82.5,94.79,90.09,496
299,NIRAJISPAT.NS,390.6,355.08,10.0,15.46,YES,YES,YES,0.59K,Producer Manufacturing,Miscellaneous Manufacturing,89.0,98.0,96.0,77.0,19.0257,9.99,0.16K,0.44K,462.05,155.0,234.36M,No,235.33,212.95,221.59,232.69,233.7,498
589,MILKYMIST.NS,232.03,210.94,10.0,0.76,,,,23923.17K,Consumer Non-Durables,Food: Meat/Fish/Dairy,79.0,,,,,,35421.19K,35421.19K,233.8,165.0,,No,,,,,,11
44,MODISONLTD.NS,499.45,454.05,10.0,0.0,YES,YES,YES,766.49K,Industrial Services,Engineering & Construction,97.0,98.0,94.0,98.0,24.7321,20.4571,123.32K,206.62K,499.45,114.0,16.21B,No,366.15,321.83,207.59,335.66,236.47,499
243,DYCL.NS,542.4,493.2,9.98,3.14,YES,YES,YES,10972.77K,Producer Manufacturing,Electrical Products,91.0,95.0,95.0,93.0,26.1464,25.9464,1219.90K,714.34K,560.0,236.8,26.28B,No,450.25,410.85,342.02,425.07,352.58,500
412,TNPETRO.NS,132.35,120.77,9.59,2.32,YES,YES,YES,14331.88K,Process Industries,Chemicals: Specialty,85.0,95.0,92.0,83.0,6.1321,6.07,700.91K,2643.64K,135.5,78.67,11.91B,No,110.84,101.82,95.74,105.26,94.01,500
702,NEXUSSURGL.BO,22.77,20.8,9.47,10.71,YES,YES,YES,11.12K,Distribution Services,Medical Distributors,76.0,87.0,66.0,62.0,2.1986,2.1479,3.55K,8.97K,25.5,13.26,124.60M,No,19.49,19.53,18.43,19.97,19.5,497
1100,GEEKAYWIRE.NS,29.09,26.7,8.95,28.39,YES,YES,YES,867.41K,Non-Energy Minerals,Steel,63.0,92.0,81.0,61.0,1.4664,1.4407,115.12K,297.94K,40.62,18.51,3.04B,No,23.33,23.95,26.31,24.18,24.23,500
605,NAPSGLOBAL.BO,58.0,53.25,8.92,3.33,YES,YES,YES,8.00K,Process Industries,Textiles,79.0,94.0,87.0,76.0,1.725,1.2821,3.80K,6.56K,60.0,34.6,256.94M,No,49.65,42.74,43.32,44.7,41.57,367
102,MARINE.NS,432.6,400.85,7.92,0.55,YES,YES,YES,3912.94K,Distribution Services,Wholesale Distributors,95.0,98.0,95.0,95.0,21.3571,21.1821,1006.25K,918.72K,435.0,150.86,57.39B,No,368.43,306.74,234.24,323.22,250.26,500
