RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
927,JUBLCPL.NS,2322.6,1935.5,20.0,22.92,YES,YES,YES,282.40K,Process Industries,Chemicals: Agricultural,73.0,88.0,85.0,63.0,117.3929,114.2786,7.42K,4.59K,3013.4,1460.0,35.19B,No,1892.14,1940.15,1997.9,1985.54,1870.65,370
876,OMAXE.NS,98.37,81.98,19.99,2.6,YES,YES,YES,19397.99K,Finance,Real Estate Development,75.0,53.0,77.0,73.0,4.535,4.21,1552.01K,275.36K,101.0,62.5,18.07B,No,88.38,83.96,78.02,85.32,79.87,498
245,SWATIPRO.BO,52.41,43.68,19.99,0.0,YES,YES,YES,443.10K,Finance,Financial Conglomerates,92.0,98.0,93.0,94.0,3.405,2.995,4.82K,8.08K,52.41,24.6,529.34M,No,34.0,33.12,32.27,34.29,32.43,497
423,MUNJALAU.NS,119.37,99.83,19.57,0.35,YES,YES,YES,41465.64K,Producer Manufacturing,Auto Parts: Oem,87.0,85.0,86.0,89.0,4.1443,3.4964,1312.07K,226.73K,119.79,67.2,11.94B,No,103.52,100.41,85.94,101.82,87.5,498
1165,UNIROYAL.BO,22.94,19.53,17.46,11.77,YES,YES,YES,9.48K,Process Industries,Textiles,67.0,83.0,59.0,67.0,1.3507,1.16,1.54K,0.95K,26.0,16.7,189.68M,No,19.69,19.63,20.05,20.23,19.99,497
799,TARMAT.NS,64.68,55.09,17.41,12.48,YES,YES,YES,434.61K,Industrial Services,Engineering & Construction,77.0,95.0,83.0,70.0,2.97,2.9693,10.99K,23.07K,73.9,46.26,1.62B,No,51.6,50.99,52.59,51.95,53.48,499
1344,DICIND.NS,575.5,505.8,13.78,6.77,YES,YES,YES,274.27K,Process Industries,Industrial Specialties,62.0,83.0,69.0,48.0,27.7929,23.8464,2.40K,1.18K,617.3,450.5,5.28B,No,516.01,513.2,514.67,520.23,522.55,498
1086,MACH.BO,94.0,83.0,13.25,4.62,YES,YES,YES,1.50K,Consumer Services,Hotels/Resorts/Cruise Lines,69.0,82.0,62.0,60.0,3.5829,2.0571,1.23K,1.05K,98.55,65.0,597.50M,No,83.58,85.13,83.79,84.94,83.98,498
366,VALSONQ.BO,42.96,38.2,12.46,0.44,YES,YES,YES,26.09K,Process Industries,Textiles,89.0,95.0,91.0,84.0,4.5014,4.3957,6.55K,11.11K,43.15,23.58,329.11M,No,35.35,33.98,29.6,35.3,30.67,498
811,INDCTST.BO,67.35,60.0,12.25,11.57,YES,YES,YES,10.77K,Producer Manufacturing,Trucks/Construction/Farm Machinery,76.0,95.0,86.0,78.0,4.0586,3.3921,0.82K,0.89K,76.16,43.55,270.56M,No,53.62,54.1,52.48,55.62,52.61,497
677,KANPRPLA.NS,260.38,232.45,12.02,1.37,YES,YES,YES,918.57K,Producer Manufacturing,Miscellaneous Manufacturing,80.0,94.0,82.0,79.0,13.0764,12.8014,25.19K,15.33K,264.0,151.25,6.37B,No,212.88,201.17,194.44,206.17,196.24,496
1275,PALCO.BO,162.25,145.25,11.7,16.02,YES,YES,YES,10.72K,Distribution Services,Wholesale Distributors,64.0,91.0,63.0,78.0,9.2357,8.7571,1.82K,2.24K,193.2,88.85,649.00M,No,142.08,138.23,130.66,138.73,130.75,496
182,PRECWIRE.NS,468.65,422.3,10.98,1.32,YES,YES,YES,6855.63K,Producer Manufacturing,Electrical Products,94.0,92.0,77.0,93.0,22.5929,20.8143,488.95K,559.32K,474.9,170.02,85.67B,No,388.71,397.72,322.25,397.78,354.72,499
1176,UCAL.NS,127.89,116.02,10.23,12.99,YES,YES,YES,191.55K,Producer Manufacturing,Auto Parts: Oem,66.0,75.0,81.0,61.0,4.8336,4.7564,21.31K,7.45K,146.99,77.0,2.83B,No,117.63,114.04,109.91,115.58,106.52,497
160,MOREPENLAB.NS,80.89,73.46,10.11,3.13,YES,YES,YES,51798.31K,Health Technology,Pharmaceuticals: Major,94.0,95.0,97.0,95.0,4.9843,4.67,15484.70K,37331.72K,83.5,33.05,44.32B,No,64.53,58.71,45.66,60.4,46.8,500
1288,SPICELOUNG.BO,30.71,27.92,9.99,57.47,YES,YES,NO,1038.50K,Retail Trade,Discount Stores,63.0,93.0,92.0,57.0,1.9514,1.6514,88.47K,47.99K,72.2,16.21,21.41B,No,25.08,24.82,33.57,25.29,26.92,496
142,SALSTEEL.NS,69.35,63.05,9.99,0.0,YES,YES,YES,1402.81K,Non-Energy Minerals,Steel,95.0,93.0,75.0,87.0,4.0829,3.9636,146.42K,309.98K,69.35,15.18,10.04B,No,58.98,58.07,48.48,58.41,52.17,498
535,ABMINTLLTD.NS,69.37,63.07,9.99,0.0,YES,YES,YES,16.03K,Industrial Services,Engineering & Construction,84.0,98.0,95.0,90.0,4.9171,3.5564,1.46K,3.55K,69.37,34.0,652.63M,No,45.62,42.98,43.94,44.2,43.92,499
680,SMAUTO.BO,32.97,29.98,9.97,0.0,YES,YES,YES,48.00K,Producer Manufacturing,Auto Parts: Oem,80.0,93.0,80.0,91.0,0.6864,0.19,0.87K,1.20K,32.97,15.05,451.29M,No,24.64,24.95,24.59,25.75,23.7,496
1425,KKSHL.BO,43.9,40.0,9.75,15.41,YES,YES,YES,3.00K,Health Services,Hospital/Nursing Management,60.0,78.0,65.0,65.0,0.3507,0.0,3.15K,2.40K,51.9,29.0,298.90M,No,39.67,41.32,39.66,41.6,39.55,498
445,AMEENJI.BO,186.3,169.85,9.69,1.22,YES,YES,YES,86.40K,Producer Manufacturing,Miscellaneous Manufacturing,86.0,94.0,80.0,89.0,5.8786,5.2321,16.55K,14.64K,188.6,96.05,2.10B,No,143.51,139.4,135.65,141.9,134.84,213
1027,AMDIND.NS,55.9,51.18,9.22,17.88,YES,YES,YES,359.46K,Producer Manufacturing,Miscellaneous Manufacturing,71.0,92.0,77.0,77.0,3.0671,2.82,17.95K,21.11K,68.07,33.77,1.07B,No,47.76,46.72,46.61,47.38,44.4,498
766,KVSCASTING.BO,74.22,68.02,9.11,13.7,YES,YES,YES,504.00K,Non-Energy Minerals,Steel,78.0,85.0,83.0,81.0,3.465,3.2786,23.23K,27.60K,86.0,48.01,1.39B,No,65.13,64.84,60.76,65.44,58.54,211
1120,MIDHANI.NS,444.85,408.45,8.91,2.57,YES,YES,YES,16213.71K,Non-Energy Minerals,Other Metals/Minerals,68.0,72.0,56.0,72.0,16.8964,16.0929,1032.33K,874.24K,456.6,266.65,83.34B,No,411.13,420.76,370.49,419.87,381.33,499
463,SOLARINDS.NS,20324.0,18730.0,8.51,0.37,YES,YES,YES,703.30K,Process Industries,Industrial Specialties,86.0,82.0,83.0,86.0,532.4286,509.4286,156.43K,66.67K,20400.0,11646.0,1839.12B,No,18607.65,18237.52,15066.02,18336.1,15936.7,496
755,RPGLIFE.NS,2830.5,2612.7,8.34,8.16,YES,YES,YES,79.87K,Health Technology,Pharmaceuticals: Major,78.0,63.0,78.0,83.0,118.3786,118.1286,23.36K,16.38K,3082.0,1733.0,46.81B,No,2818.06,2548.74,2251.6,2610.99,2235.67,499
1211,DLTNCBL.BO,592.45,547.6,8.19,28.1,YES,YES,YES,124.60K,Producer Manufacturing,Electrical Products,66.0,96.0,87.0,64.0,36.3893,31.0536,5.53K,4.97K,824.0,336.0,5.12B,No,444.86,430.12,509.64,442.74,444.48,497
1415,MUKKA.NS,26.16,24.18,8.19,16.23,YES,YES,YES,5340.65K,Consumer Non-Durables,Food: Meat/Fish/Dairy,60.0,81.0,61.0,61.0,1.0957,0.9914,251.96K,233.74K,31.23,18.27,7.85B,No,23.32,23.45,23.48,23.65,23.14,498
1246,ASHNOOR.BO,46.39,43.0,7.88,14.09,YES,YES,YES,10.19K,Process Industries,Textiles,65.0,92.0,78.0,56.0,2.1507,1.9457,1.32K,1.85K,54.0,34.5,739.10M,No,40.99,39.76,42.01,39.96,40.43,497
795,DIFFNKG.NS,391.15,362.6,7.87,13.82,NO,YES,YES,745.56K,Producer Manufacturing,Industrial Machinery,77.0,50.0,84.0,89.0,24.5821,24.3179,190.34K,347.33K,453.9,216.8,14.52B,No,397.41,389.11,321.88,393.67,319.26,462
689,BBOX.NS,832.5,772.1,7.82,24.52,YES,NO,YES,2162.32K,Technology Services,Information Technology Services,80.0,30.0,40.0,88.0,36.9571,34.7857,647.53K,325.02K,1103.0,435.05,147.85B,No,769.79,890.73,663.12,885.33,712.1,500
197,RPEL.NS,1388.8,1289.3,7.72,0.73,YES,YES,YES,262.46K,Process Industries,Chemicals: Major Diversified,93.0,79.0,97.0,93.0,47.8786,47.5143,141.74K,46.24K,1399.0,561.3,63.78B,No,1287.94,1241.09,923.29,1265.17,920.01,498
612,MAYUR.BO,23.94,22.26,7.55,19.2,YES,YES,YES,10.62K,Consumer Non-Durables,Apparel/Footwear,82.0,72.0,78.0,52.0,2.2279,2.1629,19.51K,5.21K,29.63,12.57,115.75M,No,22.99,21.95,20.85,22.55,21.3,496
443,NELCO.NS,1047.5,974.1,7.54,0.71,YES,YES,YES,1199.10K,Electronic Technology,Electronic Production Equipment,86.0,91.0,93.0,90.0,49.5393,49.0714,491.60K,609.35K,1055.0,500.1,23.90B,No,960.36,889.45,747.16,916.78,732.17,500
334,AZAD.NS,2665.1,2479.5,7.49,0.89,YES,YES,YES,1826.13K,Producer Manufacturing,Metal Fabrication,89.0,75.0,80.0,91.0,108.8571,106.5357,550.08K,503.50K,2689.0,1360.0,172.12B,No,2419.22,2258.42,1845.35,2307.64,1953.04,497
65,FREDUN.BO,1497.9,1393.7,7.48,2.29,YES,YES,YES,85.10K,Health Technology,Pharmaceuticals: Major,97.0,98.0,97.0,97.0,96.3964,91.15,45.58K,66.31K,1533.05,338.73,24.77B,No,1072.48,941.62,689.95,979.17,749.26,499
228,TANFACIND.BO,3514.35,3271.3501,7.43,3.66,YES,YES,YES,68.84K,Process Industries,Chemicals: Specialty,92.0,97.0,94.0,90.0,193.2178,190.075,23.38K,27.93K,3648.0,1632.6,74.54B,No,2944.3,2549.32,2203.58,2659.84,2291.76,499
377,STEELCAS.NS,354.15,329.75,7.4,1.84,YES,YES,YES,680.07K,Non-Energy Minerals,Steel,88.0,86.0,81.0,89.0,15.5857,15.0286,213.22K,150.52K,360.8,176.02,35.84B,No,319.93,307.44,254.1,310.41,270.51,499
249,VADILALIND.NS,7781.0,7246.5,7.38,7.88,YES,YES,YES,356.67K,Consumer Non-Durables,Food: Specialty/Candy,92.0,88.0,96.0,91.0,318.0714,290.3929,27.39K,21.48K,8447.0,3996.0,55.93B,No,7095.57,6589.72,5264.52,6689.54,5323.77,498
490,PVP.NS,36.67,34.15,7.38,6.95,YES,YES,YES,2683.83K,Technology Services,Information Technology Services,85.0,93.0,85.0,71.0,2.2329,2.2129,968.63K,2966.73K,39.41,18.49,9.55B,No,29.95,29.81,30.82,30.13,29.23,498
1374,LANCORHOL.NS,27.85,25.95,7.32,17.6,YES,YES,YES,320.30K,Finance,Real Estate Development,61.0,48.0,69.0,46.0,1.9243,1.92,100.89K,166.14K,33.8,18.12,2.05B,No,25.95,25.41,25.14,25.75,24.9,496
944,INGERRAND.NS,4606.4,4292.2002,7.32,3.15,YES,YES,YES,163.45K,Producer Manufacturing,Trucks/Construction/Farm Machinery,73.0,66.0,58.0,79.0,126.0286,125.15,21.83K,13.55K,4756.2,3063.3,145.41B,No,4392.49,4358.76,3925.21,4417.32,4082.69,498
248,NETWEB.NS,5181.0,4837.3999,7.1,1.2,YES,YES,YES,3457.48K,Electronic Technology,Computer Peripherals,92.0,89.0,86.0,90.0,223.6714,214.7571,1707.61K,1623.84K,5244.0,2037.3,295.01B,No,4549.39,4564.19,3758.18,4636.9,3961.38,500
186,MARINE.NS,371.2,347.0,6.97,1.75,YES,YES,YES,1561.32K,Distribution Services,Wholesale Distributors,93.0,97.0,95.0,94.0,19.1571,18.45,1047.71K,1745.12K,377.8,150.86,49.25B,No,290.82,272.36,224.69,278.25,227.53,499
527,RSL.NS,166.77,155.92,6.96,3.04,YES,YES,,4789.25K,Non-Energy Minerals,Steel,84.0,94.0,76.0,,6.7771,6.5607,483.20K,775.00K,171.99,101.7,13.94B,No,142.37,134.6,,137.06,,101
432,PAUSHAKLTD.NS,745.45,697.3,6.91,4.5,YES,YES,,180.43K,Process Industries,Chemicals: Major Diversified,87.0,96.0,92.0,89.0,44.8643,41.0179,56.84K,238.06K,780.6,342.5,18.38B,No,628.36,552.9,,569.16,496.92,175
822,LMW.NS,18747.0,17550.0,6.82,1.85,YES,YES,YES,33.28K,Producer Manufacturing,Industrial Machinery,76.0,87.0,84.0,69.0,682.7857,681.9286,3.96K,4.33K,19101.0,11920.0,200.27B,No,16493.1,16184.18,15145.7,16384.0,15095.73,497
678,EXICOM.NS,151.29,141.73,6.75,17.28,NO,NO,YES,1596.90K,Producer Manufacturing,Electrical Products,80.0,19.0,88.0,88.0,8.3271,8.0564,6253.36K,1512.15K,182.9,75.6,21.04B,No,160.6,161.09,124.01,161.08,125.21,500
1285,GANESHHOU.NS,816.8,765.5,6.7,11.23,YES,YES,YES,222.86K,Consumer Durables,Homebuilding,64.0,25.0,79.0,57.0,38.1464,37.7321,94.87K,44.09K,920.15,500.0,68.11B,No,791.01,787.18,738.9,791.37,707.52,497
