RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
921,PKTEA.NS,963.15,802.65,20.0,3.49,YES,YES,YES,13.47K,Process Industries,Agricultural Commodities/Milling,74.0,95.0,77.0,67.0,54.7357,53.8321,0.70K,0.85K,998.0,605.0,2.98B,No,745.1,732.11,767.87,741.57,773.46,497
719,MVGJL.NS,215.88,179.9,20.0,0.0,YES,YES,YES,3202.66K,Retail Trade,Specialty Stores,79.0,92.0,90.0,76.0,10.5614,10.38,107.19K,294.03K,215.88,129.1,10.55B,No,159.4,160.17,165.44,166.3,159.95,497
553,HSIL.BO,446.5,372.35,19.91,0.07,YES,YES,YES,306.80K,Health Technology,Medical Specialties,84.0,91.0,77.0,86.0,19.5679,18.2321,16.37K,16.08K,446.8,215.0,6.49B,No,366.47,370.4,322.95,377.75,342.12,496
1317,NIRMITEE.BO,130.0,108.7,19.6,0.0,YES,YES,YES,1.80K,Commercial Services,Miscellaneous Commercial Services,63.0,83.0,68.0,36.0,4.3429,0.0643,1.29K,8.28K,130.0,79.0,468.15M,No,110.28,113.11,121.97,113.62,119.42,498
125,XTRANET.NS,279.83,234.24,19.46,0.44,YES,,,13668.38K,Technology Services,Information Technology Services,95.0,98.0,,,19.4343,19.0836,1492.56K,2601.88K,281.08,122.5,14.63B,No,179.52,,,,,28
909,EIGHTY.BO,43.89,36.92,18.88,12.04,YES,YES,YES,15.00K,Consumer Durables,Other Consumer Specialties,74.0,86.0,53.0,79.0,1.1043,0.0929,3.52K,4.80K,49.9,22.2,447.64M,No,37.37,40.59,34.78,40.43,35.38,498
1290,TEXMOPIPES.NS,54.18,46.23,17.2,12.61,YES,YES,YES,2191.98K,Producer Manufacturing,Miscellaneous Manufacturing,64.0,91.0,69.0,69.0,2.1057,2.0243,46.33K,34.96K,62.0,33.0,1.58B,No,45.94,44.52,45.61,45.4,44.6,497
1167,UDAYJEW.NS,167.58,143.0,17.19,2.34,,,,638.45K,Consumer Durables,Other Consumer Specialties,67.0,,,,12.0929,11.5721,6.13K,2.41K,171.6,115.04,,No,,,,,,15
417,CENTUM.NS,4376.9,3767.3,16.18,0.98,YES,YES,YES,826.78K,Electronic Technology,Electronic Components,87.0,84.0,84.0,86.0,171.8857,166.6857,50.50K,54.69K,4420.0,2044.2,64.61B,No,3557.34,3614.61,2950.53,3691.22,3279.44,497
139,ASMTEC.BO,6205.05,5370.4502,15.54,1.13,YES,YES,YES,122.95K,Technology Services,Information Technology Services,95.0,93.0,97.0,97.0,256.0249,243.5607,28.40K,23.32K,6275.95,2099.9,90.52B,No,4852.47,4574.65,3409.09,4823.51,3619.66,496
1355,MARBLE.BO,118.15,102.5,15.27,32.29,YES,NO,NO,185.85K,Distribution Services,Wholesale Distributors,62.0,47.0,86.0,54.0,6.8286,6.2786,41.66K,102.88K,174.5,83.9,3.08B,No,117.7,122.61,120.19,119.31,107.29,496
1418,GNRL.NS,113.96,99.27,14.8,2.04,,,,3632.88K,Energy Minerals,Integrated Oil,60.0,,,,3.8443,3.7671,70.12K,73.35K,116.33,94.21,,No,,,,,,15
517,RADHIKAJWE.NS,94.28,83.16,13.37,5.39,YES,YES,YES,31904.99K,Consumer Durables,Other Consumer Specialties,85.0,95.0,94.0,83.0,4.7764,4.6286,1606.77K,2483.71K,99.65,50.01,11.14B,No,70.95,66.97,66.38,71.61,64.1,497
1118,RIR.NS,191.95,169.86,13.0,5.83,YES,,,11233.56K,Electronic Technology,Semiconductors,68.0,88.0,,,8.35,7.9464,203.96K,162.01K,203.83,154.0,,No,166.61,,,,,38
213,SYRMA.NS,1634.8,1457.3,12.18,0.62,YES,YES,YES,13076.47K,Electronic Technology,Electronic Production Equipment,93.0,85.0,84.0,94.0,52.9714,52.7786,1303.48K,747.84K,1645.0,634.5,314.90B,No,1473.53,1422.85,1030.43,1436.17,1152.03,499
1449,ANDHRAPAP.NS,72.2,64.45,12.02,16.91,YES,YES,YES,27335.45K,Process Industries,Pulp & Paper,60.0,89.0,74.0,49.0,2.8736,2.8643,181.56K,251.49K,86.89,58.0,14.36B,No,61.37,61.52,64.2,62.24,63.43,498
814,CAMEXLTD.BO,45.6,40.75,11.9,9.51,YES,YES,YES,211.38K,Process Industries,Textiles,77.0,78.0,63.0,81.0,2.4757,2.4157,4.22K,14.74K,50.39,26.37,465.52M,No,40.04,40.6,35.45,41.08,36.94,496
781,SOVERDIA.BO,29.97,26.9,11.41,24.13,YES,YES,YES,31.67K,Consumer Durables,Other Consumer Specialties,78.0,69.0,89.0,75.0,2.1414,2.0164,4.31K,1.14K,39.5,18.21,173.47M,No,26.29,24.54,23.33,25.55,23.08,496
1211,ANUHPHR.NS,90.29,81.1,11.33,2.91,YES,YES,YES,1068.44K,Health Technology,Pharmaceuticals: Major,66.0,84.0,72.0,60.0,3.4836,3.4079,63.66K,104.26K,93.0,67.0,9.05B,No,79.16,79.47,78.26,80.29,78.63,427
782,STAR.NS,1178.8,1059.6,11.25,4.24,YES,YES,YES,2617.10K,Health Technology,Pharmaceuticals: Major,77.0,87.0,72.0,77.0,41.7429,40.85,300.41K,241.81K,1231.0,768.65,108.65B,No,1009.07,1037.58,983.18,1041.86,1028.01,499
590,VIKRAMAR.BO,97.61,88.16,10.72,6.95,YES,YES,YES,15.67K,Process Industries,Chemicals: Specialty,83.0,96.0,92.0,83.0,5.1064,4.6321,2.93K,2.83K,104.9,53.11,306.08M,No,81.64,75.11,69.15,78.36,69.44,373
500,VENUSPIPES.NS,1805.4,1631.0,10.69,3.71,YES,YES,YES,603.23K,Non-Energy Minerals,Steel,85.0,82.0,82.0,88.0,66.4,65.6857,129.34K,110.06K,1875.0,890.0,37.40B,No,1602.24,1669.96,1337.08,1669.15,1411.45,498
770,MVELECTRO.NS,806.45,729.7,10.52,4.12,YES,,,20414.22K,Producer Manufacturing,Trucks/Construction/Farm Machinery,78.0,,,,60.6571,60.4607,5401.75K,7210.52K,841.1,516.55,22.00B,No,637.83,,,,,23
604,THEMISMED.NS,133.07,120.42,10.5,10.09,YES,YES,YES,4732.29K,Health Technology,Pharmaceuticals: Major,82.0,89.0,81.0,85.0,7.9743,7.9614,347.22K,409.48K,148.0,64.95,12.36B,No,116.17,113.75,99.25,114.24,100.56,499
1428,SIGNPOST.NS,269.5,244.25,10.34,19.98,YES,NO,YES,3876.59K,Commercial Services,Advertising/Marketing Services,60.0,57.0,43.0,55.0,10.6607,10.5,593.31K,55.72K,336.8,191.41,14.40B,No,261.21,284.44,251.64,281.09,265.73,497
384,NEXUSSURGL.BO,28.12,25.5,10.27,6.27,YES,YES,YES,29.27K,Distribution Services,Medical Distributors,88.0,97.0,88.0,78.0,2.8936,2.8193,4.87K,16.79K,30.0,13.26,153.87M,No,21.04,20.05,18.62,21.06,19.96,496
107,AJCJEWEL.BO,222.4,201.8,10.21,0.0,YES,YES,YES,1.20K,Consumer Durables,Other Consumer Specialties,96.0,98.0,98.0,86.0,9.225,4.2321,12.19K,7.80K,222.4,71.15,1.35B,No,178.2,135.99,108.35,149.44,117.94,296
225,RAJVI.BO,25.77,23.39,10.18,0.0,YES,YES,YES,0.20K,Finance,Investment Banks/Brokers,92.0,94.0,88.0,92.0,0.3971,0.0,0.01K,0.03K,25.77,12.44,163.01M,No,21.43,20.14,15.72,20.81,17.31,498
706,SUNSHINE.NS,486.3,441.45,10.16,1.34,,,,3507.06K,Consumer Services,Movies/Entertainment,80.0,,,,,,5530.25K,5530.25K,492.9,363.6,15.15B,No,,,,,,10
247,MMP.NS,444.95,404.15,10.1,2.34,YES,YES,YES,388.76K,Non-Energy Minerals,Other Metals/Minerals,92.0,95.0,94.0,91.0,25.9107,25.8643,76.93K,86.44K,455.6,185.2,11.30B,No,384.19,327.05,271.68,346.35,283.61,497
964,RISHIROOP.BO,119.4,108.5,10.05,13.95,YES,YES,YES,33.87K,Process Industries,Chemicals: Specialty,73.0,67.0,87.0,72.0,5.0257,4.9679,3.72K,2.95K,138.75,71.5,1.09B,No,109.98,101.11,96.55,104.63,95.54,496
