RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
248,RDGAIL.BO,144.0,120.0,20.0,0.0,YES,YES,YES,24.00K,Process Industries,Agricultural Commodities/Milling,92.0,95.0,89.0,81.0,3.5786,2.8964,4.39K,10.56K,144.0,54.5,1.28B,No,111.13,107.96,97.11,111.11,109.28,211
476,SWATIPRO.BO,43.68,36.4,20.0,0.0,YES,YES,YES,513.96K,Finance,Financial Conglomerates,86.0,95.0,79.0,90.0,2.9207,2.6479,4.90K,8.03K,43.68,24.6,441.17M,No,32.93,32.75,32.18,33.41,32.14,497
656,ABMINTLLTD.NS,63.07,52.56,20.0,0.0,YES,YES,YES,29.24K,Industrial Services,Engineering & Construction,81.0,97.0,91.0,90.0,4.5657,3.5164,1.18K,1.79K,63.07,34.0,593.36M,No,44.18,42.45,43.86,43.57,43.71,499
638,SINGERIND.NS,91.3,76.09,19.99,0.0,YES,YES,,2216.15K,Consumer Durables,Electronics/Appliances,81.0,95.0,85.0,,3.99,3.9736,59.22K,129.23K,91.3,57.15,,No,67.9,69.07,,70.56,,98
1111,SMAUTO.BO,29.98,24.99,19.97,6.25,YES,YES,YES,48.00K,Producer Manufacturing,Auto Parts: Oem,68.0,85.0,84.0,75.0,0.4729,0.0207,0.68K,0.68K,31.98,15.05,410.36M,No,24.03,24.78,24.51,25.45,23.6,498
378,TCPLPACK.NS,4394.9,3675.8,19.56,0.36,YES,YES,YES,481.69K,Commercial Services,Commercial Printing/Forms,88.0,97.0,94.0,90.0,195.35,192.7214,5.81K,3.43K,4410.9,2200.0,39.91B,No,3304.22,3036.27,2862.54,3166.2,2789.84,499
196,TDPOWERSYS.NS,1480.1,1275.6,16.03,3.26,YES,YES,YES,11126.29K,Producer Manufacturing,Electrical Products,93.0,95.0,82.0,93.0,80.5143,71.7786,1358.41K,1737.73K,1530.0,491.0,231.23B,No,1167.09,1190.3,951.63,1207.59,1057.14,500
142,DIVGIITTS.NS,1231.95,1076.4,14.45,4.35,YES,YES,YES,2717.10K,Producer Manufacturing,Auto Parts: Oem,95.0,92.0,95.0,94.0,51.9929,43.2,211.89K,62.37K,1288.0,573.7,37.68B,No,983.06,926.36,728.21,962.09,791.07,498
646,AMEENJI.BO,169.85,148.55,14.34,2.94,YES,YES,YES,109.20K,Producer Manufacturing,Miscellaneous Manufacturing,81.0,90.0,55.0,85.0,4.9964,4.35,16.16K,11.04K,175.0,96.05,1.92B,No,141.2,138.69,135.41,140.26,134.29,212
699,EMERALL.BO,252.45,220.8,14.33,4.72,YES,YES,YES,35.38K,Consumer Services,Hotels/Resorts/Cruise Lines,80.0,98.0,88.0,72.0,13.2,10.4393,0.92K,3.28K,264.95,151.0,3.79B,No,186.25,180.86,193.12,188.84,188.02,497
856,CPCAP.NS,131.81,116.12,13.51,21.53,YES,YES,YES,221.02K,Consumer Services,Other Consumer Services,75.0,83.0,90.0,78.0,6.1057,5.9864,42.41K,31.91K,167.98,73.51,2.40B,No,112.57,107.88,103.44,110.2,98.28,499
853,DOLPHIN.NS,494.35,440.55,12.21,1.51,YES,YES,YES,654.83K,Industrial Services,Oilfield Services/Equipment,75.0,93.0,77.0,64.0,20.6393,20.2714,16.48K,18.21K,501.95,322.0,19.78B,No,397.2,389.07,403.59,396.91,406.88,500
578,RAMAVISION.BO,155.25,138.4,12.17,18.65,YES,YES,YES,32.74K,Distribution Services,Medical Distributors,83.0,74.0,43.0,72.0,7.8536,7.6393,3.06K,2.35K,190.85,74.0,1.62B,No,137.89,139.17,135.46,138.61,140.93,496
294,MARKSANS.NS,312.6,278.95,12.06,2.31,YES,YES,YES,47808.15K,Health Technology,Pharmaceuticals: Major,91.0,81.0,94.0,92.0,11.4643,11.3286,2963.34K,928.77K,320.0,155.0,141.66B,No,266.24,261.17,203.82,266.34,212.34,499
1038,GOODRICKE.BO,212.2,189.7,11.86,6.77,YES,YES,YES,117.56K,Process Industries,Agricultural Commodities/Milling,70.0,86.0,72.0,80.0,8.2571,6.9857,3.90K,2.75K,227.6,142.05,4.58B,No,184.97,182.81,172.11,185.72,170.35,497
1174,ARIES.NS,397.35,355.8,11.68,13.6,YES,YES,YES,544.75K,Process Industries,Chemicals: Agricultural,67.0,85.0,66.0,72.0,14.6607,14.0,20.06K,8.23K,459.9,285.35,5.17B,No,345.24,340.0,344.33,345.19,345.37,498
1400,ASSAMENT.BO,798.95,715.85,11.61,17.46,YES,YES,YES,0.00K,Finance,Investment Banks/Brokers,60.0,87.0,56.0,35.0,14.1821,2.9321,0.01K,0.01K,968.0,485.05,1.15B,No,674.06,652.59,756.19,666.29,757.42,496
362,QMSMEDI.NS,126.97,114.14,11.24,2.32,YES,YES,YES,108.12K,Distribution Services,Medical Distributors,89.0,90.0,91.0,81.0,5.5536,5.4421,17.22K,18.35K,129.99,68.95,2.29B,No,112.58,105.16,92.37,108.73,92.41,498
1306,KALYANIFRG.NS,694.4,626.7,10.8,18.27,YES,YES,YES,68.98K,Producer Manufacturing,Auto Parts: Oem,63.0,78.0,71.0,60.0,30.275,27.6929,1.33K,1.85K,849.65,523.6,2.53B,No,614.19,612.36,621.93,619.93,610.44,499
306,PNGSREVA.NS,620.75,560.4,10.77,3.61,YES,YES,,2136.38K,Consumer Durables,Other Consumer Specialties,90.0,97.0,89.0,,39.7786,39.5036,328.56K,1314.94K,644.0,324.25,19.68B,No,456.92,419.7,,437.99,,111
82,DATIWARE.BO,52.5,47.5,10.53,0.0,YES,YES,YES,1.10K,Process Industries,Agricultural Commodities/Milling,96.0,98.0,97.0,96.0,0.975,0.1043,0.14K,0.49K,52.5,17.78,262.50M,No,42.95,34.49,25.83,36.84,28.54,498
1265,CAPRIHANS.BO,102.6,92.84,10.51,28.75,YES,YES,YES,160.60K,Process Industries,Containers/Packaging,64.0,96.0,85.0,69.0,5.47,4.4436,2.34K,2.82K,144.0,50.3,1.81B,No,76.96,77.11,82.19,78.93,76.52,497
859,ESSEX.BO,42.6,38.56,10.48,13.59,YES,YES,YES,2.00K,Consumer Non-Durables,Food: Meat/Fish/Dairy,75.0,31.0,13.0,93.0,1.7636,1.4014,31.13K,18.60K,49.3,18.25,650.16M,No,40.37,42.05,32.51,41.33,35.34,248
1026,TIIL.NS,2878.3,2608.8999,10.33,1.6,YES,YES,YES,192.96K,Producer Manufacturing,Metal Fabrication,71.0,84.0,75.0,83.0,98.3143,95.3786,11.57K,8.26K,2925.0,1868.5,65.26B,No,2604.02,2559.89,2382.15,2593.02,2416.21,498
1168,PJL.BO,305.0,277.2,10.03,0.0,YES,YES,YES,0.75K,Consumer Durables,Other Consumer Specialties,67.0,94.0,77.0,63.0,5.0714,0.0,0.18K,0.07K,305.0,209.0,1.32B,No,252.67,262.71,264.05,262.82,266.14,498
1415,KKSHL.BO,43.9,40.0,9.75,15.41,YES,YES,YES,3.00K,Health Services,Hospital/Nursing Management,60.0,76.0,71.0,62.0,0.3507,0.0,3.15K,2.40K,51.9,29.0,298.90M,No,39.67,41.32,39.66,41.6,39.55,499
400,SUSAN.BO,284.1,258.9,9.73,1.35,YES,,,518.00K,Producer Manufacturing,Electrical Products,88.0,92.0,,,15.2643,14.6036,385.19K,202.90K,288.0,180.6,5.78B,No,235.46,,,,,40
552,DHOOTIN.BO,298.7,272.35,9.68,3.65,YES,YES,YES,26.86K,Distribution Services,Wholesale Distributors,84.0,94.0,93.0,81.0,17.2429,15.175,2.19K,3.64K,310.0,132.2,1.89B,No,248.92,236.95,217.07,242.45,211.0,497
194,VISTARAMAR.BO,252.3,230.3,9.55,0.39,YES,YES,YES,64.57K,Finance,Investment Banks/Brokers,93.0,94.0,82.0,95.0,12.5286,11.5393,3.90K,3.83K,253.3,91.15,1.45B,No,218.11,205.45,165.15,211.53,188.31,497
1426,BNRUDY.BO,39.85,36.45,9.33,36.24,YES,YES,YES,0.92K,Commercial Services,Miscellaneous Commercial Services,60.0,78.0,85.0,53.0,4.3893,3.9264,0.79K,1.39K,62.5,28.0,119.55M,No,35.86,34.65,37.2,35.25,34.16,497
77,FREDUN.BO,1393.7,1276.1,9.22,0.45,YES,YES,YES,50.55K,Health Technology,Pharmaceuticals: Major,96.0,98.0,96.0,97.0,87.0786,84.8607,45.52K,65.96K,1400.0,338.73,23.05B,No,1047.21,931.51,687.42,974.48,747.7,500
1032,PITTIENG.NS,1044.1,960.35,8.72,1.03,YES,YES,YES,696.49K,Producer Manufacturing,Industrial Machinery,70.0,76.0,63.0,80.0,32.25,31.8536,40.20K,31.67K,1055.0,675.0,38.54B,No,943.2,954.63,883.69,970.1,901.4,497
976,RECODE.BO,254.3,234.7,8.35,0.27,YES,YES,,103.20K,Retail Trade,Specialty Stores,72.0,95.0,,,12.35,11.8786,72.33K,52.96K,255.0,171.0,2.71B,No,222.91,205.4,,211.27,,66
1283,PEOPLIN.BO,235.95,217.9,8.28,0.0,YES,YES,YES,1.00K,Finance,Financial Conglomerates,64.0,64.0,73.0,65.0,2.0393,1.3357,0.01K,0.02K,235.95,171.95,47.19M,No,213.32,216.34,203.36,216.85,207.29,495
470,NATIONALUM.NS,420.0,388.0,8.25,5.65,YES,YES,YES,34386.32K,Non-Energy Minerals,Aluminum,86.0,89.0,60.0,59.0,11.4036,10.1929,10975.63K,8070.24K,445.15,183.86,771.39B,No,360.42,360.87,352.59,362.23,381.0,500
166,CNL.NS,1207.25,1115.6,8.22,0.91,YES,YES,YES,269.54K,Distribution Services,Electronics Distributors,94.0,96.0,97.0,91.0,72.3643,70.6321,273.27K,175.62K,1218.35,525.0,18.13B,No,1017.0,858.16,713.02,902.28,722.08,498
541,KENNAMET.NS,3572.3,3301.8999,8.19,1.18,YES,YES,,197.75K,Producer Manufacturing,Metal Fabrication,84.0,93.0,75.0,,133.0286,127.6929,14.23K,18.51K,3614.9,2405.2,78.51B,No,2966.05,2938.13,,2982.73,,86
25,BATLIBOI.NS,91.37,84.6,8.0,14.21,YES,YES,,362.58K,Producer Manufacturing,Industrial Machinery,98.0,78.0,68.0,,6.1043,5.7986,71.93K,205.20K,106.5,15.7,4.31B,No,86.61,83.47,,83.81,,86
345,GCSL.NS,502.2,465.8,7.81,7.48,NO,YES,YES,1177.99K,Finance,Investment Banks/Brokers,89.0,59.0,88.0,91.0,23.8107,23.4643,605.23K,565.10K,542.8,213.15,11.37B,No,516.9,474.47,375.24,486.84,398.34,233
