RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1155,DIVSHKT.BO,59.76,49.8,20.0,13.27,YES,YES,YES,88.02K,Non-Energy Minerals,Construction Materials,67.0,88.0,83.0,64.0,2.5814,2.465,1.81K,1.15K,68.9,44.0,613.67M,No,49.8,49.87,51.02,50.87,50.1,498
1432,SVGLOBAL.NS,144.01,120.01,20.0,0.55,,,,16.62K,Finance,Real Estate Development,60.0,,,,,,0.69K,0.75K,144.8,114.3,,No,,,,,,13
657,NCML.BO,115.17,95.98,19.99,11.27,YES,YES,YES,251.20K,Non-Energy Minerals,Steel,81.0,97.0,76.0,82.0,4.0457,2.955,9.47K,30.56K,129.8,64.6,2.87B,No,90.26,85.66,90.08,87.6,87.13,241
519,BIRLAPREC.NS,51.67,43.11,19.86,0.0,,,,984.41K,Producer Manufacturing,Industrial Machinery,85.0,,,,,,280.92K,333.02K,51.67,35.65,3.53B,No,,,,,,13
989,HIKAL.NS,240.36,200.6,19.82,14.98,YES,YES,YES,20195.75K,Health Technology,Pharmaceuticals: Major,72.0,66.0,82.0,67.0,8.8807,8.7079,562.12K,189.31K,282.7,146.25,29.64B,No,213.34,220.4,206.81,223.97,201.33,500
278,JINDWORLD.NS,48.15,40.19,19.81,0.15,YES,YES,YES,109731.18K,Process Industries,Textiles,91.0,91.0,94.0,93.0,2.2879,2.1336,13786.39K,16737.51K,48.22,17.85,48.28B,No,37.36,35.17,29.15,36.37,29.32,501
449,RBZJEWEL.NS,191.68,161.47,18.71,1.07,YES,YES,YES,11694.83K,Consumer Durables,Other Consumer Specialties,86.0,93.0,91.0,85.0,12.2764,11.5636,377.83K,1798.71K,193.76,100.0,7.67B,No,148.15,146.55,137.5,150.66,137.22,499
392,NEXUSSURGL.BO,28.03,24.09,16.36,3.01,YES,YES,YES,36.21K,Distribution Services,Medical Distributors,88.0,97.0,91.0,84.0,2.3357,2.2614,3.85K,10.73K,28.9,13.26,153.38M,No,20.22,19.79,18.52,20.5,19.67,498
364,RAYMOND.NS,757.9,667.25,13.59,0.93,YES,YES,YES,16593.66K,Process Industries,Textiles,89.0,90.0,92.0,92.0,28.0464,27.5679,588.96K,572.41K,765.0,320.0,50.44B,No,638.97,617.74,487.9,629.12,511.07,501
1016,IECEDU.BO,30.36,26.87,12.99,34.82,YES,YES,YES,96.83K,Commercial Services,Miscellaneous Commercial Services,71.0,96.0,82.0,16.0,2.4536,2.4279,5.92K,13.31K,46.58,18.76,463.29M,No,22.79,22.32,25.31,22.68,25.5,498
746,BRIGADE.NS,712.3,640.0,11.3,11.19,YES,YES,YES,5390.59K,Finance,Real Estate Development,78.0,92.0,91.0,78.0,29.3214,29.0464,757.24K,660.73K,802.01,450.75,232.33B,No,626.33,577.88,573.57,592.81,550.58,501
845,SHUKRAPHAR.NS,51.93,46.79,10.99,5.41,,,,8945.66K,Health Technology,Pharmaceuticals: Major,76.0,,,,2.3636,2.3093,1332.54K,1426.45K,54.9,40.06,22.74B,No,,,,,,15
1304,HINDOILEXP.NS,184.38,166.18,10.95,3.47,YES,YES,YES,35250.38K,Energy Minerals,Integrated Oil,63.0,87.0,56.0,80.0,6.5979,6.5064,783.34K,707.72K,191.0,117.5,24.38B,No,160.92,159.7,153.66,160.38,154.32,501
823,KIRIINDUS.NS,578.95,523.65,10.56,25.68,YES,YES,YES,7181.20K,Process Industries,Chemicals: Specialty,76.0,95.0,91.0,72.0,31.2464,30.0536,567.18K,1933.91K,779.0,333.8,37.73B,No,468.78,427.21,452.46,437.62,415.69,501
121,PRARUH.BO,121.05,109.85,10.2,0.0,YES,YES,YES,12.00K,Technology Services,Information Technology Services,95.0,97.0,98.0,94.0,3.8143,1.2407,34.03K,80.60K,121.05,45.0,1.69B,No,87.23,71.03,57.42,75.06,60.54,231
197,STDSFAC.BO,97.25,88.41,10.0,0.0,YES,YES,YES,9.06K,Consumer Non-Durables,Household/Personal Care,93.0,98.0,97.0,93.0,7.0457,4.7164,4.51K,15.31K,97.25,44.1,803.44M,No,61.56,55.78,52.89,58.44,54.23,498
566,OCTAWARE.BO,59.37,53.98,9.99,39.74,YES,NO,NO,1.60K,Technology Services,Information Technology Services,83.0,26.0,29.0,7.0,1.7721,0.0,0.12K,0.64K,98.53,25.46,213.17M,No,58.81,61.68,63.85,61.95,64.56,500
