RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
213,XTRANET.NS,234.24,195.2,20.0,0.0,YES,,,5584.58K,Technology Services,Information Technology Services,93.0,98.0,,,17.3093,17.1257,1335.17K,2131.53K,234.24,122.5,12.25B,No,172.68,,,,,27
313,NCML.BO,138.2,115.17,20.0,0.0,YES,YES,YES,152.00K,Non-Energy Minerals,Steel,90.0,98.0,89.0,88.0,5.6907,3.705,13.35K,55.36K,138.2,64.6,3.44B,No,92.89,86.58,90.25,89.9,87.9,242
595,DIVSHKT.BO,71.71,59.76,20.0,0.0,YES,YES,YES,102.65K,Non-Energy Minerals,Construction Materials,83.0,96.0,92.0,79.0,3.3636,2.9407,1.79K,1.15K,71.71,44.0,736.38M,No,50.89,50.32,51.08,52.07,50.5,498
160,JINDWORLD.NS,57.51,48.15,19.44,0.47,YES,YES,YES,187907.45K,Process Industries,Textiles,94.0,97.0,97.0,95.0,2.9143,2.6979,15483.70K,27722.83K,57.78,17.85,57.66B,No,38.28,35.71,29.27,37.3,29.63,501
683,NRAIL.NS,584.0,496.05,17.73,1.89,YES,YES,YES,157.43K,Process Industries,Containers/Packaging,80.0,82.0,82.0,72.0,21.9464,21.6857,12.03K,5.96K,595.25,357.3,9.94B,No,512.52,477.1,461.36,491.67,465.21,500
469,NIACL.NS,229.91,195.33,17.7,1.91,YES,YES,YES,66918.08K,Finance,Multi-Line Insurance,86.0,93.0,92.0,86.0,9.5943,9.49,7589.43K,6687.57K,234.39,116.97,378.89B,No,187.59,181.47,161.54,184.8,164.55,501
433,TECHNOCRAT.BO,361.0,307.05,17.57,2.01,,,,973.00K,Producer Manufacturing,Industrial Machinery,87.0,,,,,,555.22K,555.22K,368.4,218.5,6.32B,No,,,,,,11
849,RADHIKAJWE.NS,83.16,71.32,16.6,16.55,YES,YES,YES,14543.14K,Consumer Durables,Other Consumer Specialties,76.0,88.0,91.0,73.0,3.9843,3.94,1382.81K,1107.21K,99.65,50.01,9.82B,No,69.67,66.17,66.33,67.83,63.32,499
298,LANCORHOL.NS,40.35,34.75,16.12,1.3,YES,YES,YES,2380.47K,Finance,Real Estate Development,91.0,97.0,95.0,89.0,2.7807,2.6314,196.82K,579.00K,40.88,18.12,2.97B,No,30.86,27.69,25.5,28.93,25.64,499
609,MSECL.BO,305.25,263.0,16.06,1.6,YES,YES,YES,211.20K,Commercial Services,Miscellaneous Commercial Services,82.0,95.0,88.0,83.0,9.7643,9.0893,12.13K,17.16K,310.2,165.0,4.32B,No,234.56,229.19,218.4,234.38,222.29,275
409,RML.NS,1295.9,1127.4,14.95,2.78,YES,YES,YES,2194.93K,Producer Manufacturing,Auto Parts: Oem,88.0,91.0,90.0,85.0,46.4072,45.95,90.16K,29.50K,1333.0,608.5,35.81B,No,1119.91,1156.49,900.66,1166.15,950.49,501
1056,NIYOGIN.BO,57.52,50.59,13.7,21.87,YES,YES,YES,516.75K,Finance,Finance/Rental/Leasing,70.0,86.0,80.0,83.0,4.91,4.895,94.66K,108.03K,73.62,30.2,6.40B,No,55.77,48.2,46.94,49.03,45.04,498
