RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1345,ISFT.NS,90.26,75.22,19.99,24.2,YES,YES,YES,226.94K,Retail Trade,Internet Retail,62.0,82.0,67.0,66.0,5.5757,5.4957,56.92K,114.06K,119.07,54.05,1.47B,No,86.58,81.44,81.47,82.39,77.53,497
1122,ASTAR.NS,672.8,560.7,19.99,0.0,YES,,,1.39K,Commercial Services,Miscellaneous Commercial Services,68.0,,,,26.7036,23.2322,0.09K,0.08K,672.8,485.0,10.77B,No,593.11,,,,,22
1201,TAIIND.BO,29.49,25.62,15.11,19.78,YES,YES,YES,3.74K,Distribution Services,Wholesale Distributors,66.0,91.0,77.0,45.0,3.2371,3.1193,0.97K,0.48K,36.76,20.7,176.94M,No,25.71,25.07,26.63,25.65,25.76,497
176,SHTL.BO,134.57,118.56,13.5,2.41,YES,YES,YES,56.40K,Producer Manufacturing,Industrial Machinery,94.0,96.0,96.0,96.0,7.2621,6.8564,8.48K,25.56K,137.9,38.43,761.45M,No,106.84,93.12,72.42,96.95,76.11,210
1117,ALPHAIND.BO,155.0,139.05,11.47,17.11,YES,YES,YES,2.40K,Producer Manufacturing,Metal Fabrication,68.0,85.0,71.0,41.0,1.3607,1.3571,0.39K,0.36K,187.0,91.1,1.58B,No,139.92,144.57,151.72,145.02,156.82,495
385,SHAREINDIA.NS,218.44,196.05,11.42,0.69,YES,YES,YES,28920.93K,Finance,Investment Banks/Brokers,88.0,93.0,94.0,87.0,10.0657,9.835,4803.14K,12182.56K,219.95,115.36,47.80B,No,181.08,178.97,152.99,182.01,153.08,500
163,YASHHV.BO,1080.45,975.9,10.71,0.88,YES,YES,YES,227.75K,Producer Manufacturing,Electrical Products,94.0,89.0,85.0,94.0,45.8643,44.2464,101.85K,99.25K,1090.0,366.0,30.93B,No,955.14,945.88,658.42,956.68,753.11,433
103,CHEMIESYNT.BO,98.71,89.54,10.24,0.0,YES,YES,YES,0.01K,Process Industries,Chemicals: Specialty,96.0,92.0,92.0,95.0,0.9593,0.0,0.01K,0.01K,98.71,30.98,303.04M,No,87.9,79.95,56.02,82.84,64.27,498
24,RANJITSE.BO,61.45,55.75,10.22,49.67,YES,YES,,0.00K,Finance,Finance/Rental/Leasing,98.0,24.0,30.0,1.0,1.8629,1.6279,0.14K,0.05K,122.1,6.24,165.14M,No,60.47,60.67,,60.71,72.38,198
1246,TREL.NS,29.77,27.03,10.14,11.16,YES,YES,YES,725.80K,Finance,Real Estate Development,65.0,87.0,74.0,68.0,1.5586,1.5571,126.59K,138.46K,33.51,21.47,7.31B,No,27.0,25.88,25.81,26.24,25.93,497
701,EFORU.BO,109.2,99.2,10.08,0.0,YES,YES,YES,0.00K,Distribution Services,Wholesale Distributors,80.0,49.0,50.0,49.0,0.6571,0.0,5.71K,5.71K,109.2,43.82,822.00M,No,96.08,95.59,84.61,96.23,90.98,495
620,PATELSAI.BO,366.0,332.75,9.99,12.86,YES,YES,YES,114.47K,Producer Manufacturing,Industrial Machinery,82.0,94.0,84.0,84.0,15.2107,10.3,9.92K,8.88K,420.0,180.1,2.00B,No,290.14,317.17,283.03,312.74,303.59,496
267,VENUSPIPES.NS,2131.7,1938.1,9.99,1.31,YES,YES,YES,1292.80K,Non-Energy Minerals,Steel,91.0,95.0,93.0,93.0,104.8429,93.5357,172.13K,336.53K,2160.0,890.0,44.16B,No,1754.19,1701.59,1362.66,1723.0,1455.13,499
248,QUINT.NS,63.66,57.88,9.99,0.0,YES,,,216.50K,Producer Manufacturing,Trucks/Construction/Farm Machinery,92.0,,,,3.3014,2.0943,17.84K,13.64K,63.66,35.58,3.01B,No,42.64,,,,,22
1025,AXISCADES.NS,1852.3,1684.5,9.96,16.22,YES,YES,YES,443.97K,Commercial Services,Miscellaneous Commercial Services,71.0,91.0,44.0,73.0,91.8072,84.6857,203.15K,212.39K,2211.0,1063.3,78.78B,No,1694.68,1618.74,1590.59,1638.07,1712.77,499
928,RIR.NS,197.63,179.77,9.93,4.85,YES,,,36388.66K,Electronic Technology,Semiconductors,74.0,88.0,,,12.8086,11.9271,573.24K,2057.38K,207.71,154.0,15.73B,No,171.1,,,167.05,,46
212,ASTONEALAB.BO,344.45,313.5,9.87,0.12,YES,YES,YES,35.00K,Health Technology,Pharmaceuticals: Major,93.0,94.0,86.0,94.0,9.3643,7.4,3.02K,9.60K,344.85,118.0,3.62B,No,284.18,278.3,205.48,282.18,226.24,324
213,RDGAIL.BO,165.0,150.5,9.63,0.0,YES,YES,YES,6.00K,Process Industries,Agricultural Commodities/Milling,93.0,86.0,94.0,80.0,2.4643,1.0357,4.72K,1.47K,165.0,54.5,1.46B,No,146.87,128.62,107.46,132.73,116.12,237
885,GEEKAYWIRE.NS,33.46,30.56,9.49,11.65,YES,YES,YES,955.40K,Non-Energy Minerals,Steel,75.0,96.0,87.0,86.0,2.4771,2.4114,151.49K,236.05K,37.87,18.51,3.50B,No,26.92,24.81,26.16,25.3,24.58,500
919,DYNAMIND.BO,128.95,118.1,9.19,32.1,YES,YES,YES,12.18K,Process Industries,Industrial Specialties,74.0,92.0,79.0,80.0,9.4286,9.1143,2.45K,9.71K,189.9,83.2,390.53M,No,111.73,109.57,109.77,112.73,107.15,496
488,YATHARTH.NS,1072.4,982.3,9.17,1.05,YES,YES,YES,3679.23K,Health Services,Hospital/Nursing Management,85.0,94.0,86.0,85.0,42.2929,41.4572,356.86K,288.17K,1083.8,538.25,103.33B,No,956.39,889.9,767.42,906.88,814.78,499
1415,PACIFICI.NS,148.5,136.1,9.11,7.19,YES,,,0.00K,Non-Energy Minerals,Construction Materials,60.0,,,,7.5214,6.3386,1.02K,0.36K,160.0,129.0,1.02B,No,140.97,,,,,22
1282,HARISH.BO,68.4,62.75,9.0,9.4,YES,YES,YES,0.29K,Producer Manufacturing,Industrial Machinery,64.0,80.0,54.0,50.0,3.82,3.52,2.34K,1.72K,75.5,52.4,228.18M,No,64.14,66.26,64.83,66.8,65.8,496
737,DEEP.NS,47.23,43.47,8.65,3.95,YES,,,56.97K,Process Industries,Chemicals: Specialty,79.0,,,,3.4721,3.4129,46.76K,88.34K,49.17,34.2,1.14B,No,38.46,,,,,22
