RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
499,STHINPA.BO,121.2,101.0,20.0,0.0,YES,YES,YES,305.33K,Process Industries,Pulp & Paper,85.0,82.0,85.0,80.0,5.875,4.25,4.65K,4.92K,121.2,65.1,2.27B,No,104.75,102.91,93.06,105.19,96.48,497
614,MYSORPETRO.BO,138.31,115.26,20.0,0.0,YES,YES,YES,20.07K,Distribution Services,Wholesale Distributors,82.0,96.0,91.0,84.0,9.515,9.3086,1.51K,4.06K,138.31,75.11,910.56M,No,103.97,99.74,99.32,103.1,97.36,498
433,BAIKAKAJI.BO,262.55,227.55,15.38,2.76,YES,YES,,149.40K,Process Industries,Containers/Packaging,87.0,95.0,90.0,74.0,15.3643,14.4036,72.99K,30.12K,270.0,143.1,5.62B,No,225.95,206.2,,213.61,192.04,156
720,ORIENTHOT.NS,139.5,121.21,15.09,6.69,YES,YES,YES,49651.01K,Consumer Services,Hotels/Resorts/Cruise Lines,79.0,75.0,89.0,79.0,5.8636,5.6607,1192.56K,275.91K,149.5,80.0,24.91B,No,130.38,129.34,110.22,131.92,109.49,499
1203,EXCELINDUS.NS,1133.25,985.2,15.03,15.98,YES,YES,YES,1055.76K,Process Industries,Chemicals: Agricultural,66.0,92.0,71.0,66.0,44.6393,43.8679,9.48K,10.30K,1348.8,800.05,14.25B,No,1010.91,951.81,945.74,965.19,946.04,499
867,DYNAVSN.BO,246.05,215.0,14.44,6.07,YES,YES,YES,5.88K,Finance,Real Estate Development,75.0,90.0,81.0,77.0,9.3429,8.6071,0.46K,0.54K,261.95,145.0,944.83M,No,209.98,201.44,189.82,206.55,187.03,498
365,GOLKUNDIA.BO,329.2,288.2,14.23,4.3,YES,YES,YES,72.47K,Consumer Durables,Other Consumer Specialties,89.0,92.0,87.0,89.0,19.4929,18.7857,3.79K,10.34K,344.0,156.0,2.29B,No,269.78,263.15,241.89,267.82,263.47,496
1069,KOHINOOR.NS,31.27,27.42,14.04,12.53,YES,YES,YES,1432.48K,Process Industries,Agricultural Commodities/Milling,69.0,93.0,83.0,72.0,1.47,1.47,113.57K,190.42K,35.75,19.2,1.16B,No,24.16,24.59,25.58,25.28,24.92,499
468,SONAMLTD.NS,67.19,60.31,11.41,2.61,YES,YES,YES,964.82K,Consumer Durables,Other Consumer Specialties,86.0,86.0,85.0,89.0,3.4579,3.4036,58.10K,29.23K,68.99,37.4,2.69B,No,55.54,54.77,49.19,55.54,52.67,498
178,SHREEREF.BO,368.1,332.05,10.86,9.38,YES,YES,YES,833.00K,Producer Manufacturing,Industrial Machinery,94.0,72.0,93.0,94.0,19.0071,18.2429,292.73K,265.50K,406.2,161.0,13.18B,No,331.1,345.23,240.23,346.95,256.71,259
1275,GFLLIMITED.NS,56.76,51.22,10.82,29.93,YES,YES,YES,770.05K,Consumer Services,Movies/Entertainment,64.0,92.0,77.0,70.0,2.7936,2.7393,50.07K,87.61K,81.0,37.25,6.24B,No,48.82,47.27,50.27,48.11,46.63,497
480,ANANDPROJ.BO,34.4,31.21,10.22,0.0,YES,YES,YES,0.01K,Utilities,Electric Utilities,85.0,93.0,88.0,84.0,0.53,0.0,0.00K,0.00K,34.4,24.48,32.14M,No,29.45,27.04,25.12,27.81,25.59,500
390,NILKAMAL.NS,2033.8,1846.7,10.13,3.38,YES,YES,YES,1423.71K,Consumer Durables,Home Furnishings,88.0,97.0,93.0,83.0,111.7,111.6857,93.86K,58.48K,2105.0,1050.5,30.45B,No,1808.42,1517.68,1395.99,1574.46,1393.89,499
93,SALSTEEL.NS,79.22,72.02,10.0,0.0,YES,YES,YES,923.75K,Non-Energy Minerals,Steel,96.0,97.0,84.0,90.0,5.3207,5.235,209.96K,715.53K,79.22,15.61,11.47B,No,62.58,59.05,49.09,60.32,53.41,498
1419,SIEL.BO,42.42,38.57,9.98,27.36,YES,YES,YES,2.69K,Process Industries,Containers/Packaging,60.0,94.0,81.0,40.0,2.6093,1.925,0.56K,1.23K,58.4,27.01,587.52M,No,32.47,31.77,36.97,32.4,33.62,497
211,GROVY.BO,73.4,66.77,9.93,2.13,YES,YES,YES,11.69K,Finance,Real Estate Development,93.0,97.0,95.0,90.0,4.7529,4.5929,4.80K,6.53K,75.0,32.0,1.28B,No,56.18,52.26,44.63,54.43,45.4,498
692,SALGUTI.BO,36.25,33.1,9.52,5.77,YES,YES,YES,0.01K,Process Industries,Textiles,80.0,62.0,54.0,73.0,1.0121,0.7,0.06K,0.24K,38.47,21.37,273.21M,No,34.11,32.05,28.08,32.19,29.49,496
138,RPEL.NS,1637.4,1495.2,9.51,1.66,YES,YES,YES,375.04K,Process Industries,Chemicals: Major Diversified,95.0,92.0,97.0,95.0,67.7143,67.15,103.06K,84.95K,1665.0,561.3,75.19B,No,1326.39,1274.72,941.37,1308.66,951.0,500
1296,HEALTHX.NS,313.7,288.5,8.73,13.58,YES,YES,YES,8.98K,Retail Trade,Internet Retail,63.0,40.0,65.0,55.0,13.5214,13.5214,13.08K,6.66K,363.0,252.5,9.98B,No,305.09,312.02,298.41,312.89,294.64,499
1395,HARISH.BO,67.5,62.09,8.71,10.6,NO,YES,YES,7.96K,Producer Manufacturing,Industrial Machinery,61.0,54.0,51.0,58.0,4.6336,4.3964,1.87K,2.26K,75.5,52.4,225.18M,No,68.03,67.05,64.61,67.26,65.63,498
1241,FILTRA.BO,64.97,60.0,8.28,29.68,YES,YES,YES,22.00K,Producer Manufacturing,Industrial Machinery,65.0,78.0,75.0,43.0,2.1864,2.1507,4.00K,3.20K,92.39,42.0,712.33M,No,59.47,57.16,61.98,58.75,59.1,495
585,DCMSIL.NS,74.58,68.94,8.18,29.15,NO,NO,,144.56K,Process Industries,Textiles,83.0,16.0,76.0,,5.3493,5.0714,47.65K,73.67K,105.27,49.5,6.49B,No,78.78,75.46,,76.24,,126
