RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
850,UML.BO,70.2,58.5,20.0,41.98,YES,YES,YES,294.00K,Retail Trade,Electronics/Appliance Stores,76.0,92.0,91.0,63.0,3.1964,2.6486,22.98K,36.40K,121.0,41.75,998.24M,No,59.66,56.49,57.7,58.65,54.4,282
368,JAINEX.BO,198.0,165.0,20.0,5.83,YES,YES,YES,33.85K,Consumer Durables,Tools & Hardware,89.0,97.0,95.0,88.0,12.4214,12.3643,1.39K,1.63K,210.25,95.55,444.41M,No,159.7,138.34,125.91,146.79,127.77,496
893,ANSALBU.NS,90.12,75.1,20.0,2.47,YES,,,32.47K,Consumer Durables,Homebuilding,75.0,,,,7.3229,7.0236,3.68K,2.04K,92.4,70.64,665.43M,No,79.94,,,,,25
395,OPTIEMUS.NS,708.9,590.75,20.0,0.58,YES,YES,YES,8044.82K,Distribution Services,Electronics Distributors,88.0,94.0,94.0,92.0,32.4214,32.0893,331.80K,416.17K,713.0,288.0,63.92B,No,582.45,585.18,470.31,591.51,477.98,499
243,VIKRAMAR.BO,134.3,111.92,20.0,0.0,YES,YES,YES,39.18K,Process Industries,Chemicals: Specialty,92.0,98.0,95.0,93.0,8.5307,8.0386,3.81K,7.73K,134.3,53.11,421.14M,No,91.12,80.92,70.43,86.35,72.52,383
529,AUSTENG.NS,162.85,135.71,20.0,0.0,YES,,,77.65K,Producer Manufacturing,Metal Fabrication,84.0,,,,10.8236,10.5886,3.99K,6.34K,162.85,110.0,,No,127.56,,,,,25
1058,CUBEXTUB.NS,104.85,87.38,19.99,27.03,YES,YES,YES,1043.44K,Non-Energy Minerals,Other Metals/Minerals,70.0,95.0,81.0,55.0,4.9343,4.8257,54.87K,104.53K,143.69,73.1,1.50B,No,79.63,79.27,92.32,81.65,86.4,498
136,VIKRAMTH.BO,386.05,327.55,17.86,1.78,YES,YES,YES,131.43K,Health Technology,Pharmaceuticals: Major,95.0,95.0,94.0,96.0,19.2857,16.5821,23.50K,22.80K,393.05,133.2,12.11B,No,316.0,280.01,196.99,297.55,218.13,496
227,HSIL.BO,586.8,498.0,17.83,1.21,YES,YES,YES,228.80K,Health Technology,Medical Specialties,92.0,98.0,93.0,93.0,38.075,35.1679,26.13K,81.68K,594.0,215.0,8.53B,No,420.76,390.91,332.69,404.25,356.7,496
885,REGAAL.NS,97.21,83.44,16.5,6.07,YES,YES,YES,8177.11K,Process Industries,Agricultural Commodities/Milling,75.0,63.0,83.0,69.0,4.1614,4.1507,237.13K,206.85K,103.49,57.27,10.01B,No,87.25,86.18,77.51,87.17,82.45,273
