RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
932,RAMBHAJO.NS,212.89,177.41,20.0,4.1,YES,,,2520.93K,Consumer Durables,Other Consumer Specialties,73.0,75.0,,,10.3371,10.0721,600.22K,311.24K,222.0,161.6,,No,184.2,,,,,39
103,PARMESHWAR.BO,244.5,203.75,20.0,0.0,YES,YES,YES,119.00K,Non-Energy Minerals,Other Metals/Minerals,96.0,93.0,79.0,93.0,8.2036,6.5679,11.37K,15.80K,244.5,64.71,3.74B,No,195.48,193.72,155.68,198.02,171.5,400
797,LAMBODHARA.NS,141.69,118.08,19.99,12.54,YES,YES,YES,983.82K,Process Industries,Textiles,77.0,92.0,88.0,74.0,6.925,6.8057,27.45K,17.27K,162.0,81.8,1.47B,No,114.2,113.42,112.11,116.72,108.59,498
474,VIRAT.NS,482.0,401.7,19.99,0.0,,,,125.54K,Consumer Non-Durables,Apparel/Footwear,86.0,,,,,,13.54K,13.54K,482.0,268.05,7.00B,No,,,,,,5
1017,SHANTIGEAR.NS,549.0,464.25,18.26,7.26,YES,YES,YES,11920.95K,Producer Manufacturing,Auto Parts: Oem,71.0,93.0,81.0,70.0,21.4179,19.0143,50.97K,211.86K,592.0,384.0,42.13B,No,413.73,428.68,449.18,439.67,447.24,498
506,MAKERSL.NS,220.86,186.88,18.18,1.51,,,,80.94K,Health Technology,Pharmaceuticals: Major,85.0,,,,,,9.02K,9.02K,224.25,150.0,1.30B,No,,,,,,5
401,KOTARISUG.NS,39.16,33.29,17.63,1.95,YES,YES,YES,3630.57K,Process Industries,Agricultural Commodities/Milling,88.0,98.0,92.0,87.0,2.0493,1.9607,88.28K,352.55K,39.94,22.5,3.25B,No,27.33,26.17,26.28,27.66,26.18,499
597,NAHARINDUS.NS,147.6,125.61,17.51,2.08,YES,YES,YES,570.32K,Process Industries,Textiles,82.0,92.0,85.0,84.0,7.9071,7.8014,25.16K,65.11K,150.73,83.05,6.38B,No,121.51,119.1,109.38,122.58,111.51,498
880,MARIS.BO,38.44,33.0,16.48,10.58,YES,YES,YES,21.51K,Process Industries,Textiles,75.0,94.0,80.0,78.0,2.2564,2.0707,5.46K,6.74K,42.99,23.6,304.63M,No,32.22,29.95,30.22,30.89,29.82,496
1097,MCPL.BO,99.5,86.0,15.7,21.16,YES,YES,YES,49.00K,Retail Trade,Home Improvement Chains,69.0,94.0,90.0,67.0,5.1386,3.3107,16.82K,3.70K,126.2,60.0,1.37B,No,89.97,94.24,87.96,92.73,84.64,498
755,INFINITY.BO,457.65,399.0,14.7,5.41,YES,YES,YES,22.40K,Technology Services,Packaged Software,78.0,85.0,81.0,63.0,18.1071,15.4286,2.66K,3.12K,483.85,294.0,2.50B,No,396.8,388.93,380.85,396.0,381.97,219
1319,RATNAMANI.NS,2697.0,2354.3999,14.55,19.37,YES,YES,YES,903.48K,Non-Energy Minerals,Steel,63.0,80.0,59.0,73.0,123.0571,121.9857,41.10K,58.03K,3345.0,1936.5,189.04B,No,2348.53,2492.09,2410.98,2479.06,2472.43,498
1001,BALUFORGE.NS,632.2,555.4,13.83,9.3,YES,YES,YES,15539.62K,Producer Manufacturing,Trucks/Construction/Farm Machinery,71.0,97.0,87.0,75.0,29.2393,27.35,988.41K,2628.03K,697.0,341.05,72.70B,No,483.46,465.03,498.22,485.81,475.97,499
1080,THEMISMED.NS,120.81,106.14,13.82,18.37,YES,YES,YES,1093.37K,Health Technology,Pharmaceuticals: Major,69.0,76.0,77.0,78.0,6.5557,6.5429,307.83K,146.10K,148.0,64.95,11.22B,No,108.43,110.91,98.84,111.72,97.77,499
708,ARCHIDPLY.NS,111.51,97.98,13.81,2.18,YES,YES,YES,188.71K,Producer Manufacturing,Building Products,79.0,95.0,88.0,77.0,5.8336,5.5286,20.11K,42.59K,114.0,60.0,2.23B,No,90.1,84.64,84.28,87.82,82.13,498
1089,ITL.NS,365.05,321.8,13.44,2.65,,,,21.65K,Producer Manufacturing,Industrial Machinery,69.0,,,,,,1.54K,1.54K,375.0,311.1,,No,,,,,,5
818,MAXESTATES.NS,549.15,494.85,10.97,1.9,YES,YES,YES,1963.92K,Finance,Real Estate Development,76.0,96.0,81.0,79.0,24.9321,24.5786,129.26K,240.54K,559.8,305.45,89.82B,No,434.93,432.3,420.58,439.92,412.25,497
191,MARC.NS,140.2,127.0,10.39,,YES,YES,,,Industrial Services,Engineering & Construction,93.0,91.0,91.0,97.0,6.6,5.6071,,,,,,No,124.14,103.36,,107.54,83.86,160
450,QUADFUTURE.NS,447.3,405.35,10.35,10.97,YES,YES,YES,23856.27K,Producer Manufacturing,Electrical Products,86.0,90.0,93.0,83.0,24.9286,24.8429,1078.35K,1020.45K,502.4,248.55,17.89B,No,361.23,397.49,327.99,401.86,338.89,402
445,IFINSEC.BO,248.15,225.2,10.19,12.91,YES,YES,YES,0.03K,Finance,Finance/Rental/Leasing,86.0,73.0,84.0,78.0,15.2464,13.0429,0.65K,0.87K,284.95,140.1,7.24B,No,224.6,219.76,192.23,222.63,199.09,498
342,MAYUR.BO,27.4,24.91,10.0,7.53,YES,YES,YES,44.19K,Consumer Non-Durables,Apparel/Footwear,89.0,89.0,92.0,70.0,2.9364,2.8586,20.79K,14.39K,29.63,12.75,132.47M,No,23.31,22.74,21.11,23.39,21.47,496
375,ISTRNETWK.BO,50.1,45.55,9.99,30.56,YES,YES,YES,214.23K,Commercial Services,Miscellaneous Commercial Services,88.0,59.0,66.0,71.0,3.5643,3.4986,25.77K,42.12K,72.15,14.76,3.64B,No,45.94,47.48,47.35,48.09,46.15,496
578,MEEIND.BO,395.0,360.35,9.62,11.42,YES,,,11.29K,Consumer Non-Durables,Apparel/Footwear,83.0,,,,24.575,20.8893,13.27K,0.90K,445.9,281.99,,No,380.76,,,,,20
520,MILLWORKS.BO,907.05,827.5,9.61,0.74,YES,,,519.60K,Producer Manufacturing,Metal Fabrication,84.0,,,,41.3036,40.3179,270.38K,151.20K,913.8,628.9,15.98B,No,786.87,,,,,25
1306,TVSSCS.NS,132.99,121.44,9.51,9.22,YES,NO,YES,40348.35K,Transportation,Air Freight/Couriers,63.0,46.0,65.0,52.0,5.7614,5.6857,709.60K,810.78K,146.5,90.32,58.67B,No,129.72,133.62,116.94,132.5,121.34,498
413,ANL.BO,313.0,286.0,9.44,0.0,YES,YES,,13.00K,Health Technology,Biotechnology,87.0,82.0,81.0,91.0,11.3607,8.8464,5.95K,2.90K,313.0,150.1,2.27B,No,291.22,274.54,,278.63,240.87,139
1046,MOLBIO.NS,1199.3,1098.45,9.18,1.69,,,,4088.66K,Health Technology,Medical Specialties,70.0,,,,,,7853.07K,7853.07K,1219.95,926.35,,No,,,,,,6
1391,KOTIC.NS,155.55,142.77,8.95,30.46,,,,78.29K,Process Industries,Chemicals: Agricultural,61.0,,,,,,51.47K,11.77K,223.7,141.2,,No,,,,,,5
1164,KAMATHOTEL.NS,225.94,207.66,8.8,31.49,YES,YES,YES,476.58K,Consumer Services,Hotels/Resorts/Cruise Lines,67.0,94.0,88.0,68.0,9.8157,9.6171,56.60K,101.69K,329.8,140.2,6.66B,No,181.86,179.99,194.23,187.07,178.49,498
1426,SHIVAAGRO.NS,42.76,39.4,8.53,6.84,,,,18.09K,Process Industries,Chemicals: Major Diversified,60.0,,,,,,6.36K,6.36K,45.9,37.01,,No,,,,,,5
1130,CLSEL.NS,312.75,288.35,8.46,2.57,YES,YES,YES,2814.06K,Process Industries,Agricultural Commodities/Milling,68.0,78.0,57.0,63.0,11.3107,11.1107,367.44K,56.33K,321.0,203.75,15.55B,No,284.45,285.59,268.85,285.88,274.43,497
765,OPTIEMUS.NS,585.7,540.2,8.42,17.85,YES,YES,YES,2149.73K,Distribution Services,Electronics Distributors,78.0,36.0,88.0,82.0,26.9464,25.9571,277.69K,125.22K,713.0,288.0,52.81B,No,581.11,547.27,468.17,560.75,452.41,498
710,UNIROYAL.BO,26.0,24.0,8.33,10.34,YES,YES,YES,1.83K,Process Industries,Textiles,79.0,95.0,84.0,72.0,2.4471,2.3221,2.46K,6.60K,29.0,16.7,214.99M,No,22.01,20.45,20.23,21.55,20.45,496
67,KABRAEXTRU.NS,611.1,566.2,7.93,2.25,YES,YES,YES,1093.22K,Producer Manufacturing,Industrial Machinery,97.0,98.0,98.0,96.0,38.8786,38.125,244.98K,485.09K,625.15,180.0,21.37B,No,475.88,365.92,263.43,405.81,290.91,498
