RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
102,AVALON.NS,2537.7,2216.1001,14.51,3.07,YES,YES,YES,4310.98K,Electronic Technology,Electronic Production Equipment,96.0,87.0,92.0,96.0,157.9786,154.0,459.96K,574.35K,2618.0,777.3,169.73B,No,2253.15,2006.7,1361.98,2059.38,1553.35,500
523,SAMBHV.NS,147.57,129.09,14.32,2.27,YES,YES,YES,28285.91K,Non-Energy Minerals,Steel,84.0,90.0,88.0,86.0,6.5264,6.5107,1595.41K,1801.97K,150.99,81.42,43.48B,No,129.94,123.9,108.02,125.7,114.0,304
337,BHATIA.BO,39.09,34.61,12.94,6.12,YES,YES,YES,1529.45K,Retail Trade,Electronics/Appliance Stores,89.0,96.0,93.0,88.0,2.1586,2.0571,124.13K,269.31K,41.64,17.99,5.50B,No,32.06,27.68,24.5,28.82,25.14,496
1217,RAJPACK.BO,33.91,30.24,12.14,26.04,YES,YES,YES,12.94K,Process Industries,Containers/Packaging,66.0,91.0,77.0,52.0,1.6993,1.4114,2.04K,3.75K,45.85,24.8,154.96M,No,29.65,28.99,31.15,29.4,29.38,496
643,PALCO.BO,164.55,147.05,11.9,14.83,YES,YES,YES,4.45K,Distribution Services,Wholesale Distributors,81.0,85.0,81.0,85.0,11.8286,10.025,2.05K,2.49K,193.2,88.85,658.20M,No,153.29,146.3,132.46,149.63,136.71,496
592,VISAKAIND.NS,97.36,87.15,11.72,6.75,YES,YES,YES,612.79K,Process Industries,Industrial Specialties,83.0,63.0,84.0,86.0,3.9343,3.5714,553.16K,217.07K,104.41,50.2,8.41B,No,91.14,89.09,72.87,90.56,75.82,499
294,NRBBEARING.NS,525.5,471.3,11.5,1.76,YES,YES,YES,9738.09K,Producer Manufacturing,Auto Parts: Oem,91.0,79.0,83.0,92.0,24.175,23.6643,513.10K,576.94K,534.9,212.55,50.93B,No,480.54,454.26,343.52,457.82,370.6,499
986,ALPHAIND.BO,155.0,139.05,11.47,17.11,YES,YES,YES,2.40K,Producer Manufacturing,Metal Fabrication,72.0,85.0,72.0,39.0,1.3607,1.3571,0.30K,0.36K,187.0,91.1,1.58B,No,139.88,144.42,151.89,145.02,156.82,495
132,MACPOWER.NS,2104.5,1889.6,11.37,2.07,YES,YES,YES,237.78K,Producer Manufacturing,Industrial Machinery,95.0,74.0,97.0,94.0,111.5786,108.4929,60.85K,41.41K,2149.0,761.0,21.05B,No,1904.27,1680.0,1182.3,1729.41,1282.67,499
874,JETFREIGHT.NS,22.14,19.9,11.26,14.68,YES,NO,YES,1486.25K,Transportation,Airlines,75.0,50.0,49.0,59.0,1.035,1.035,220.11K,181.21K,25.95,11.9,1.03B,No,21.26,22.18,19.82,22.27,20.72,499
200,IRISDOREME.NS,64.58,58.18,11.0,2.59,YES,YES,YES,2408.24K,Consumer Non-Durables,Apparel/Footwear,93.0,81.0,95.0,93.0,3.0193,2.7893,1040.68K,973.36K,66.3,26.35,12.29B,No,59.66,54.4,39.74,56.51,42.35,497
1205,POONAWALLA.NS,479.4,432.45,10.86,15.95,YES,YES,YES,7163.60K,Finance,Finance/Rental/Leasing,66.0,39.0,79.0,56.0,14.2071,13.6714,1464.23K,754.45K,570.4,361.2,419.89B,No,462.12,472.09,441.49,474.07,436.38,500
169,UNIVASTU.NS,152.26,138.11,10.25,14.93,NO,YES,YES,51.71K,Industrial Services,Engineering & Construction,94.0,7.0,96.0,94.0,8.4529,7.37,157.64K,61.76K,178.98,56.02,5.48B,No,159.04,144.3,88.97,147.77,98.2,499
44,STDSFAC.BO,158.36,143.64,10.25,0.0,YES,YES,YES,99.92K,Consumer Non-Durables,Household/Personal Care,97.0,98.0,98.0,96.0,8.1429,3.01,9.31K,30.40K,158.36,44.1,1.31B,No,93.46,69.0,56.18,77.46,60.45,496
414,ASPIRA.BO,115.0,104.32,10.24,15.37,YES,YES,YES,0.09K,Health Services,Medical/Nursing Services,87.0,90.0,38.0,90.0,4.9457,3.5343,5.17K,1.04K,135.88,49.0,1.18B,No,94.43,99.27,83.19,101.01,91.21,496
1016,CBPL.BO,49.61,45.0,10.24,5.88,YES,YES,YES,5.00K,Distribution Services,Medical Distributors,71.0,30.0,73.0,76.0,0.765,0.0007,2.54K,1.30K,52.71,29.7,374.31M,No,48.91,43.57,40.0,44.6,39.73,498
151,SALSTEEL.NS,82.26,74.62,10.24,4.63,YES,YES,YES,251.94K,Non-Energy Minerals,Steel,94.0,86.0,93.0,91.0,4.9493,4.4114,391.53K,471.18K,86.25,26.1,11.91B,No,77.73,67.22,52.86,68.81,57.86,497
501,PRIMIND.BO,59.75,54.2,10.24,0.99,YES,YES,YES,3.89K,Finance,Real Estate Development,85.0,97.0,86.0,86.0,3.5364,2.45,87.00K,494.61K,60.35,22.1,1.25B,No,42.72,42.33,41.69,43.38,41.99,496
38,BODALCHEM.NS,191.23,173.46,10.24,0.0,YES,YES,YES,1686.11K,Process Industries,Industrial Specialties,98.0,99.0,98.0,98.0,14.3636,11.8621,1734.96K,4032.26K,191.23,42.81,24.08B,No,140.61,96.95,67.8,103.76,76.37,499
106,CHEMIESYNT.BO,98.71,89.54,10.24,0.0,YES,YES,YES,0.01K,Process Industries,Chemicals: Specialty,96.0,92.0,93.0,95.0,0.9593,0.0,0.01K,0.01K,98.71,30.98,303.04M,No,88.31,80.41,56.28,82.84,64.27,498
130,CFL.BO,86.46,78.43,10.24,0.0,YES,YES,YES,7.67K,Process Industries,Industrial Specialties,95.0,98.0,95.0,91.0,3.0536,2.0464,7.44K,39.64K,86.46,20.5,761.51M,No,57.27,52.33,50.73,55.21,52.23,497
223,NATFIT.BO,299.25,271.45,10.24,0.0,YES,YES,YES,10.65K,Producer Manufacturing,Metal Fabrication,93.0,98.0,97.0,89.0,16.7393,12.0143,24.39K,52.07K,299.25,133.6,2.72B,No,220.56,183.71,166.0,194.46,168.93,496
438,SRDAPRT.BO,136.86,124.15,10.24,0.0,YES,YES,YES,13.76K,Process Industries,Agricultural Commodities/Milling,87.0,95.0,92.0,92.0,4.1829,1.5093,7.73K,34.78K,136.86,59.95,1.23B,No,102.37,100.21,85.85,103.61,91.11,498
1152,KAYA.NS,341.0,309.35,10.23,30.11,NO,YES,YES,13.89K,Consumer Non-Durables,Household/Personal Care,68.0,57.0,87.0,50.0,18.2643,15.8571,36.64K,18.33K,487.9,224.01,5.18B,No,343.25,302.15,302.93,309.65,280.4,498
582,SUNITATOOL.BO,1066.3,967.3,10.23,7.28,YES,YES,YES,22.75K,Producer Manufacturing,Industrial Machinery,83.0,84.0,89.0,35.0,55.2357,50.4571,11.93K,10.40K,1150.0,553.0,6.70B,No,1015.12,973.5,834.04,985.7,885.43,496
74,SHHARICH.BO,280.7,254.65,10.23,6.73,YES,YES,YES,22.08K,Process Industries,Chemicals: Specialty,97.0,98.0,98.0,96.0,14.9643,5.8357,13.13K,45.73K,300.95,87.65,1.77B,No,225.23,178.34,128.38,191.39,135.41,496
420,SOFTTECH.NS,525.7,476.9,10.23,0.0,YES,YES,YES,35.07K,Technology Services,Packaged Software,87.0,93.0,84.0,92.0,19.9393,16.925,3.56K,6.90K,525.7,215.0,7.28B,No,435.23,425.86,362.74,434.3,385.71,497
25,RANJITSE.BO,61.45,55.75,10.22,49.67,YES,YES,,0.00K,Finance,Finance/Rental/Leasing,98.0,14.0,37.0,1.0,2.19,1.955,0.14K,0.05K,122.1,6.24,165.14M,No,60.24,60.63,,60.71,72.38,199
781,SPICELOUNG.BO,40.01,36.3,10.22,44.58,YES,YES,YES,1297.59K,Retail Trade,Discount Stores,78.0,97.0,95.0,72.0,1.8121,0.5564,343.45K,1116.94K,72.2,16.21,27.89B,No,28.19,26.44,30.18,27.74,26.26,497
227,BHAGERIA.NS,334.75,303.7,10.22,2.12,YES,YES,YES,62.60K,Process Industries,Chemicals: Specialty,92.0,98.0,93.0,94.0,19.2036,13.5821,85.52K,193.99K,342.0,127.51,14.61B,No,273.86,235.1,187.69,245.92,197.95,498
588,MKPMOB.BO,161.3,146.35,10.22,0.89,YES,YES,YES,0.46K,Finance,Financial Conglomerates,83.0,81.0,88.0,81.0,11.175,10.5357,0.16K,0.36K,162.75,97.0,550.20M,No,146.75,146.38,125.12,147.16,124.59,497
492,MPCOSEMB.BO,36.12,32.77,10.22,0.0,YES,YES,YES,21.93K,Technology Services,Information Technology Services,85.0,97.0,93.0,75.0,1.1571,0.725,6.08K,33.12K,36.12,20.52,129.48M,No,26.75,24.24,25.01,25.33,24.75,498
771,SNL.BO,472.3,428.6,10.2,0.76,YES,YES,YES,11.40K,Producer Manufacturing,Auto Parts: Oem,78.0,91.0,84.0,73.0,17.3214,15.8714,2.11K,5.23K,475.9,299.7,1.71B,No,405.19,392.67,371.95,402.55,373.61,496
587,SBVCL.BO,145.0,131.6,10.18,0.03,YES,YES,YES,17.40K,Producer Manufacturing,Industrial Machinery,83.0,96.0,82.0,84.0,5.8036,3.9286,5.85K,4.44K,145.05,60.3,1.18B,No,125.28,112.82,100.57,116.75,102.47,497
1288,NIKKIGL.BO,21.79,19.78,10.16,4.43,YES,YES,YES,0.74K,Finance,Investment Banks/Brokers,64.0,84.0,55.0,28.0,0.9364,0.6686,9.23K,0.28K,22.8,14.27,74.52M,No,19.39,18.83,20.04,19.09,20.77,497
1083,SUNILTX.BO,89.6,81.37,10.11,9.31,YES,YES,YES,1.60K,Consumer Non-Durables,Apparel/Footwear,69.0,87.0,74.0,57.0,1.9136,0.6321,0.14K,0.34K,98.8,59.5,376.32M,No,73.82,78.31,81.04,78.54,78.75,498
147,HPBL.BO,383.8,348.6,10.1,0.13,YES,YES,YES,16.03K,Process Industries,Containers/Packaging,95.0,97.0,96.0,93.0,19.8929,16.6929,17.06K,8.35K,384.3,140.1,4.10B,No,288.09,230.94,205.14,248.38,222.0,496
673,EFORU.BO,109.2,99.2,10.08,0.0,YES,YES,YES,0.00K,Distribution Services,Wholesale Distributors,80.0,48.0,68.0,43.0,0.6571,0.0,5.69K,5.69K,109.2,43.82,822.00M,No,96.13,95.68,84.79,96.23,90.98,495
79,SHILPAMED.NS,1021.1,928.05,10.03,1.16,YES,YES,YES,1766.38K,Health Technology,Pharmaceuticals: Major,96.0,93.0,97.0,97.0,51.7429,50.0393,1800.67K,896.55K,1033.1,259.5,199.71B,No,923.49,783.73,493.82,808.46,570.95,500
1374,OLYOI.BO,28.01,25.46,10.02,26.19,YES,YES,YES,0.07K,Distribution Services,Food Distributors,62.0,87.0,83.0,15.0,0.8464,0.475,0.05K,0.02K,37.95,20.52,79.94M,No,25.3,24.27,25.34,24.74,24.16,498
188,QUINT.NS,70.02,63.66,9.99,0.0,YES,,,668.82K,Producer Manufacturing,Trucks/Construction/Farm Machinery,93.0,,,,3.9771,2.77,26.88K,35.16K,70.02,35.58,3.31B,No,44.32,,,,,23
66,COSPOWER.BO,2814.0,2560.0,9.92,0.0,YES,YES,YES,2.00K,Producer Manufacturing,Electrical Products,97.0,97.0,95.0,97.0,98.6821,78.6536,0.83K,2.36K,2814.0,598.05,5.17B,No,2139.09,2007.74,1349.86,2096.56,1546.45,497
121,MAYUR.BO,42.21,38.41,9.89,0.31,YES,YES,YES,42.65K,Consumer Non-Durables,Apparel/Footwear,95.0,98.0,97.0,96.0,2.6364,2.1879,13.49K,22.07K,42.34,12.75,204.08M,No,33.23,27.1,22.68,28.54,23.17,496
967,DYNAMIND.BO,129.6,118.1,9.74,31.75,YES,YES,YES,0.95K,Process Industries,Industrial Specialties,72.0,92.0,79.0,75.0,10.1821,9.0786,2.63K,10.69K,189.9,83.2,392.49M,No,113.21,110.1,109.83,112.8,107.17,496
1299,SARTHAKGL.BO,35.65,32.5,9.69,53.44,YES,NO,NO,0.00K,Finance,Investment Banks/Brokers,64.0,17.0,56.0,8.0,1.6579,1.3807,0.55K,0.68K,76.57,26.48,106.95M,No,35.48,38.12,37.56,38.09,39.16,497
350,VALIANTORG.NS,426.65,389.0,9.68,0.51,YES,YES,YES,161.46K,Process Industries,Chemicals: Specialty,89.0,96.0,89.0,92.0,21.9357,19.6321,36.65K,85.13K,428.85,195.0,11.96B,No,330.73,303.01,273.45,315.78,282.46,497
222,RDGAIL.BO,165.0,150.5,9.63,0.0,YES,YES,YES,6.00K,Process Industries,Agricultural Commodities/Milling,93.0,86.0,95.0,80.0,2.4643,1.0357,4.57K,1.07K,165.0,54.5,1.46B,No,146.87,128.62,107.46,132.73,116.12,237
724,DPABHUSHAN.NS,1448.3,1321.6,9.59,13.28,YES,YES,YES,37.90K,Retail Trade,Specialty Stores,79.0,53.0,94.0,79.0,56.2857,54.8929,87.66K,21.39K,1670.0,866.1,33.06B,No,1420.62,1399.76,1212.61,1402.32,1144.5,499
334,TALBROAUTO.NS,476.7,435.2,9.54,0.85,YES,YES,YES,1960.82K,Producer Manufacturing,Industrial Machinery,90.0,84.0,87.0,92.0,16.8036,16.2036,285.18K,376.75K,480.8,219.9,29.43B,No,419.52,414.57,327.54,418.64,348.39,501
356,VALIANT.BO,1391.05,1269.9,9.54,0.64,YES,YES,YES,66.90K,Electronic Technology,Telecommunications Equipment,89.0,90.0,76.0,75.0,85.2393,85.2393,17.25K,17.66K,1400.0,616.7,16.26B,No,1227.28,1127.5,1017.1,1149.67,1089.47,497
507,SHOORA.BO,82.8,75.62,9.49,15.68,YES,YES,YES,1.50K,Consumer Durables,Other Consumer Specialties,85.0,75.0,53.0,85.0,1.0157,0.0021,4.93K,24.00K,98.2,34.25,382.84M,No,71.52,77.77,61.99,77.5,66.88,498
237,CHMBBRW.BO,39.58,36.18,9.4,20.2,YES,YES,YES,13.53K,Consumer Non-Durables,Beverages: Alcoholic,92.0,26.0,96.0,69.0,2.6143,2.5221,15.68K,9.59K,49.6,15.03,296.41M,No,35.67,39.48,28.59,40.18,32.18,496
303,RAMBHAJO.NS,290.85,266.17,9.27,0.66,YES,YES,,1439.33K,Consumer Durables,Other Consumer Specialties,90.0,98.0,,,18.1836,17.8529,1433.27K,857.23K,292.78,161.6,,No,256.5,216.61,,220.62,,58
1165,KAMATHOTEL.NS,229.3,209.88,9.25,30.47,YES,YES,YES,48.98K,Consumer Services,Hotels/Resorts/Cruise Lines,67.0,89.0,87.0,60.0,13.3257,12.5957,78.26K,94.39K,329.8,140.2,6.76B,No,223.05,195.55,192.79,199.47,182.55,498
962,SPLPETRO.NS,865.7,792.7,9.21,11.57,YES,YES,YES,1234.72K,Process Industries,Industrial Specialties,73.0,91.0,80.0,67.0,33.7429,32.8571,228.56K,526.70K,979.0,462.3,162.79B,No,760.69,734.84,689.21,743.04,728.59,500
819,RISHDIGA.BO,43.43,39.79,9.15,1.18,YES,YES,YES,8.09K,Non-Energy Minerals,Steel,77.0,90.0,86.0,59.0,1.9893,1.5157,1.20K,1.76K,43.95,28.5,238.27M,No,37.15,36.13,35.15,36.45,35.01,496
903,ALUFLUOR.NS,537.15,492.2,9.13,0.99,YES,,,28.77K,Non-Energy Minerals,Aluminum,74.0,,,,16.5429,16.3321,6.80K,5.43K,542.5,430.0,,No,487.43,,,,,23
1349,SHELTER.BO,36.0,33.0,9.09,22.6,YES,YES,YES,6.00K,Health Technology,Pharmaceuticals: Major,62.0,94.0,83.0,46.0,1.5464,0.9336,24.57K,36.60K,46.51,23.0,606.12M,No,32.15,28.79,32.57,29.6,30.43,496
352,WEPSOLN.BO,37.23,34.14,9.05,5.94,YES,YES,YES,34.64K,Electronic Technology,Computer Peripherals,89.0,91.0,93.0,88.0,2.085,1.655,52.36K,21.99K,39.58,17.65,1.38B,No,33.87,31.45,25.1,32.38,26.51,496
728,OMAXAUTO.NS,182.16,167.1,9.01,30.84,NO,NO,YES,85.58K,Producer Manufacturing,Auto Parts: Oem,79.0,19.0,11.0,90.0,9.32,8.6836,68.18K,61.32K,263.4,84.5,3.91B,No,183.18,200.48,157.24,195.67,177.15,498
546,ACEALPHA.BO,149.3,137.0,8.98,0.47,YES,YES,YES,65.00K,Technology Services,Packaged Software,84.0,84.0,81.0,85.0,2.4643,1.575,10.10K,5.00K,150.0,80.05,2.62B,No,135.32,132.87,109.71,135.07,117.41,303
108,CALSOFT.NS,39.19,35.97,8.95,9.14,YES,YES,YES,171.44K,Technology Services,Information Technology Services,96.0,97.0,95.0,97.0,2.3714,1.5729,220.79K,265.17K,43.13,10.9,2.42B,No,35.88,27.89,19.38,29.41,21.4,498
591,PROCLB.BO,46.0,42.26,8.85,5.93,YES,YES,YES,67.18K,Commercial Services,Miscellaneous Commercial Services,83.0,96.0,93.0,60.0,1.9057,0.5479,17.49K,57.24K,48.9,23.23,234.74M,No,32.65,30.79,33.33,32.47,32.6,496
989,MCFL.BO,111.0,102.0,8.82,13.95,NO,NO,YES,1.20K,Process Industries,Agricultural Commodities/Milling,72.0,26.0,73.0,73.0,2.9,0.8429,20.91K,5.04K,129.0,72.12,1.20B,No,115.57,111.82,93.99,111.56,97.27,499
48,SAPL.BO,6532.3,6003.6499,8.81,0.03,YES,YES,YES,0.08K,Producer Manufacturing,Industrial Machinery,97.0,98.0,98.0,97.0,222.2322,114.8107,0.30K,0.15K,6534.15,1840.95,31.12B,No,4566.38,3980.8,2620.91,4239.15,2950.56,497
468,SHILINDORE.BO,1348.75,1240.0,8.77,5.68,YES,YES,YES,0.00K,Consumer Services,Hotels/Resorts/Cruise Lines,86.0,86.0,82.0,89.0,42.1893,22.1071,1.50K,0.20K,1430.0,702.05,4.11B,No,1244.22,1245.83,1003.7,1247.05,1080.25,498
921,VETO.NS,139.15,127.94,8.76,9.61,YES,YES,YES,189.47K,Producer Manufacturing,Electrical Products,74.0,85.0,53.0,76.0,4.645,4.4157,28.71K,29.60K,153.95,82.32,2.66B,No,127.33,124.96,114.16,126.32,117.35,499
807,ELGIRUBCO.NS,61.6,56.68,8.68,14.44,YES,YES,YES,74.24K,Producer Manufacturing,Miscellaneous Manufacturing,77.0,75.0,84.0,83.0,3.5307,3.2357,103.96K,77.53K,72.0,32.72,3.08B,No,59.28,58.97,49.11,59.72,51.46,500
5,ARIHANT.NS,936.35,862.25,8.59,23.56,YES,NO,,2.24K,Finance,Real Estate Development,98.0,19.0,67.0,,58.95,55.8857,6.42K,2.81K,1225.0,39.65,10.17B,No,934.99,975.36,,988.37,,111
1246,SALGUTI.BO,30.0,27.65,8.5,22.02,YES,NO,YES,0.03K,Process Industries,Textiles,65.0,15.0,41.0,54.0,0.9164,0.5986,0.07K,0.09K,38.47,21.37,226.10M,No,28.88,31.7,28.72,31.51,29.84,498
1229,DBSTOCKBRO.NS,30.35,27.99,8.43,37.42,YES,NO,YES,6.93K,Finance,Investment Banks/Brokers,65.0,25.0,58.0,60.0,1.3193,1.1986,67.50K,5.50K,48.5,23.15,1.06B,No,29.04,32.7,28.65,31.88,30.07,497
531,VIJAYA.NS,1558.9,1438.3,8.38,1.21,YES,YES,YES,278.14K,Health Services,Medical/Nursing Services,84.0,71.0,79.0,85.0,57.75,53.9857,249.82K,153.81K,1578.0,848.0,160.56B,No,1490.23,1430.4,1174.6,1433.58,1246.28,498
1404,PBMPOLY.NS,65.0,60.0,8.33,9.97,YES,,,0.15K,Process Industries,Textiles,61.0,,,,3.4936,3.3329,0.40K,0.18K,72.2,56.53,447.14M,No,61.05,,,,,23
486,LUMAXTECH.NS,2102.7,1941.8,8.29,2.14,YES,YES,YES,190.45K,Producer Manufacturing,Auto Parts: Oem,85.0,71.0,84.0,78.0,85.5,81.0857,253.79K,130.50K,2148.7,1094.8,143.32B,No,1981.96,1793.39,1643.28,1822.44,1697.87,499
1329,DMCC.NS,280.65,259.3,8.23,15.7,NO,NO,YES,122.61K,Process Industries,Chemicals: Major Diversified,63.0,45.0,72.0,69.0,13.9179,13.775,101.15K,57.34K,332.9,191.35,7.00B,No,286.24,280.85,257.72,283.94,263.32,497
371,RESONANCE.BO,169.55,156.8,8.13,10.05,YES,YES,YES,8.70K,Process Industries,Chemicals: Specialty,89.0,54.0,81.0,90.0,9.9107,9.075,19.08K,17.56K,188.5,77.0,1.96B,No,165.23,156.99,119.77,158.17,126.91,496
65,WELCORP.NS,2660.1,2460.3,8.12,4.48,YES,YES,YES,4629.36K,Producer Manufacturing,Industrial Machinery,97.0,95.0,97.0,97.0,140.1357,136.0285,1853.64K,2002.13K,2784.8,710.0,701.48B,No,2521.78,2065.92,1290.3,2115.51,1484.92,501
51,KUBERJI.BO,51.5,47.68,8.01,8.4,YES,YES,YES,20.23K,Finance,Financial Conglomerates,97.0,96.0,98.0,98.0,3.54,2.7036,31.37K,50.18K,56.22,10.51,176.80M,No,49.21,34.61,21.38,37.47,25.02,496
839,INDBNK.BO,52.92,49.0,8.0,15.19,YES,YES,YES,2.31K,Finance,Finance/Rental/Leasing,76.0,74.0,67.0,67.0,3.2607,3.0007,1.40K,0.60K,62.4,35.6,529.20M,No,49.57,50.45,45.27,50.26,47.36,496
168,QMSMEDI.NS,177.36,164.29,7.96,0.0,YES,YES,YES,86.78K,Distribution Services,Medical Distributors,94.0,94.0,96.0,94.0,7.4021,7.0443,28.93K,28.74K,177.36,68.95,3.43B,No,156.05,131.68,99.29,137.48,104.5,498
746,SIMPLEXCAS.BO,126.05,116.8,7.92,4.51,YES,YES,YES,625.37K,Producer Manufacturing,Metal Fabrication,78.0,88.0,80.0,75.0,9.1357,9.0893,272.47K,473.12K,132.0,73.28,5.17B,No,110.04,105.76,99.15,108.6,101.14,499
1376,RAJKOTINV.BO,44.75,41.51,7.81,16.98,YES,YES,YES,0.01K,Finance,Finance/Rental/Leasing,62.0,72.0,58.0,60.0,1.9079,1.8114,0.16K,0.33K,53.9,32.0,44.75M,No,43.21,44.62,43.25,44.37,43.68,496
1179,MOL.NS,63.05,58.5,7.78,28.11,NO,YES,YES,1434.82K,Process Industries,Chemicals: Specialty,67.0,62.0,84.0,77.0,3.3979,3.3036,1971.56K,1280.64K,87.7,36.5,16.03B,No,63.05,57.72,54.37,58.45,52.03,499
50,KABRAEXTRU.NS,681.6,632.75,7.72,8.13,YES,YES,YES,233.88K,Producer Manufacturing,Industrial Machinery,97.0,95.0,98.0,97.0,43.3929,41.8786,347.76K,447.54K,741.9,180.0,23.84B,No,629.98,506.18,301.4,522.21,331.72,500
607,ACCELERATE.BO,137.0,127.27,7.65,31.14,YES,YES,YES,1.28K,Commercial Services,Miscellaneous Commercial Services,82.0,95.0,91.0,4.0,3.1171,0.2307,0.57K,2.43K,198.95,67.0,471.02M,No,106.42,102.92,124.0,106.18,134.21,495
152,FCL.NS,57.02,52.99,7.61,8.62,YES,YES,YES,26160.94K,Process Industries,Industrial Specialties,94.0,93.0,86.0,96.0,3.3171,3.2521,16156.91K,34701.91K,62.4,19.1,66.40B,No,53.04,45.66,32.16,46.64,35.23,501
325,GMMPFAUDLR.NS,1467.0,1363.4,7.6,0.54,YES,YES,YES,1207.84K,Producer Manufacturing,Industrial Machinery,90.0,96.0,96.0,86.0,63.4429,60.95,324.21K,811.01K,1475.0,735.0,65.95B,No,1187.79,1011.48,940.11,1047.69,912.86,500
1166,HOCL.BO,38.43,35.72,7.59,17.53,YES,YES,YES,104.12K,Process Industries,Chemicals: Specialty,67.0,70.0,51.0,73.0,1.545,1.5086,40.96K,39.47K,46.6,21.05,2.58B,No,37.09,37.48,33.71,37.68,34.74,496
631,GOODRICKE.BO,233.55,217.2,7.53,6.56,YES,YES,YES,9.08K,Process Industries,Agricultural Commodities/Milling,82.0,79.0,86.0,82.0,11.5714,10.9214,11.60K,10.56K,249.95,142.05,5.04B,No,228.54,205.51,176.91,209.38,182.39,496
1108,HLEGLAS.NS,446.9,415.65,7.52,32.49,YES,YES,YES,1020.90K,Producer Manufacturing,Industrial Machinery,69.0,96.0,79.0,82.0,24.0214,24.0214,409.42K,734.29K,661.95,250.0,31.04B,No,353.0,379.38,367.45,387.98,351.2,501
1169,AXISCADES.NS,1811.2,1684.5,7.52,18.08,YES,YES,YES,286.10K,Commercial Services,Miscellaneous Commercial Services,67.0,84.0,35.0,73.0,91.9643,83.3929,207.24K,227.71K,2211.0,1063.3,77.04B,No,1701.88,1622.74,1592.15,1633.96,1711.4,499
1052,EDELWEISS.NS,136.25,126.74,7.5,3.3,YES,YES,YES,9148.55K,Finance,Investment Banks/Brokers,70.0,84.0,72.0,65.0,6.86,6.5829,5578.15K,12414.14K,140.9,98.0,128.96B,No,130.51,123.77,115.56,125.07,118.11,500
952,ARMAN.BO,124.9,116.2,7.49,5.38,YES,YES,YES,18.79K,Process Industries,Textiles,73.0,79.0,71.0,52.0,5.3143,5.3071,26.79K,25.48K,132.0,80.85,650.79M,No,117.1,114.71,107.38,116.29,111.47,496
