RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
991,SHETR.BO,133.92,111.6,20.0,17.79,YES,YES,YES,111.56K,Process Industries,Containers/Packaging,72.0,97.0,80.0,66.0,6.5143,4.3271,1.96K,0.76K,162.9,83.8,1.21B,No,96.79,95.23,106.89,98.03,101.72,497
861,KOURA.BO,47.58,40.5,17.48,3.1,YES,YES,YES,42.00K,Consumer Durables,Other Consumer Specialties,75.0,95.0,83.0,81.0,2.6171,1.48,4.84K,13.60K,49.1,30.05,249.87M,No,37.82,35.75,37.19,36.57,37.27,496
777,HINDADH.BO,385.1,335.55,14.77,4.36,YES,YES,YES,76.53K,Process Industries,Industrial Specialties,77.0,96.0,80.0,76.0,20.0357,14.325,1.60K,1.55K,402.65,247.6,1.97B,No,275.85,279.99,301.18,286.42,297.07,495
1264,PARAGONF.BO,56.97,50.29,13.28,10.52,YES,YES,YES,5.50K,Finance,Finance/Rental/Leasing,64.0,88.0,66.0,64.0,4.7093,3.9857,1.66K,1.87K,63.67,37.25,242.12M,No,50.15,49.73,50.65,51.08,50.42,497
845,AARNAV.NS,35.37,31.23,13.26,5.43,YES,,,220.80K,Finance,Investment Banks/Brokers,76.0,,,,2.0186,2.0186,125.40K,58.80K,37.4,21.0,,No,31.0,,,,,20
56,YASHO.NS,4915.8,4362.2998,12.69,1.57,YES,YES,YES,240.19K,Consumer Non-Durables,Food: Specialty/Candy,97.0,98.0,98.0,98.0,308.7928,299.2214,59.24K,123.67K,4994.0,1130.0,59.25B,No,3853.22,3282.07,1986.76,3498.35,2257.47,497
385,ICIL.NS,437.7,388.7,12.61,5.63,YES,YES,YES,25217.47K,Process Industries,Textiles,88.0,83.0,90.0,86.0,23.9179,23.9179,970.68K,646.25K,463.8,216.9,86.69B,No,408.75,402.71,310.36,409.82,322.72,500
923,SIGACHI.NS,29.61,26.35,12.37,36.64,YES,YES,YES,10330.18K,Health Technology,Pharmaceuticals: Major,73.0,88.0,91.0,66.0,1.4636,1.4121,826.20K,1033.51K,46.73,16.65,11.33B,No,26.31,24.43,25.39,25.16,22.29,499
388,DHABRIYA.BO,558.85,500.8,11.59,4.93,YES,YES,YES,62.96K,Producer Manufacturing,Miscellaneous Manufacturing,88.0,96.0,93.0,92.0,35.6357,34.5071,36.27K,41.67K,587.8,280.0,6.05B,No,460.3,417.44,371.18,439.33,377.2,497
129,MACPOWER.NS,1983.6,1781.4,11.35,0.82,YES,YES,YES,190.62K,Producer Manufacturing,Industrial Machinery,95.0,97.0,96.0,96.0,120.5857,120.5071,55.36K,58.72K,2000.0,761.0,19.84B,No,1567.36,1368.08,1070.41,1467.36,1140.23,499
744,TERAI.BO,132.95,119.5,11.26,7.48,YES,YES,YES,0.00K,Consumer Non-Durables,Food: Major Diversified,78.0,82.0,78.0,78.0,6.775,4.9821,0.92K,0.35K,143.7,83.0,914.60M,No,121.3,121.17,107.16,125.19,110.92,497
1158,JINDRILL.NS,651.15,586.2,11.08,6.11,YES,YES,YES,17885.60K,Industrial Services,Contract Drilling,67.0,80.0,45.0,80.0,26.7,26.4893,1427.24K,196.06K,693.5,440.1,18.87B,No,604.44,591.39,550.96,597.52,551.74,500
54,INDSWFTLAB.NS,346.87,313.02,10.81,1.26,YES,YES,YES,5070.30K,Health Technology,Pharmaceuticals: Major,97.0,97.0,98.0,96.0,18.9429,16.5871,1443.85K,2256.98K,351.3,87.15,30.12B,No,253.53,222.12,146.87,240.71,173.1,498
895,REGAAL.NS,99.53,90.46,10.03,31.69,YES,YES,YES,2972.53K,Process Industries,Agricultural Commodities/Milling,74.0,92.0,82.0,90.0,5.1229,4.9743,117.64K,151.61K,145.7,57.27,10.25B,No,84.35,81.86,77.06,82.97,78.11,247
111,SWATIPRO.BO,69.75,63.41,10.0,0.0,YES,YES,YES,274.65K,Finance,Financial Conglomerates,96.0,98.0,97.0,96.0,3.8971,2.7607,21.27K,109.80K,69.75,24.6,704.48M,No,38.94,34.86,32.74,38.51,34.02,497
114,PARAS.NS,1527.3,1388.5,10.0,0.0,YES,YES,YES,5405.03K,Electronic Technology,Aerospace & Defense,95.0,94.0,97.0,96.0,60.65,60.65,3288.03K,1171.06K,1527.3,580.5,123.08B,No,1282.7,1253.67,847.74,1299.94,931.52,500
696,INDOMIM.NS,952.75,866.15,10.0,0.0,,,,10245.87K,Producer Manufacturing,Industrial Machinery,80.0,,,,,,10856.25K,3425.95K,952.75,700.0,471.12B,No,,,,,,14
