RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
168,SWATIPRO.BO,57.65,43.68,31.98,0.0,YES,YES,YES,69.77K,Finance,Financial Conglomerates,94.0,98.0,94.0,95.0,3.7364,2.42,13.07K,59.01K,57.65,24.6,582.27M,No,34.29,33.32,32.31,34.7,32.57,494
1152,SHRJAGP.BO,761.5,597.55,27.44,23.64,YES,YES,YES,25.16K,Process Industries,Textiles,67.0,93.0,87.0,73.0,24.2179,16.4071,0.80K,0.56K,997.3,501.0,6.67B,No,590.12,582.25,631.27,597.35,596.27,494
1002,JUBLCPL.NS,2407.5,1935.5,24.39,20.11,YES,YES,YES,170.51K,Process Industries,Chemicals: Agricultural,71.0,85.0,88.0,62.0,122.3072,96.1,8.90K,13.74K,3013.4,1460.0,36.48B,No,1908.35,1939.34,2003.84,1996.68,1874.36,368
1179,HPBL.BO,222.6,184.0,20.98,21.74,YES,YES,YES,6.11K,Process Industries,Containers/Packaging,66.0,86.0,12.0,86.0,11.6107,8.7107,15.50K,6.91K,284.45,140.1,2.38B,No,186.5,199.84,192.32,199.06,198.93,494
719,BI.NS,76.81,64.01,20.0,0.0,,,,121.68K,Process Industries,Containers/Packaging,79.0,,,,4.0721,3.7179,7.82K,11.15K,76.81,51.62,,No,,,,,,18
789,GALAXYSURF.NS,2508.4,2090.3999,20.0,0.0,YES,YES,YES,632.36K,Consumer Non-Durables,Household/Personal Care,77.0,93.0,87.0,81.0,92.3571,70.8,14.79K,16.05K,2508.4,1510.0,88.93B,No,2011.15,1946.05,1928.98,2010.89,1876.7,496
644,APEX.NS,426.35,367.7,15.95,17.13,YES,YES,YES,9315.53K,Consumer Non-Durables,Food: Meat/Fish/Dairy,81.0,78.0,18.0,71.0,15.3429,12.6071,218.97K,76.40K,514.5,208.74,13.32B,No,384.35,397.91,364.91,399.61,401.19,498
840,TVSSRICHAK.NS,4478.1,3868.2,15.77,6.23,YES,YES,YES,711.31K,Consumer Durables,Automotive Aftermarket,76.0,73.0,73.0,59.0,144.5,137.4214,5.66K,2.71K,4775.8,2812.0,34.29B,No,4017.51,4069.3,4033.25,4107.44,3920.2,496
600,ACESEPP.BO,114.11,98.99,15.27,25.83,YES,YES,,96.10K,Technology Services,Data Processing Services,82.0,98.0,97.0,12.0,9.87,9.3857,20.53K,57.06K,153.85,25.51,,No,70.07,51.43,,56.6,87.14,156
331,TARSONS.NS,360.3,312.7,15.22,3.92,YES,YES,YES,9830.03K,Process Industries,Containers/Packaging,90.0,85.0,95.0,91.0,20.8071,20.0071,930.58K,313.14K,375.0,164.45,19.17B,No,315.39,284.19,232.48,288.43,230.65,500
583,XTRANET.NS,172.5,150.4,14.69,2.42,,,,2182.48K,Technology Services,Information Technology Services,83.0,,,,,,686.86K,533.34K,176.78,122.5,9.02B,No,,,,,,11
930,SHAHLON.BO,24.78,21.71,14.14,24.66,NO,NO,YES,132.85K,Process Industries,Textiles,73.0,18.0,72.0,40.0,1.8357,1.7807,32.64K,10.88K,32.89,16.5,2.21B,No,24.89,24.84,22.26,25.12,23.52,494
597,RECODE.BO,289.85,254.3,13.98,0.74,YES,YES,,204.80K,Retail Trade,Specialty Stores,82.0,97.0,,,13.875,13.4036,65.72K,60.32K,292.0,171.0,3.09B,No,227.06,207.06,,214.83,,66
