RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
878,EKI.NS,99.04,82.54,19.99,0.0,YES,,,665.96K,Utilities,Electric Utilities,75.0,94.0,,,5.1107,5.0421,16.96K,23.11K,99.04,67.0,,No,73.51,,,,,27
498,ACCORDTS.BO,76.66,65.0,17.94,4.19,YES,YES,,762.00K,Producer Manufacturing,Electrical Products,85.0,94.0,90.0,85.0,3.5514,3.2257,87.76K,75.90K,80.01,45.0,1.58B,No,65.44,62.2,,63.71,59.96,142
924,LAMBODHARA.NS,139.46,119.93,16.28,8.23,YES,YES,YES,393.43K,Process Industries,Textiles,74.0,51.0,80.0,76.0,7.84,7.7843,37.66K,19.05K,151.96,81.8,1.45B,No,131.63,122.36,112.11,124.09,111.3,499
411,SHIVAM.BO,128.9,112.3,14.78,1.15,YES,YES,YES,96.00K,Non-Energy Minerals,Construction Materials,87.0,98.0,73.0,32.0,5.6321,4.725,10.00K,13.67K,130.4,59.5,2.19B,No,113.76,103.97,98.21,105.21,108.57,498
1401,STML.BO,85.36,75.0,13.81,25.55,YES,YES,YES,18.00K,Communications,Specialty Telecommunications,61.0,92.0,90.0,62.0,2.0036,0.7214,2.80K,4.92K,114.65,49.0,825.96M,No,71.76,69.18,73.1,70.79,67.59,497
479,EIGHTY.BO,47.65,42.0,13.45,4.51,YES,YES,YES,6.00K,Consumer Durables,Other Consumer Specialties,86.0,87.0,61.0,84.0,1.7671,0.6714,3.71K,2.40K,49.9,22.2,485.99M,No,40.21,40.59,35.07,40.14,36.41,497
1318,DCI.NS,302.4,268.6,12.58,36.34,NO,NO,YES,1477.22K,Electronic Technology,Telecommunications Equipment,63.0,2.0,73.0,49.0,22.5357,22.4821,200.29K,583.48K,475.0,208.98,4.96B,No,308.29,324.63,283.43,333.17,302.3,499
370,UML.BO,90.3,80.22,12.57,25.37,YES,YES,YES,240.00K,Retail Trade,Electronics/Appliance Stores,89.0,97.0,97.0,82.0,4.7764,4.0929,35.49K,115.80K,121.0,41.75,1.28B,No,62.23,57.9,57.81,60.67,55.07,284
125,GRERENEW.BO,240.5,215.65,11.52,1.84,YES,YES,,43.20K,Electronic Technology,Semiconductors,95.0,97.0,94.0,95.0,12.325,11.0179,32.19K,39.00K,245.0,77.5,3.44B,No,181.14,177.97,,183.72,147.95,169
1102,REMSONSIND.NS,111.12,99.87,11.26,27.11,YES,YES,YES,1519.38K,Producer Manufacturing,Auto Parts: Oem,69.0,95.0,87.0,65.0,5.8143,5.6436,127.07K,146.14K,152.45,75.23,3.90B,No,96.84,88.73,98.83,91.68,92.51,501
686,UNIDT.NS,259.76,235.24,10.42,4.5,YES,YES,YES,645.35K,Industrial Services,Oilfield Services/Equipment,80.0,89.0,79.0,86.0,16.1157,16.1157,15.93K,56.80K,272.0,146.0,5.27B,No,226.46,226.27,208.08,228.79,213.58,499
1190,AMKAY.BO,63.98,58.0,10.31,21.97,YES,YES,YES,18.00K,Health Technology,Medical Specialties,67.0,96.0,79.0,51.0,4.3464,3.1979,6.25K,10.40K,81.99,39.22,553.79M,No,54.7,50.53,57.42,51.26,54.23,498
379,CUBEXTUB.NS,138.4,125.82,10.0,3.68,YES,YES,YES,805.25K,Non-Energy Minerals,Other Metals/Minerals,88.0,98.0,95.0,82.0,6.8807,5.9071,87.03K,328.82K,143.69,73.1,1.98B,No,85.03,81.33,92.69,85.01,87.51,500
35,KABRAEXTRU.NS,806.1,732.85,10.0,0.0,YES,YES,YES,520.79K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,98.0,49.2036,46.5893,358.19K,364.25K,806.1,180.0,28.19B,No,653.47,538.05,311.18,569.75,350.05,500
664,DCMSIL.NS,85.2,77.46,9.99,19.07,YES,YES,,396.59K,Process Industries,Textiles,81.0,82.0,81.0,18.0,4.4936,4.46,64.62K,115.94K,105.27,49.5,7.41B,No,71.52,76.25,,76.5,71.22,151
315,YAANENT.BO,150.35,136.7,9.99,0.0,YES,YES,YES,5.08K,Consumer Services,Other Consumer Services,90.0,95.0,94.0,84.0,9.3286,7.7536,2.47K,0.72K,150.35,70.0,466.09M,No,125.19,117.22,104.24,120.94,106.84,497
209,SEDEMAC.NS,3313.6,3035.2,9.17,1.64,YES,YES,,1058.88K,Producer Manufacturing,Auto Parts: Oem,93.0,74.0,76.0,93.0,131.2428,130.9,146.88K,145.45K,3368.9,1413.1,146.35B,No,2990.06,2947.37,,2978.36,,138
1299,ABHICAP.BO,134.5,123.35,9.04,11.22,YES,YES,YES,3.83K,Finance,Finance/Rental/Leasing,64.0,94.0,83.0,40.0,8.1286,7.0821,0.89K,0.16K,151.5,91.0,931.36M,No,109.67,107.71,115.09,108.26,112.4,499
