RS_Rank,Ticker,Price,Prev_Close,Gain_%,Dist_52WH_%,Above_SMA20,Above_SMA50,Above_SMA200,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1081,EMUDHRA.NS,592.85,494.05,20.0,16.51,YES,YES,YES,1550.53K,Technology Services,Packaged Software,69.0,85.0,86.0,79.0,23.6393,20.4536,246.20K,112.34K,710.1,364.55,48.64B,No,536.15,500.06,498.36,513.78,473.81,497
718,QUINT.NS,48.24,40.2,20.0,0.0,YES,,,43.33K,Producer Manufacturing,Trucks/Construction/Farm Machinery,79.0,,,,2.9507,2.845,15.26K,6.39K,48.24,35.58,,No,40.24,,,,,20
1175,FORBESCO.BO,378.55,317.85,19.1,18.2,YES,YES,YES,73.20K,Producer Manufacturing,Industrial Machinery,67.0,92.0,76.0,54.0,21.4179,17.8893,5.69K,9.91K,462.75,242.2,4.88B,No,282.19,281.94,322.3,289.68,313.37,495
417,GARGFUR.BO,195.55,172.5,13.36,5.53,YES,YES,YES,129.04K,Non-Energy Minerals,Steel,87.0,97.0,95.0,74.0,16.8643,16.025,11.62K,11.61K,207.0,108.65,979.45M,No,154.25,134.91,135.13,147.07,137.36,495
1120,ALPHAIND.BO,155.0,139.05,11.47,17.11,YES,YES,YES,2.40K,Producer Manufacturing,Metal Fabrication,68.0,84.0,72.0,38.0,1.3607,1.3571,0.37K,0.12K,187.0,91.1,1.58B,No,139.92,144.57,151.72,145.02,156.82,496
262,QLL.BO,619.2,556.35,11.3,1.48,YES,YES,YES,56.40K,Commercial Services,Miscellaneous Commercial Services,91.0,96.0,94.0,92.0,28.2036,26.9571,10.84K,26.44K,628.5,258.55,7.21B,No,468.82,457.15,391.93,472.84,407.03,497
731,MODAIRY.BO,47.55,42.87,10.92,7.56,YES,YES,YES,351.04K,Consumer Non-Durables,Food: Meat/Fish/Dairy,79.0,97.0,89.0,80.0,3.3064,3.0521,26.19K,38.34K,51.44,26.56,1.52B,No,37.33,33.28,35.33,34.96,35.08,495
1435,TATAINVEST.NS,718.35,650.9,10.36,39.36,YES,YES,YES,24516.31K,Finance,Investment Banks/Brokers,60.0,79.0,66.0,59.0,21.3822,17.5393,436.79K,985.71K,1184.7,538.85,363.45B,No,643.58,658.77,666.34,662.31,663.99,499
755,ACCELERATE.BO,127.27,115.44,10.25,36.03,YES,YES,YES,2.56K,Commercial Services,Miscellaneous Commercial Services,78.0,93.0,80.0,2.0,2.6629,0.2307,0.60K,2.37K,198.95,67.0,437.56M,No,103.17,101.61,123.26,103.66,136.08,494
694,CRSTCHM.BO,154.45,140.25,10.12,4.07,YES,YES,YES,13.30K,Health Technology,Pharmaceuticals: Other,80.0,88.0,60.0,89.0,8.1429,7.9321,1.25K,1.95K,161.0,73.01,463.35M,No,130.7,130.22,114.78,134.46,119.95,495
710,EFORU.BO,109.2,99.2,10.08,0.0,YES,YES,YES,0.00K,Distribution Services,Wholesale Distributors,79.0,50.0,42.0,51.0,0.9893,0.1179,5.82K,5.82K,109.2,43.82,822.00M,No,96.28,95.56,84.44,96.23,90.98,495
1286,PATELSAI.BO,302.5,275.0,10.0,27.98,YES,NO,YES,9.18K,Producer Manufacturing,Industrial Machinery,64.0,76.0,57.0,73.0,11.8571,9.6214,9.65K,7.71K,420.0,180.1,1.65B,No,284.16,319.12,281.75,306.39,301.48,495
1012,PRIMIND.BO,49.28,44.8,10.0,18.34,YES,YES,YES,202.23K,Finance,Real Estate Development,71.0,94.0,63.0,77.0,3.2693,2.92,83.45K,472.28K,60.35,22.1,1.04B,No,40.89,41.88,41.44,42.33,41.64,495
288,GRAVISSHO.NS,46.97,42.7,10.0,0.0,YES,,,124.92K,Consumer Services,Hotels/Resorts/Cruise Lines,91.0,,,,2.8979,2.2786,75.02K,141.47K,46.97,27.9,3.31B,No,31.32,,,,,20
807,MDRC.BO,84.77,77.07,9.99,15.23,YES,YES,,72.00K,Health Services,Medical/Nursing Services,77.0,98.0,93.0,74.0,5.8807,5.1064,19.17K,63.52K,100.0,45.0,1.28B,No,54.77,52.52,,57.46,62.82,171
927,GTECJAINX.NS,29.31,26.65,9.98,23.57,YES,YES,YES,20.22K,Commercial Services,Miscellaneous Commercial Services,74.0,74.0,49.0,81.0,1.7786,1.7771,8.99K,4.33K,38.35,15.54,298.64M,No,28.79,28.45,23.74,28.81,24.43,495
1207,JINDALPOLY.NS,737.9,671.3,9.92,28.11,YES,YES,YES,345.79K,Process Industries,Containers/Packaging,66.0,86.0,52.0,16.0,28.4322,27.8857,30.30K,35.28K,1026.45,365.0,32.31B,No,661.88,653.64,627.95,654.1,704.27,498
1067,ZENLABS.BO,32.7,29.85,9.55,18.23,YES,YES,YES,5.59K,Health Technology,Pharmaceuticals: Generic,70.0,93.0,43.0,83.0,3.0621,2.9043,2.25K,3.29K,39.99,16.5,212.88M,No,28.07,29.19,25.75,28.92,27.48,495
366,AMDIND.NS,69.64,64.03,8.76,6.39,YES,YES,YES,1440.69K,Producer Manufacturing,Miscellaneous Manufacturing,89.0,93.0,92.0,90.0,4.6557,4.5293,40.47K,108.25K,74.39,33.77,1.33B,No,56.79,51.27,46.58,54.23,47.11,497
1011,KANCOTEA.NS,56.8,52.29,8.62,3.24,YES,,,1.09K,Process Industries,Agricultural Commodities/Milling,71.0,,,,2.7879,2.7529,0.56K,0.27K,58.7,46.2,,No,54.98,,,,,21
652,BGDL.BO,152.05,140.1,8.53,55.32,YES,YES,YES,291.22K,Consumer Durables,Homebuilding,81.0,98.0,93.0,88.0,16.2079,10.5921,66.20K,325.82K,340.3,78.2,15.40B,No,115.04,100.47,111.24,109.51,105.87,495
1275,KAVDEFENCE.NS,75.17,69.33,8.42,53.85,YES,YES,YES,2090.48K,Electronic Technology,Telecommunications Equipment,64.0,95.0,81.0,63.0,5.8286,5.7143,223.44K,810.95K,162.87,51.51,4.52B,No,61.16,59.62,64.7,61.34,62.46,499
630,OPTIEMUS.NS,604.95,566.25,6.83,15.15,YES,YES,YES,1979.32K,Distribution Services,Electronics Distributors,82.0,83.0,91.0,89.0,24.1071,23.775,293.76K,134.18K,713.0,288.0,54.55B,No,567.77,577.44,468.81,581.0,468.64,497
914,REXNORD.BO,92.87,86.96,6.8,5.62,YES,YES,YES,36.00K,Producer Manufacturing,Industrial Machinery,74.0,88.0,64.0,86.0,4.3657,4.1414,1.86K,1.98K,98.4,49.0,1.23B,No,84.34,81.64,73.54,82.71,74.03,495
969,NATRAJPR.BO,41.56,39.0,6.56,9.46,YES,YES,YES,1.96K,Process Industries,Agricultural Commodities/Milling,72.0,78.0,75.0,73.0,3.0936,2.9907,1.71K,2.80K,45.9,28.0,155.73M,No,40.32,38.34,35.61,39.32,37.35,495
1222,MNFL.BO,163.05,153.05,6.53,12.34,YES,YES,,4.80K,Consumer Non-Durables,Food: Specialty/Candy,66.0,64.0,57.0,51.0,1.4464,0.3857,2.90K,12.12K,186.0,118.4,2.04B,No,160.03,160.7,,160.23,160.34,195
