Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
25,TBZ.NS,633.7,603.55,817.34K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,41.025,32.2107,2974.13K,1753580.0,633.7,110.5,42.29B,No,462.62,344.53,204.66,388.52,236.76,499
37,BODALCHEM.NS,197.71,191.23,3601.74K,Process Industries,Industrial Specialties,98.0,98.0,98.0,98.0,12.7814,11.3186,1757.46K,3658450.0,200.79,42.81,24.90B,No,151.51,102.2,69.17,117.12,81.4,498
23,SIGMAADV.NS,908.95,866.1,443.05K,Technology Services,Information Technology Services,98.0,96.0,95.0,98.0,45.0607,43.2822,338.18K,247320.0,909.4,140.1,160.19B,No,789.38,689.38,376.7,734.28,473.08,498
20,STLTECH.NS,813.65,818.8,1264.71K,Technology Services,Information Technology Services,98.0,94.0,87.0,98.0,45.5571,39.1071,2064.64K,2334470.0,912.0,84.6,418.26B,No,779.47,664.94,377.71,703.75,496.59,499
52,KABRAEXTRU.NS,676.1,681.6,165.82K,Producer Manufacturing,Industrial Machinery,97.0,94.0,98.0,97.0,43.625,42.1107,351.28K,459010.0,741.9,180.0,23.65B,No,633.23,513.39,303.59,556.75,345.72,498
65,MOREPENLAB.NS,122.35,120.9,17854.85K,Health Technology,Pharmaceuticals: Major,97.0,93.0,98.0,97.0,7.6979,7.6393,21943.57K,20020600.0,126.8,33.05,67.04B,No,111.6,86.91,53.85,95.03,61.79,499
56,WELCORP.NS,2762.7,2660.1001,2544.70K,Producer Manufacturing,Industrial Machinery,97.0,96.0,97.0,98.0,136.3857,131.8428,1915.90K,2377860.0,2797.6,710.0,728.53B,No,2539.45,2088.77,1299.98,2233.63,1549.5,499
70,SHILPAMED.NS,1070.8,1021.1,1476.20K,Health Technology,Pharmaceuticals: Major,97.0,94.0,97.0,97.0,45.9393,45.9393,1820.07K,1020290.0,1075.0,259.5,209.43B,No,941.41,799.16,500.62,853.52,595.42,499
53,INDSWFTLAB.NS,379.4,373.25,762.79K,Health Technology,Pharmaceuticals: Major,97.0,86.0,97.0,96.0,21.1536,21.075,1355.47K,815170.0,404.0,87.15,32.99B,No,370.43,303.44,179.16,317.08,212.28,498
51,BLISSGVS.NS,661.55,681.85,186.81K,Health Technology,Pharmaceuticals: Major,97.0,86.0,90.0,97.0,35.4464,35.4464,471.65K,306750.0,728.0,118.0,70.34B,No,656.73,561.12,344.85,582.96,420.23,499
46,CUPID.NS,251.3,265.0,51831.01K,Consumer Non-Durables,Household/Personal Care,97.0,11.0,90.0,97.0,10.5571,10.5536,31597.86K,12565040.0,299.0,41.82,337.91B,No,277.84,259.36,147.84,264.64,175.67,499
66,BHAGYANGR.NS,432.85,446.7,337.11K,Producer Manufacturing,Electrical Products,97.0,85.0,65.0,96.0,20.85,19.6429,145.48K,299020.0,467.9,90.0,14.50B,No,402.08,392.83,266.06,400.68,312.86,499
69,XTRANET.NS,341.43,312.16,2349.43K,Technology Services,Information Technology Services,97.0,98.0,,,26.7014,26.355,2384.88K,5061860.0,343.37,122.5,17.85B,No,243.64,,,,,38
84,INDORAMA.NS,106.55,91.05,13822.93K,Process Industries,Textiles,96.0,98.0,98.0,97.0,8.09,7.9814,872.41K,3010210.0,109.26,29.0,27.82B,No,76.88,63.92,46.68,70.36,50.02,499
