Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
36,TBZ.NS,547.5,524.45,1564.53K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,41.2321,33.1643,2947.88K,5658360.0,583.05,110.5,36.54B,No,398.7,315.44,196.42,345.36,218.67,500
21,SANGINITA.NS,68.31,66.98,45.90K,Process Industries,Chemicals: Specialty,98.0,94.0,97.0,98.0,2.3879,1.105,293.85K,308610.0,68.31,9.26,1.77B,No,58.75,58.08,29.24,59.91,37.6,498
27,SIGMAADV.NS,817.05,794.65,250.56K,Technology Services,Information Technology Services,98.0,95.0,96.0,98.0,42.275,40.4964,334.38K,203640.0,867.0,140.1,144.00B,No,758.38,671.21,366.52,694.26,446.47,500
34,CUPID.NS,280.0,284.4,8677.95K,Consumer Non-Durables,Household/Personal Care,98.0,75.0,96.0,98.0,8.9236,8.92,32339.64K,10672260.0,299.0,40.5,376.51B,No,280.74,256.03,144.96,262.49,170.51,501
20,STLTECH.NS,818.05,852.55,2550.37K,Technology Services,Information Technology Services,98.0,94.0,86.0,98.0,46.5857,38.5357,2110.31K,2054300.0000000002,912.0,84.6,420.52B,No,743.57,642.89,363.54,674.35,474.75,500
43,BODALCHEM.NS,173.46,176.66,1821.05K,Process Industries,Industrial Specialties,97.0,98.0,98.0,98.0,14.0807,11.7371,1672.52K,8119420.0,189.68,42.81,21.85B,No,129.85,92.1,66.53,101.98,75.78,499
64,SETL.NS,422.55,444.75,64.55K,Health Technology,Medical Specialties,97.0,96.0,98.0,98.0,21.8036,16.1714,1375.19K,1211310.0,468.15,104.56,84.30B,No,375.58,320.39,189.08,336.99,215.36,418
53,INDSWFTLAB.NS,363.9,378.75,1637.01K,Health Technology,Pharmaceuticals: Major,97.0,91.0,98.0,96.0,24.98,23.7993,1418.08K,784280.0,404.0,87.15,31.60B,No,359.15,288.95,172.14,301.35,204.16,498
67,KABRAEXTRU.NS,628.1,650.85,651.04K,Producer Manufacturing,Industrial Machinery,97.0,91.0,98.0,96.0,43.3107,42.2929,335.30K,390880.0,741.9,180.0,21.97B,No,607.91,482.84,294.73,516.86,329.93,499
40,BLISSGVS.NS,680.5,684.95,412.53K,Health Technology,Pharmaceuticals: Major,97.0,95.0,93.0,97.0,37.1179,36.0464,520.54K,341080.0,728.0,118.0,72.36B,No,626.64,544.14,331.61,565.02,405.2,499
71,MODISONLTD.NS,455.05,478.15,80.04K,Industrial Services,Engineering & Construction,97.0,94.0,93.0,98.0,33.375,30.725,152.11K,377380.0,546.0,114.0,14.77B,No,454.07,358.33,224.75,368.62,257.81,499
74,BHAGYANGR.NS,425.25,405.0,328.67K,Producer Manufacturing,Electrical Products,97.0,90.0,83.0,96.0,17.8143,16.8071,141.15K,251930.0,432.3,90.0,14.24B,No,394.6,388.97,260.26,395.35,302.71,500
98,CAPRICORN.BO,31.41,30.8,891.04K,Technology Services,Information Technology Services,96.0,97.0,98.0,97.0,0.5707,0.0557,224.57K,883660.0,31.41,9.41,878.60M,No,25.91,20.93,15.65,22.59,15.43,498
78,MOREPENLAB.NS,114.73,106.22,39395.02K,Health Technology,Pharmaceuticals: Major,96.0,94.0,98.0,97.0,8.3821,8.3236,20908.90K,20467940.0,122.55,33.05,62.87B,No,107.79,83.33,52.68,88.06,58.96,501
90,BIRLACABLE.NS,382.55,377.95,734.77K,Producer Manufacturing,Electrical Products,96.0,95.0,97.0,96.0,22.6757,16.5621,181.50K,602340.0,411.95,104.0,11.48B,No,322.74,259.37,179.75,284.95,204.85,498
79,DIACABS.NS,394.75,387.5,1589.56K,Producer Manufacturing,Electrical Products,96.0,80.0,97.0,97.0,17.3107,16.8857,4712.84K,1096270.0,404.0,115.57,236.09B,No,350.23,320.79,196.8,337.51,225.47,500
88,WELCORP.NS,2424.5,2413.3,2930.84K,Producer Manufacturing,Industrial Machinery,96.0,94.0,96.0,97.0,131.4643,128.2357,1791.23K,2204230.0,2784.8,710.0,639.35B,No,2481.61,2027.8,1273.09,2091.95,1477.07,501
99,SHILPAMED.NS,928.05,911.9,1183.32K,Health Technology,Pharmaceuticals: Major,96.0,88.0,95.0,96.0,45.6179,45.6179,1817.05K,1043640.0000000001,980.1,259.5,181.51B,No,913.48,775.75,490.41,799.16,567.85,501
89,NOVARTIND.NS,1995.5,2188.0,122.47K,Health Technology,Pharmaceuticals: Major,96.0,93.0,92.0,,156.8643,148.5071,97.60K,436260.0,2588.8,672.25,49.27B,No,1726.88,1649.24,,1687.92,,109
109,KSHINTL.NS,1060.35,1058.85,397.79K,Producer Manufacturing,Electrical Products,96.0,72.0,83.0,96.0,55.6857,54.3143,350.85K,384730.0,1198.0,330.0,71.84B,No,1043.51,961.44,,981.36,750.94,185
104,HFCL.NS,212.91,222.01,7485.55K,Electronic Technology,Telecommunications Equipment,96.0,48.0,73.0,97.0,11.5671,10.115,21856.14K,8656630.0,256.7,59.82,325.81B,No,235.01,220.51,135.03,219.26,161.5,501
108,XTRANET.NS,283.03,276.09,2262.74K,Technology Services,Information Technology Services,96.0,98.0,,,25.205,24.9079,2376.43K,5356670.0,304.8,122.5,14.80B,No,220.59,,,,,35
147,PVP.NS,58.51,61.58,341.86K,Technology Services,Information Technology Services,95.0,98.0,97.0,95.0,4.21,3.7986,1890.39K,2251000.0,71.9,23.0,15.24B,No,60.5,42.6,33.37,45.53,34.26,500
123,CYIENTDLM.NS,867.4,882.7,855.74K,Electronic Technology,Electronic Production Equipment,95.0,93.0,97.0,96.0,48.75,47.8679,894.00K,857720.0,1009.0,265.2,68.84B,No,837.61,721.78,471.72,747.04,508.45,500
149,TFCILTD.NS,138.81,138.18,11709.60K,Finance,Finance/Rental/Leasing,95.0,90.0,97.0,94.0,4.6493,4.6493,12455.39K,8168900.0,147.65,51.0,64.27B,No,139.4,114.33,81.22,120.42,88.26,500
143,RAYMOND.NS,993.9,995.95,12662.19K,Process Industries,Textiles,95.0,98.0,96.0,96.0,69.1,64.4214,1806.22K,9452080.0,1122.0,320.0,66.15B,No,750.01,667.26,504.56,703.12,550.5,500
117,CALSOFT.NS,35.97,37.86,64.88K,Technology Services,Information Technology Services,95.0,97.0,95.0,97.0,2.3393,1.4836,219.60K,306750.0,43.13,10.9,2.22B,No,34.75,27.15,19.16,29.08,21.29,498
125,ATHERENERG.NS,1567.5,1568.5,3577.22K,Consumer Durables,Motor Vehicles,95.0,76.0,94.0,94.0,70.25,64.75,4946.99K,4512850.0,1744.0,534.5,620.92B,No,1581.31,1437.57,968.39,1463.0,1089.33,345
126,E2E.NS,599.75,579.85,1076.56K,Technology Services,Information Technology Services,95.0,18.0,94.0,96.0,28.9536,28.8179,1507.09K,712070.0,698.0,183.36,123.22B,No,610.21,554.29,347.49,573.07,402.69,500
140,ANTELOPUS.NS,1170.95,1057.8,4318.81K,Energy Minerals,Integrated Oil,95.0,97.0,93.0,93.0,95.4893,92.8464,1230.84K,7784090.0,1218.3,357.0,41.17B,No,946.33,878.07,672.17,897.36,753.86,501
122,SKYGOLD.NS,792.6,789.4,704.43K,Consumer Durables,Other Consumer Specialties,95.0,68.0,93.0,95.0,37.2071,37.1429,1231.83K,920000.0,868.8,259.0,122.75B,No,804.71,735.52,483.51,742.79,545.51,501
148,SANSERA.NS,3971.2,3871.7,229.40K,Producer Manufacturing,Auto Parts: Oem,95.0,66.0,90.0,91.0,160.7928,148.2857,261.80K,210210.0,4183.6,1364.2,247.82B,No,3926.43,3645.76,2618.76,3715.84,2967.06,500
136,WHEELS.NS,2110.5,2129.1001,240.30K,Producer Manufacturing,Auto Parts: Oem,95.0,97.0,89.0,95.0,149.3857,147.9786,359.94K,1515160.0,2498.0,705.85,51.57B,No,1756.57,1563.8,1217.88,1627.18,1394.28,500
114,SAKAR.NS,1105.4,1137.55,164.41K,Health Technology,Pharmaceuticals: Major,95.0,94.0,88.0,93.0,70.55,62.7964,171.47K,232750.0,1211.0,332.1,24.26B,No,997.28,925.85,656.61,943.19,755.36,500
146,AVALON.NS,2216.1,2160.7,934.98K,Electronic Technology,Electronic Production Equipment,95.0,87.0,85.0,95.0,140.3857,132.9929,445.77K,529580.0,2424.0,777.3,148.22B,No,2229.84,1963.6,1340.55,2027.22,1542.63,499
