Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
24,TBZ.NS,655.6,674.85,317.41K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,37.4393,33.8071,3005.81K,1233270.0,698.6,110.5,43.75B,No,537.33,377.57,214.81,390.71,237.49,501
37,BODALCHEM.NS,202.02,195.08,1395.12K,Process Industries,Industrial Specialties,98.0,98.0,98.0,97.0,11.0557,10.0593,1922.91K,3005800.0,206.0,42.81,25.44B,No,172.46,113.04,72.09,117.55,81.54,500
33,KABRAEXTRU.NS,846.4,806.1,453.59K,Producer Manufacturing,Industrial Machinery,98.0,96.0,98.0,98.0,47.5929,45.475,362.55K,364250.0,846.4,180.0,29.60B,No,665.62,548.37,314.26,573.78,351.39,500
26,SIGMAADV.NS,946.0,949.65,197.47K,Technology Services,Information Technology Services,98.0,94.0,95.0,98.0,51.6214,49.8429,331.51K,314190.0,980.0,140.1,166.72B,No,830.36,719.79,391.74,737.98,474.31,500
18,STLTECH.NS,837.2,823.75,807.21K,Technology Services,Information Technology Services,98.0,93.0,87.0,98.0,45.25,43.2714,2063.11K,1849070.0,912.0,84.6,430.37B,No,811.16,689.58,392.61,706.11,497.38,501
67,MOREPENLAB.NS,120.38,116.6,8996.40K,Health Technology,Pharmaceuticals: Major,97.0,92.0,98.0,97.0,7.005,6.9764,21996.84K,18486220.0,126.8,33.05,65.96B,No,115.83,91.61,55.41,94.83,61.72,501
75,RAYMOND.NS,1196.65,1203.85,3099.93K,Process Industries,Textiles,97.0,98.0,97.0,97.0,90.5679,88.2179,2407.03K,8991920.0,1223.85,320.0,79.64B,No,919.72,737.77,528.35,760.72,576.5,501
45,INDSWFTLAB.NS,404.35,401.25,441.58K,Health Technology,Pharmaceuticals: Major,97.0,82.0,97.0,96.0,22.9036,22.3393,1294.93K,830550.0,417.0,87.15,35.16B,No,380.6,317.32,185.39,319.58,213.11,500
58,WELCORP.NS,2832.4,2692.2,2763.45K,Producer Manufacturing,Industrial Machinery,97.0,92.0,96.0,98.0,138.4285,131.3786,1972.54K,2283010.0,2837.5,710.0,746.91B,No,2620.51,2177.25,1339.08,2240.6,1551.83,501
49,CUPID.NS,270.0,266.3,13676.63K,Consumer Non-Durables,Household/Personal Care,97.0,35.0,91.0,97.0,13.1393,13.1393,32888.17K,26916140.0,299.0,41.82,363.06B,No,275.02,263.44,151.66,266.51,176.3,501
