Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
25,CUPID.NS,231.83,44976420.0,Consumer Non-Durables,Household/Personal Care,98.0,92.0,97.0,97.0,11.02,10.8829,28868760.0,36719490.0,232.0,29.6,311730000000.0,No,174.9,105.84,185.68,124.68
30,STLTECH.NS,530.05,2448530.0,Technology Services,Information Technology Services,98.0,5.0,97.0,98.0,35.7679,33.5321,3544310.0,2302790.0,679.9,84.6,272399999999.99997,No,562.4,263.27,574.12,331.48
39,SIGMAADV.NS,576.6,61610.0,Technology Services,Information Technology Services,97.0,46.0,98.0,98.0,30.1714,25.9572,461730.0,273460.0,638.1,108.75,101620000000.0,No,499.92,270.56,526.86,313.08
68,THANGAMAYL.NS,7168.5,225100.0,Consumer Durables,Other Consumer Specialties,97.0,92.0,96.0,94.0,350.25,348.2143,233400.0,209360.0,7430.0,1767.1,222810000000.0,No,5620.21,3947.69,5929.53,4444.38
96,DIACABS.NS,321.39,8881120.0,Producer Manufacturing,Electrical Products,96.0,98.0,97.0,97.0,17.9493,17.3464,7571020.0,9540260.0,322.4,115.57,169360000000.0,No,217.66,161.36,228.22,171.03
89,HFCL.NS,188.39,42541120.0,Electronic Technology,Telecommunications Equipment,96.0,11.0,96.0,97.0,10.4893,9.8121,51873780.0,25536100.0,229.5,59.82,288290000000.0,No,195.66,108.14,199.38,124.18
98,RPTECH.NS,785.3,345310.0,Distribution Services,Electronics Distributors,96.0,69.0,95.0,96.0,33.9857,33.8393,1290520.0,395010.0,812.85,275.6,51750000000.0,No,677.3,449.45,701.99,501.34
78,BLISSGVS.NS,450.1,330290.0,Health Technology,Pharmaceuticals: Major,96.0,5.0,95.0,97.0,21.3,20.9536,1888090.0,240020.0,553.0,118.0,47820000000.0,No,456.19,261.53,470.82,307.15
103,RUBICON.NS,1535.6,198620.0,Health Technology,Biotechnology,96.0,79.0,94.0,96.0,67.8571,67.1643,536320.0,310030.0,1589.7,570.75,253520000000.0,No,1311.39,,1351.58,989.21
105,AEROFLEX.NS,446.3,5360970.0,Producer Manufacturing,Industrial Machinery,96.0,29.0,93.0,97.0,20.4143,19.4179,2827700.0,1034400.0000000001,521.9,158.0,59060000000.0,No,435.0,274.12,439.07,316.47
77,OMNI.NS,595.75,396500.0,Producer Manufacturing,Metal Fabrication,96.0,91.0,90.0,,30.1286,29.9786,580410.0,339730.0,630.4,176.25,73670000000.0,No,509.53,,526.27,
113,INDSWFTLAB.NS,236.31,392050.0,Health Technology,Pharmaceuticals: Major,95.0,88.0,96.0,96.0,11.82,11.6243,1187010.0,473170.0,248.45,87.15,20550000000.0,No,189.67,135.77,201.73,154.7
118,E2E.NS,515.4,5885810.0,Technology Services,Information Technology Services,95.0,95.0,95.0,96.0,25.7143,20.6,1792370.0,2065250.0,567.8,183.36,105890000000.0,No,410.25,293.11,428.67,313.83
119,SHREEJISPG.NS,615.85,447410.0,Transportation,Other Transportation,95.0,94.0,94.0,93.0,19.3286,18.6321,1070620.0,930260.0,639.8,222.0,100330000000.0,No,510.88,387.55,531.1,427.95
137,SAKAR.NS,846.9,148260.0,Health Technology,Pharmaceuticals: Major,95.0,61.0,89.0,95.0,51.7643,51.3357,218320.0,233250.0,960.0,311.0,18590000000.0,No,824.19,554.46,820.55,624.12
124,ATHERENERG.NS,1202.0,2067760.0000000002,Consumer Durables,Motor Vehicles,95.0,84.0,85.0,94.0,58.05,55.7857,4592500.0,5511790.0,1345.0,336.35,473740000000.0,No,1077.95,817.93,1104.55,878.68
128,KSHINTL.NS,844.05,301220.0,Producer Manufacturing,Electrical Products,95.0,44.0,83.0,96.0,42.125,41.4357,485000.0,272800.0,930.0,330.0,57190000000.0,No,833.44,,845.73,594.23
167,SETL.NS,269.7,395000.0,Health Technology,Medical Specialties,94.0,88.0,97.0,95.0,14.075,13.75,1011250.0,674000.0,305.3,104.56,54460000000.0,No,212.27,160.33,224.3,160.28
164,RRKABEL.NS,2576.9,3862520.0,Producer Manufacturing,Electrical Products,94.0,65.0,96.0,93.0,122.0643,118.45,806960.0,696660.0,2775.0,1165.0,291460000000.0,No,2249.94,1652.87,2319.01,1780.46
153,JAYBARMARU.NS,161.05,594140.0,Distribution Services,Wholesale Distributors,94.0,24.0,96.0,93.0,11.1807,10.9579,1620120.0,969120.0,207.0,71.01,17430000000.0,No,155.13,107.71,157.36,114.45
