Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
33,SIGMAADV.NS,582.95,580760.0,Technology Services,Information Technology Services,98.0,92.0,98.0,97.0,32.4429,27.8893,489360.0,461870.0,638.1,95.53,102740000000.0,No,443.23,247.22,460.11,277.4
30,STLTECH.NS,518.15,1890440.0,Technology Services,Information Technology Services,98.0,12.0,98.0,98.0,32.4464,28.2929,4324910.0,2521840.0,679.9,84.6,266279999999.99997,No,525.11,238.29,536.35,287.88
24,CUPID.NS,206.83,60531270.0,Consumer Non-Durables,Household/Personal Care,98.0,96.0,97.0,95.0,11.4371,11.1364,25741360.0,55108240.0,226.0,23.8,278120000000.0,No,153.47,95.59,157.1,111.66
64,HFCL.NS,214.63,11100630.0,Electronic Technology,Telecommunications Equipment,97.0,93.0,98.0,98.0,9.9986,9.18,55290410.0,24747730.0,229.5,59.82,328440000000.0,No,179.54,100.02,183.26,110.68
66,BLISSGVS.NS,524.1,346050.0,Health Technology,Pharmaceuticals: Major,97.0,90.0,96.0,98.0,27.2821,27.125,2126720.0,851400.0,553.0,118.0,55680000000.0,No,406.87,241.66,415.76,277.29
95,BAJAJCON.NS,660.45,4341570.0,Consumer Non-Durables,Household/Personal Care,96.0,86.0,94.0,97.0,23.8929,23.7929,1371350.0,717450.0,692.0,220.1,86270000000.0,No,571.11,380.91,584.21,431.24
99,KIRLOSENG.NS,2436.2,655590.0,Producer Manufacturing,Electrical Products,96.0,95.0,93.0,95.0,130.5571,124.0857,839130.0,971830.0,2720.0,855.8,354480000000.0,No,1972.09,1408.65,2007.04,1575.15
91,THANGAMAYL.NS,6233.0,148090.0,Consumer Durables,Other Consumer Specialties,96.0,87.0,92.0,95.0,401.3928,394.8929,216990.0,380480.0,7165.0,1750.1,193730000000.0,No,4949.19,3672.28,5044.25,4086.59
109,CEMPRO.NS,1583.7,496340.0,Industrial Services,Engineering & Construction,95.0,92.0,98.0,95.0,67.9071,65.2714,1561050.0,778220.0,1597.4,503.3,272060000000.0,No,1124.27,814.96,1150.61,812.97
131,IBULLSLTD.NS,31.1,17808240.0,Finance,Real Estate Development,95.0,87.0,98.0,93.0,1.4764,1.4543,11313110.0,10069660.0,31.11,8.9,69620000000.0,No,23.48,17.25,23.72,16.36
137,SETL.NS,277.55,1202030.0,Health Technology,Medical Specialties,95.0,98.0,97.0,94.0,18.64,15.8464,924160.0,2210840.0,305.3,104.56,5800000000.0,No,177.69,154.38,182.82,147.7
112,RPTECH.NS,778.35,451700.0,Distribution Services,Electronics Distributors,95.0,97.0,97.0,96.0,38.8786,38.2607,1277840.0,792150.0,812.85,275.6,51290000000.0,No,616.9,422.74,630.4,460.12
119,JAYBARMARU.NS,197.15,583350.0,Distribution Services,Wholesale Distributors,95.0,96.0,97.0,96.0,8.9979,8.9979,1530350.0,983470.0,197.15,71.01,21340000000.0,No,134.85,103.46,137.97,107.28
138,BALAMINES.NS,2340.9,264110.0,Process Industries,Chemicals: Specialty,95.0,78.0,97.0,96.0,122.7714,120.5143,472870.0,520970.0,2443.6,968.1,75850000000.0,No,1925.66,1374.64,1970.41,1404.39
128,PAISALO.NS,72.3,13098180.0,Finance,Finance/Rental/Leasing,95.0,90.0,96.0,95.0,3.0679,2.9836,15593190.0,28074490.0,74.9,29.86,65760000000.00001,No,56.42,41.68,57.86,43.7
132,SKMEGGPROD.NS,360.9,5939900.0,Process Industries,Agricultural Commodities/Milling,95.0,94.0,95.0,90.0,19.875,19.8357,1053200.0,1069060.0,372.0,142.5,19030000000.0,No,233.14,195.39,238.52,196.98
120,KSHINTL.NS,875.5,413070.0,Producer Manufacturing,Electrical Products,95.0,48.0,94.0,97.0,39.8036,38.625,527680.0,355010.0,908.9,330.0,59320000000.0,No,772.28,,783.24,
107,INDSWFTLAB.NS,237.7,931420.0,Health Technology,Pharmaceuticals: Major,95.0,97.0,93.0,97.0,11.0771,10.8314,1534300.0,1581140.0,248.45,87.15,20670000000.0,No,166.82,127.84,172.59,140.74
126,ATHERENERG.NS,1184.6,3601230.0,Consumer Durables,Motor Vehicles,95.0,85.0,92.0,92.0,47.7929,47.7929,4712490.0,5461770.0,1253.6,329.2,454070000000.0,No,1001.78,778.51,1008.89,827.37
113,OMNI.NS,547.65,322610.0,Producer Manufacturing,Metal Fabrication,95.0,61.0,91.0,,29.4786,29.3036,674020.0,642600.0,590.1,176.25,67730000000.00001,No,471.0,,478.47,
121,ACUTAAS.NS,3495.2,218530.0,Health Technology,Pharmaceuticals: Major,95.0,61.0,88.0,95.0,141.6357,140.6643,491350.0,587410.0,3740.0,1125.0,286160000000.0,No,3114.94,2200.13,3166.44,2434.6
142,IOLCP.NS,169.09,3125950.0,Process Industries,Chemicals: Specialty,94.0,94.0,97.0,96.0,9.6321,9.4993,5469320.0,12073200.0,177.9,67.19,49630000000.0,No,128.06,95.54,129.44,95.46
158,SPARC.NS,259.42,1514890.0,Health Technology,Pharmaceuticals: Major,94.0,93.0,96.0,95.0,13.5164,13.2193,6518370.0,3721190.0,289.0,108.0,84190000000.0,No,211.88,153.04,216.22,160.0
150,SENORES.NS,1435.5,299460.0,Health Technology,Pharmaceuticals: Major,94.0,92.0,95.0,93.0,55.9643,55.9643,474940.0,333410.0,1487.9,601.1,66110000000.0,No,1159.65,882.04,1195.66,937.53
148,SHADOWFAX.NS,222.61,1160230.0,Technology Services,Packaged Software,94.0,65.0,95.0,,11.4436,11.3236,2827160.0,1757020.0,241.63,98.55,130270000000.00002,No,203.6,,206.81,
156,SYRMA.NS,1431.7,614970.0,Electronic Technology,Electronic Production Equipment,94.0,85.0,94.0,95.0,59.0071,55.35,1655540.0,1398470.0,1517.7,634.5,275780000000.0,No,1211.85,905.93,1233.67,948.37
165,SHREEJISPG.NS,570.7,989950.0,Transportation,Other Transportation,94.0,89.0,91.0,90.0,15.2643,14.7357,1033109.9999999999,1174480.0,573.85,222.0,92980000000.0,No,467.2,365.73,477.16,401.54
155,AEROFLEX.NS,421.5,1382890.0,Producer Manufacturing,Industrial Machinery,94.0,34.0,91.0,96.0,26.6071,26.6071,3087320.0,1711380.0,521.9,158.0,55780000000.0,No,423.44,259.92,432.62,293.62
180,SUVEN.NS,359.55,1274690.0,Health Technology,Pharmaceuticals: Major,93.0,94.0,97.0,96.0,20.4357,19.8286,2011230.0,2999180.0,371.0,124.11,101600000000.0,No,264.09,194.83,270.54,196.54
183,AEGISLOG.NS,1293.6,1463950.0,Distribution Services,Wholesale Distributors,93.0,98.0,96.0,93.0,83.2571,81.9072,2935570.0,3438990.0,1423.5,576.1,454050000000.0,No,908.33,767.71,930.27,764.2
178,RAMCOSYS.NS,886.15,2369580.0,Technology Services,Information Technology Services,93.0,97.0,96.0,87.0,67.8893,67.2179,2192440.0,7547690.0,967.5,342.1,33310000000.000004,No,556.01,524.03,571.46,498.8
208,APOLLO.NS,402.85,5540800.0,Electronic Technology,Electronic Production Equipment,93.0,47.0,96.0,89.0,22.3357,21.6286,23942940.0,21505980.0,466.5,162.34,149700000000.0,No,385.51,289.96,389.06,289.81
195,ASTRAMICRO.NS,1719.7,658320.0,Electronic Technology,Telecommunications Equipment,93.0,92.0,95.0,94.0,61.75,61.5786,1035460.0,737530.0,1871.0,851.0,163280000000.0,No,1437.3,1102.12,1475.19,1139.69
207,PARAS.NS,1224.5,1201490.0,Electronic Technology,Aerospace & Defense,93.0,87.0,95.0,94.0,75.4643,74.6929,3817840.0,3511540.0,1443.0,580.5,98680000000.0,No,1023.18,772.91,1049.82,804.09
181,JNKINDIA.NS,504.95,300490.0,Producer Manufacturing,Building Products,93.0,45.0,95.0,95.0,29.4464,29.3179,1332150.0,875910.0,534.0,200.92,28250000000.0,No,428.08,302.48,432.8,311.71
