Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
29,SIGMAADV.NS,582.65,1121340.0,Technology Services,Information Technology Services,98.0,92.0,98.0,97.0,32.4429,27.8893,473930.0,388570.0,638.1,95.53,102690000000.0,No,443.23,247.22,460.11,277.4
26,STLTECH.NS,543.05,2041610.0,Technology Services,Information Technology Services,98.0,12.0,98.0,98.0,32.4464,28.2929,4455160.0,2575180.0,679.9,84.6,279070000000.0,No,525.11,238.29,536.35,287.88
22,CUPID.NS,212.24,101335470.0,Consumer Non-Durables,Household/Personal Care,98.0,96.0,97.0,95.0,11.4371,11.1364,24215230.0,49969580.0,226.0,21.94,285390000000.0,No,153.47,95.59,157.1,111.66
57,HFCL.NS,217.25,16013270.0,Electronic Technology,Telecommunications Equipment,97.0,93.0,98.0,97.0,9.9986,9.18,56223360.0,25717650.0,229.5,59.82,332450000000.0,No,179.54,100.02,183.26,110.68
60,BLISSGVS.NS,524.3,456500.0,Health Technology,Pharmaceuticals: Major,97.0,90.0,96.0,97.0,27.2821,27.125,2138620.0,895270.0,553.0,118.0,55700000000.0,No,406.87,241.66,415.76,277.29
91,GVPIL.NS,820.35,318740.0,Industrial Services,Engineering & Construction,96.0,7.0,95.0,97.0,51.1107,51.0786,370390.0,336330.0,1084.0,270.9,55150000000.0,No,839.84,490.13,848.7,555.52
86,BAJAJCON.NS,670.25,2126940.0,Consumer Non-Durables,Household/Personal Care,96.0,86.0,94.0,97.0,23.8929,23.7929,1351420.0,560710.0,679.85,220.1,87550000000.0,No,571.11,380.91,584.21,431.24
83,THANGAMAYL.NS,6540.5,239650.0,Consumer Durables,Other Consumer Specialties,96.0,87.0,92.0,95.0,401.3928,394.8929,215770.0,396120.0,7165.0,1750.1,203290000000.0,No,4949.19,3672.28,5044.25,4086.59
98,CEMPRO.NS,1566.8,318670.0,Industrial Services,Engineering & Construction,95.0,92.0,98.0,95.0,67.9071,65.2714,1560450.0,829280.0,1597.4,503.3,269160000000.00003,No,1124.27,814.96,1150.61,812.97
101,RPTECH.NS,783.05,493170.0,Distribution Services,Electronics Distributors,95.0,97.0,97.0,96.0,38.8786,38.2607,1281880.0,825370.0,812.85,275.6,51600000000.0,No,616.9,422.74,630.4,460.12
109,JAYBARMARU.NS,187.77,1054650.0,Distribution Services,Wholesale Distributors,95.0,96.0,97.0,95.0,8.9979,8.9979,1516680.0,975500.0,194.4,71.01,20330000000.0,No,134.85,103.46,137.97,107.28
117,PAISALO.NS,73.24,16363920.0,Finance,Finance/Rental/Leasing,95.0,90.0,96.0,95.0,3.0679,2.9836,15561180.0,29373640.0,74.9,29.86,66610000000.0,No,56.42,41.68,57.86,43.7
121,SKMEGGPROD.NS,321.35,514549.99999999994,Process Industries,Agricultural Commodities/Milling,95.0,94.0,95.0,89.0,19.875,19.8357,1046079.9999999999,1130650.0,325.05,139.05,16940000000.000002,No,233.14,195.39,238.52,196.98
96,INDSWFTLAB.NS,246.44,1896540.0,Health Technology,Pharmaceuticals: Major,95.0,97.0,93.0,97.0,11.0771,10.8314,1520940.0,1545770.0,248.0,87.15,21430000000.0,No,166.82,127.84,172.59,140.74
115,ATHERENERG.NS,1225.8,2266980.0,Consumer Durables,Motor Vehicles,95.0,85.0,92.0,92.0,47.7929,47.7929,5130260.0,5816700.0,1242.9,325.55,469860000000.0,No,1001.78,778.51,1008.89,827.37
104,OMNI.NS,523.25,280670.0,Producer Manufacturing,Metal Fabrication,95.0,61.0,91.0,,29.4786,29.3036,681480.0,682810.0,590.1,176.25,64709999999.99999,No,471.0,,478.47,
110,ACUTAAS.NS,3400.8,310250.0,Health Technology,Pharmaceuticals: Major,95.0,60.0,87.0,95.0,141.6357,140.6643,492370.0,618200.0,3740.0,1124.4,278430000000.0,No,3114.94,2200.13,3166.44,2434.6
127,SETL.NS,290.7,842280.0,Health Technology,Medical Specialties,94.0,98.0,97.0,94.0,18.64,15.8464,912630.0,2362890.0,305.3,104.56,6080000000.0,No,177.69,154.38,182.82,147.7
131,IOLCP.NS,171.06,4119300.0,Process Industries,Chemicals: Specialty,94.0,94.0,97.0,95.0,9.6321,9.4993,5423970.0,12956890.0,177.9,67.19,50210000000.0,No,128.06,95.54,129.44,95.46
128,BALAMINES.NS,2414.9,443600.0,Process Industries,Chemicals: Specialty,94.0,78.0,97.0,96.0,122.7714,120.5143,467060.0,529560.0,2420.0,968.1,78250000000.0,No,1925.66,1374.64,1970.41,1404.39
145,SPARC.NS,264.6,2942530.0,Health Technology,Pharmaceuticals: Major,94.0,93.0,96.0,95.0,13.5164,13.2193,6484780.0,3807590.0,289.0,108.0,85870000000.0,No,211.88,153.04,216.22,160.0
136,SENORES.NS,1417.8,194710.0,Health Technology,Pharmaceuticals: Major,94.0,92.0,95.0,93.0,55.9643,55.9643,477660.0,348790.0,1487.9,585.9,65290000000.00001,No,1159.65,882.04,1195.66,937.53
135,SHADOWFAX.NS,228.13,2125630.0,Technology Services,Packaged Software,94.0,65.0,95.0,,11.4436,11.3236,2832030.0,1715950.0,241.63,98.55,133500000000.0,No,203.6,,206.81,
144,SYRMA.NS,1451.9,1261600.0,Electronic Technology,Electronic Production Equipment,94.0,86.0,94.0,95.0,59.0071,55.35,1650610.0,1413650.0,1517.7,634.5,279670000000.0,No,1211.85,905.93,1233.67,948.37
150,SHREEJISPG.NS,551.75,1479940.0,Transportation,Other Transportation,94.0,89.0,91.0,90.0,15.2643,14.7357,1018270.0,1139910.0,553.7,222.0,89890000000.0,No,467.2,365.73,477.16,401.54
