Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
38,BODALCHEM.NS,176.66,172.4,2889.91K,Process Industries,Industrial Specialties,98.0,99.0,98.0,98.0,14.2021,11.8514,1628.81K,8797910.0,189.68,42.81,22.25B,No,119.47,87.65,65.34,102.3,75.88,497
21,SANGINITA.NS,66.98,65.67,23.72K,Process Industries,Chemicals: Specialty,98.0,92.0,97.0,98.0,2.4843,1.105,294.25K,311010.0,68.02,9.26,1.73B,No,58.17,57.65,28.95,59.78,37.55,497
30,CUPID.NS,284.4,280.0,10867.45K,Consumer Non-Durables,Household/Personal Care,98.0,47.0,96.0,97.0,9.3836,9.38,32682.76K,11303850.0,299.0,40.32,382.42B,No,281.17,253.2,142.84,262.93,170.65,499
18,STLTECH.NS,852.55,897.4,3615.45K,Technology Services,Information Technology Services,98.0,94.0,90.0,98.0,46.9464,39.1036,2091.59K,1801280.0,912.0,84.6,438.26B,No,722.22,631.4,356.02,677.8,475.9,498
43,TBZ.NS,524.45,526.3,1933.58K,Consumer Durables,Other Consumer Specialties,97.0,98.0,98.0,98.0,41.4464,33.3214,2941.51K,6428470.0,583.05,110.5,35.00B,No,369.75,301.71,192.8,343.05,217.9,498
54,SETL.NS,444.75,468.15,193.06K,Health Technology,Medical Specialties,97.0,97.0,98.0,98.0,21.4393,17.3929,1387.99K,1445520.0,468.15,104.56,88.72B,No,369.9,317.16,187.78,339.21,216.1,417
47,INDSWFTLAB.NS,378.75,385.35,366.12K,Health Technology,Pharmaceuticals: Major,97.0,94.0,98.0,96.0,21.3679,20.1871,1428.06K,814450.0,404.0,87.15,32.94B,No,356.61,286.1,170.8,302.84,204.66,497
61,KABRAEXTRU.NS,650.85,723.15,313.14K,Producer Manufacturing,Industrial Machinery,97.0,93.0,98.0,96.0,39.6643,38.7072,330.47K,380430.0,741.9,180.0,22.76B,No,602.14,476.14,292.78,519.13,330.69,498
58,MODISONLTD.NS,478.15,503.05,76.96K,Industrial Services,Engineering & Construction,97.0,96.0,95.0,98.0,32.9572,30.9893,152.70K,408980.0,546.0,114.0,15.52B,No,450.02,355.11,223.19,370.93,258.58,498
68,NOVARTIND.NS,2188.0,2391.3,135.59K,Health Technology,Pharmaceuticals: Major,97.0,96.0,95.0,,143.3643,135.7143,95.62K,425850.0,2588.8,672.25,54.02B,No,1706.93,1638.49,,1707.17,,108
39,BLISSGVS.NS,684.95,720.95,217.58K,Health Technology,Pharmaceuticals: Major,97.0,95.0,94.0,97.0,36.2714,35.2,536.32K,394020.0,728.0,118.0,72.83B,No,618.64,540.33,329.03,565.46,405.35,498
69,BHAGYANGR.NS,405.0,422.55,183.19K,Producer Manufacturing,Electrical Products,97.0,82.0,83.0,95.0,16.8893,15.8821,141.09K,222650.0,432.3,90.0,13.57B,No,391.39,387.66,257.41,393.33,302.04,498
103,CAPRICORN.BO,30.8,30.2,12.98K,Technology Services,Information Technology Services,96.0,97.0,98.0,96.0,0.5593,0.0121,224.36K,898750.0,30.8,9.41,861.54M,No,25.38,20.62,15.6,22.53,15.41,497
100,BIRLACABLE.NS,377.95,392.35,1025.10K,Producer Manufacturing,Electrical Products,96.0,93.0,97.0,97.0,20.7543,14.6407,167.32K,536900.0,411.95,104.0,11.34B,No,317.57,255.5,178.57,284.49,204.69,497
101,MOREPENLAB.NS,106.22,115.78,18621.81K,Health Technology,Pharmaceuticals: Major,96.0,93.0,97.0,96.0,7.6229,7.5529,20764.55K,23136860.0,122.55,33.05,58.20B,No,105.11,81.12,51.96,87.21,58.68,499
104,CALSOFT.NS,37.86,38.74,473.18K,Technology Services,Information Technology Services,96.0,98.0,96.0,97.0,2.3086,1.3814,213.98K,361670.0,43.13,10.9,2.34B,No,34.25,26.86,19.06,29.27,21.35,497
83,WELCORP.NS,2413.3,2676.6001,3340.39K,Producer Manufacturing,Industrial Machinery,96.0,94.0,96.0,97.0,136.35,132.6214,1745.17K,2139200.0,2784.8,710.0,636.40B,No,2421.11,1987.18,1256.18,2090.83,1476.69,499
88,DIACABS.NS,387.5,369.05,1385.81K,Producer Manufacturing,Electrical Products,96.0,76.0,96.0,96.0,17.0964,16.6571,4876.94K,1016910.0,387.5,115.57,231.75B,No,348.43,314.39,194.44,336.79,225.23,498
108,SHILPAMED.NS,911.9,961.15,756.71K,Health Technology,Pharmaceuticals: Major,96.0,84.0,95.0,96.0,46.1571,46.1571,1822.07K,1344450.0,980.1,259.5,178.35B,No,899.9,761.87,484.42,797.54,567.31,499
110,SAKAR.NS,1137.55,1158.55,119.00K,Health Technology,Pharmaceuticals: Major,96.0,92.0,88.0,94.0,68.5571,60.5821,172.24K,324960.0,1211.0,330.0,24.97B,No,974.04,913.74,649.02,946.41,756.43,498
107,KSHINTL.NS,1058.85,1170.9,500.05K,Producer Manufacturing,Electrical Products,96.0,69.0,83.0,96.0,57.5036,55.8643,355.68K,332220.0,1198.0,330.0,71.74B,No,1032.22,948.43,,981.21,750.89,183
92,HFCL.NS,222.01,233.69,5196.82K,Electronic Technology,Telecommunications Equipment,96.0,58.0,78.0,97.0,12.2057,11.0557,22313.79K,10210250.0,256.7,59.82,339.73B,No,235.51,220.39,133.5,220.16,161.81,499
130,PVP.NS,61.58,64.82,853.09K,Technology Services,Information Technology Services,95.0,98.0,97.0,95.0,4.76,4.1779,1879.05K,3012320.0,71.9,23.0,16.04B,No,58.3,41.23,33.13,45.84,34.37,498
117,CYIENTDLM.NS,882.7,904.4,467.44K,Electronic Technology,Electronic Production Equipment,95.0,91.0,97.0,97.0,49.5643,48.6821,888.50K,930470.0,1009.0,265.2,70.05B,No,822.7,707.12,467.18,748.57,508.96,498
143,RAYMOND.NS,995.95,1002.8,22725.25K,Process Industries,Textiles,95.0,97.0,95.0,96.0,62.9322,58.2536,1452.82K,6300680.0,1122.0,320.0,66.28B,No,713.82,651.99,499.42,703.33,550.57,498
115,ATHERENERG.NS,1568.5,1656.0,3711.98K,Consumer Durables,Motor Vehicles,95.0,71.0,94.0,94.0,73.2643,67.5143,4931.05K,6623230.0,1744.0,534.5,621.31B,No,1565.34,1419.92,959.4,1463.1,1089.36,343
138,E2E.NS,579.85,610.35,635.68K,Technology Services,Information Technology Services,95.0,24.0,94.0,95.0,28.6357,28.0714,1519.01K,768080.0,698.0,183.36,119.13B,No,617.24,545.15,343.73,571.08,402.03,498
