Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
38,BODALCHEM.NS,191.23,173.46,1686.11K,Process Industries,Industrial Specialties,98.0,99.0,98.0,98.0,14.3636,11.8621,1734.96K,4032260.0,191.23,42.81,24.08B,No,140.61,96.95,67.8,103.76,76.37,499
30,TBZ.NS,603.55,574.85,1436.92K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,41.9536,32.6107,2957.04K,1981300.0,603.55,110.5,40.28B,No,445.24,336.36,202.35,350.96,220.54,501
24,SIGMAADV.NS,866.1,817.05,255.00K,Technology Services,Information Technology Services,98.0,94.0,96.0,98.0,43.3643,40.5822,336.42K,232160.0,888.3,140.1,152.64B,No,768.46,677.37,369.84,699.16,448.11,499
21,STLTECH.NS,818.8,827.45,1735.06K,Technology Services,Information Technology Services,98.0,94.0,83.0,98.0,46.2214,39.7714,2079.20K,2174520.0,912.0,84.6,420.91B,No,771.71,659.03,374.14,674.43,474.77,501
50,KABRAEXTRU.NS,681.6,632.75,233.88K,Producer Manufacturing,Industrial Machinery,97.0,95.0,98.0,97.0,43.3929,41.8786,347.76K,447540.0,741.9,180.0,23.84B,No,629.98,506.18,301.4,522.21,331.72,500
68,MOREPENLAB.NS,120.9,120.56,16816.33K,Health Technology,Pharmaceuticals: Major,97.0,95.0,98.0,97.0,8.0121,7.9536,21774.44K,20103620.0,123.45,33.05,66.25B,No,110.24,85.71,53.46,88.68,59.17,501
58,INDSWFTLAB.NS,373.25,363.9,399.76K,Health Technology,Pharmaceuticals: Major,97.0,78.0,98.0,96.0,21.8579,21.4864,1421.08K,847980.0,404.0,87.15,32.46B,No,365.39,297.97,176.33,302.29,204.47,499
65,WELCORP.NS,2660.1,2460.3,4629.36K,Producer Manufacturing,Industrial Machinery,97.0,95.0,97.0,97.0,140.1357,136.0285,1853.64K,2002130.0,2784.8,710.0,701.48B,No,2521.78,2065.92,1290.3,2115.51,1484.92,501
40,CUPID.NS,265.0,279.15,27287.57K,Consumer Non-Durables,Household/Personal Care,97.0,23.0,93.0,98.0,9.9357,9.9321,31674.84K,10470310.0,299.0,41.3,356.34B,No,279.59,258.47,146.96,260.99,170.01,501
43,BLISSGVS.NS,681.85,680.5,168.69K,Health Technology,Pharmaceuticals: Major,97.0,92.0,90.0,97.0,38.1393,38.1393,484.64K,306460.0,728.0,118.0,72.50B,No,639.28,551.11,336.86,565.15,405.25,499
67,BHAGYANGR.NS,446.7,425.25,329.48K,Producer Manufacturing,Electrical Products,97.0,83.0,78.0,97.0,19.5286,17.8214,143.77K,271030.0,467.9,90.0,14.96B,No,397.29,390.41,262.99,397.5,303.43,500
86,SETL.NS,402.35,401.45,987.12K,Health Technology,Medical Specialties,96.0,94.0,98.0,98.0,20.525,15.525,1394.83K,1301610.0,468.15,104.56,80.27B,No,393.56,329.16,193.07,334.97,214.69,421
83,BIRLACABLE.NS,409.5,382.55,573.90K,Producer Manufacturing,Electrical Products,96.0,96.0,97.0,97.0,24.6286,19.3257,197.58K,663050.0,418.8,104.0,12.28B,No,332.21,267.48,182.11,287.65,205.75,498
101,CYIENTDLM.NS,940.7,893.5,469.64K,Electronic Technology,Electronic Production Equipment,96.0,94.0,97.0,97.0,51.3179,51.0357,916.68K,965940.0,1009.0,265.2,74.66B,No,864.24,743.67,478.73,754.37,510.89,501
